method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds
AIW-N,actual_selection,250,2e-04,20,0.001,31,6.61935224654069,0.001,1,TRUE,interior,1369.82708253502,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.805
AIW-N,oracle_lambda_oracle_L,250,2e-04,20,0.001,31,9.46118784105412,0.001,2,TRUE,interior,1366.87323790521,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.805
AIW-N,selected_lambda_oracle_L,250,2e-04,20,0.001,31,9.46118784105412,0.001,2,TRUE,interior,1366.87323790521,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.805
collapsed-R,actual_selection,250,2e-04,20,0.001,31,2.95441888130993,0.001,0,TRUE,interior,1366.76492378494,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.379
collapsed-R,oracle_lambda,250,2e-04,20,0.001,31,2.95441888130993,0.001,0,TRUE,interior,1366.76492378494,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.379
AIW-N,actual_selection,250,0.001,20,0.001,31,9.12652934845267,0.001,1,TRUE,interior,1245.34140043661,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.525
AIW-N,oracle_lambda_oracle_L,250,0.001,20,0.001,31,11.9208447763078,0.001,2,TRUE,interior,1241.44844010806,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.525
AIW-N,selected_lambda_oracle_L,250,0.001,20,0.001,31,11.9208447763078,0.001,2,TRUE,interior,1241.44844010806,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.525
collapsed-R,actual_selection,250,0.001,20,0.001,31,3.12938909568996,0.001,0,TRUE,interior,1241.97225864132,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.405
collapsed-R,oracle_lambda,250,0.001,20,0.001,31,3.12938909568996,0.001,0,TRUE,interior,1241.97225864132,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.405
AIW-N,actual_selection,250,0.005,20,0.001,31,11.0139410947877,0.001,1,TRUE,interior,1075.40687803685,TRUE,3.44561142874854e-05,0.005,29.065984552363,12.4576680621121,0.544
AIW-N,oracle_lambda_oracle_L,250,0.005,20,0.001,31,13.7108860849024,0.001,2,TRUE,interior,1070.27226985018,TRUE,3.44561142874854e-05,0.005,29.065984552363,12.4576680621121,0.544
AIW-N,selected_lambda_oracle_L,250,0.005,20,0.001,31,13.7108860849024,0.001,2,TRUE,interior,1070.27226985018,TRUE,3.44561142874854e-05,0.005,29.065984552363,12.4576680621121,0.544
collapsed-R,actual_selection,250,0.005,20,0.001,31,1.2761170878706,0.001,0,TRUE,interior,1070.09261767219,TRUE,3.44561142874854e-05,0.005,29.065984552363,12.4576680621121,0.328999999999999
collapsed-R,oracle_lambda,250,0.005,20,0.001,31,1.2761170878706,0.001,0,TRUE,interior,1070.09261767219,TRUE,3.44561142874854e-05,0.005,29.065984552363,12.4576680621121,0.328999999999999
AIW-N,actual_selection,250,2e-04,50,0.001,31,24.8341299762346,0.001,1,TRUE,interior,1478.50611846882,TRUE,1.94628973059808e-05,2e-04,5.81319111403457,2.49145997997232,0.467000000000001
AIW-N,oracle_lambda_oracle_L,250,2e-04,50,0.001,31,37.9298382446279,0.001,2,TRUE,interior,1476.4041600206,TRUE,1.94628973059808e-05,2e-04,5.81319111403457,2.49145997997232,0.467000000000001
AIW-N,selected_lambda_oracle_L,250,2e-04,50,0.001,31,37.9298382446279,0.001,2,TRUE,interior,1476.4041600206,TRUE,1.94628973059808e-05,2e-04,5.81319111403457,2.49145997997232,0.467000000000001
collapsed-R,actual_selection,250,2e-04,50,0.001,31,26.4258622280805,0.001,1,TRUE,interior,1476.18934684287,TRUE,1.94628973059808e-05,2e-04,5.81319111403457,2.49145997997232,0.305000000000004
collapsed-R,oracle_lambda,250,2e-04,50,0.001,31,26.4258622280805,0.001,1,TRUE,interior,1476.18934684287,TRUE,1.94628973059808e-05,2e-04,5.81319111403457,2.49145997997232,0.305000000000004
AIW-N,actual_selection,250,0.001,50,0.001,31,32.2203482362055,0.001,1,TRUE,interior,1369.71706817,TRUE,1.94628973059808e-05,0.001,12.998690497179,5.57107387843836,0.681000000000001
AIW-N,oracle_lambda_oracle_L,250,0.001,50,0.001,31,44.8761980542031,0.001,2,TRUE,interior,1367.75220240627,TRUE,1.94628973059808e-05,0.001,12.998690497179,5.57107387843836,0.681000000000001
AIW-N,selected_lambda_oracle_L,250,0.001,50,0.001,31,44.8761980542031,0.001,2,TRUE,interior,1367.75220240627,TRUE,1.94628973059808e-05,0.001,12.998690497179,5.57107387843836,0.681000000000001
collapsed-R,actual_selection,250,0.001,50,0.001,31,30.1152095165786,0.001,1,TRUE,interior,1366.51842923349,TRUE,1.94628973059808e-05,0.001,12.998690497179,5.57107387843836,0.818999999999999
collapsed-R,oracle_lambda,250,0.001,50,0.001,31,30.1152095165786,0.001,1,TRUE,interior,1366.51842923349,TRUE,1.94628973059808e-05,0.001,12.998690497179,5.57107387843836,0.818999999999999
AIW-N,actual_selection,250,0.005,50,0.001,31,36.9047279540737,0.001,1,TRUE,interior,1213.11000452925,TRUE,1.94628973059808e-05,0.005,29.0659555701728,12.4572998998616,0.701000000000001
AIW-N,oracle_lambda_oracle_L,250,0.005,50,0.001,31,48.9983303629163,0.001,2,TRUE,interior,1210.93204230527,TRUE,1.94628973059808e-05,0.005,29.0659555701728,12.4572998998616,0.701000000000001
AIW-N,selected_lambda_oracle_L,250,0.005,50,0.001,31,48.9983303629163,0.001,2,TRUE,interior,1210.93204230527,TRUE,1.94628973059808e-05,0.005,29.0659555701728,12.4572998998616,0.701000000000001
collapsed-R,actual_selection,250,0.005,50,0.001,31,4.56835729979967,0.001,0,TRUE,interior,1198.2490434833,TRUE,1.94628973059808e-05,0.005,29.0659555701728,12.4572998998616,1.665
collapsed-R,oracle_lambda,250,0.005,50,0.001,31,4.56835729979967,0.001,0,TRUE,interior,1198.2490434833,TRUE,1.94628973059808e-05,0.005,29.0659555701728,12.4572998998616,1.665
AIW-N,actual_selection,250,2e-04,100,0.001,31,90.0853510280507,0.001,5,TRUE,interior,1582.90367506117,TRUE,-3.14953538140882e-05,2e-04,5.81319576582209,-2.49151907203488,0.477
AIW-N,oracle_lambda_oracle_L,250,2e-04,100,0.001,31,65.4392745028666,0.001,2,TRUE,interior,1581.93271053722,TRUE,-3.14953538140882e-05,2e-04,5.81319576582209,-2.49151907203488,0.477
AIW-N,selected_lambda_oracle_L,250,2e-04,100,0.001,31,65.4392745028666,0.001,2,TRUE,interior,1581.93271053722,TRUE,-3.14953538140882e-05,2e-04,5.81319576582209,-2.49151907203488,0.477
collapsed-R,actual_selection,250,2e-04,100,0.001,31,28.626121833106,0.001,0,TRUE,interior,1577.81937284199,TRUE,-3.14953538140882e-05,2e-04,5.81319576582209,-2.49151907203488,0.172000000000001
collapsed-R,oracle_lambda,250,2e-04,100,0.001,31,28.626121833106,0.001,0,TRUE,interior,1577.81937284199,TRUE,-3.14953538140882e-05,2e-04,5.81319576582209,-2.49151907203488,0.172000000000001
AIW-N,actual_selection,250,0.001,100,0.001,31,37.5388313152651,0.001,1,TRUE,interior,1440.81517564856,TRUE,-3.14953538140882e-05,0.001,12.9987008988921,-5.5712060123072,0.592000000000001
AIW-N,oracle_lambda_oracle_L,250,0.001,100,0.001,31,48.2407170876344,0.001,2,TRUE,interior,1438.77759654865,TRUE,-3.14953538140882e-05,0.001,12.9987008988921,-5.5712060123072,0.592000000000001
AIW-N,selected_lambda_oracle_L,250,0.001,100,0.001,31,48.2407170876344,0.001,2,TRUE,interior,1438.77759654865,TRUE,-3.14953538140882e-05,0.001,12.9987008988921,-5.5712060123072,0.592000000000001
collapsed-R,actual_selection,250,0.001,100,0.001,31,36.6820396138936,0.001,1,TRUE,interior,1438.38570116273,TRUE,-3.14953538140882e-05,0.001,12.9987008988921,-5.5712060123072,0.512000000000001
collapsed-R,oracle_lambda,250,0.001,100,0.001,31,36.6820396138936,0.001,1,TRUE,interior,1438.38570116273,TRUE,-3.14953538140882e-05,0.001,12.9987008988921,-5.5712060123072,0.512000000000001
AIW-N,actual_selection,250,0.005,100,0.001,31,50.8524490062765,0.002,1,TRUE,interior,1251.25209339825,TRUE,-3.14953538140882e-05,0.005,29.0659788291105,-12.4575953601744,0.532999999999998
AIW-N,oracle_lambda_oracle_L,250,0.005,100,0.001,31,47.9580156404847,0.001,2,TRUE,interior,1245.73450117497,TRUE,-3.14953538140882e-05,0.005,29.0659788291105,-12.4575953601744,0.532999999999998
AIW-N,selected_lambda_oracle_L,250,0.005,100,0.001,31,62.4705176393279,0.002,2,TRUE,interior,1248.68374650603,TRUE,-3.14953538140882e-05,0.005,29.0659788291105,-12.4575953601744,0.532999999999998
collapsed-R,actual_selection,250,0.005,100,0.001,31,45.8852571830438,0.002,1,TRUE,interior,1246.87563498251,TRUE,-3.14953538140882e-05,0.005,29.0659788291105,-12.4575953601744,2.11099999999999
