method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds
AIW-N,selected_lambda_oracle_L,100,0.005,50,0.001,32,33.0108850496115,0.001,2,TRUE,interior,436.897165178155,TRUE,-6.45376883342411e-05,0.005,29.066042702285,-12.4584067118545,0.343
collapsed-R,actual_selection,100,0.005,50,0.001,32,29.1975560473092,0.002,1,TRUE,interior,435.746279143079,TRUE,-6.45376883342411e-05,0.005,29.066042702285,-12.4584067118545,3.979
collapsed-R,oracle_lambda,100,0.005,50,0.001,32,4.84267939430323,0.001,0,TRUE,interior,430.318678869524,TRUE,-6.45376883342411e-05,0.005,29.066042702285,-12.4584067118545,3.979
AIW-N,actual_selection,100,2e-04,100,0.001,32,Inf,0.01,5,FALSE,normal_limit,577.243045665259,TRUE,8.59145975003004e-05,2e-04,5.81321680535352,2.49178632212541,0.234999999999999
AIW-N,oracle_lambda_oracle_L,100,2e-04,100,0.001,32,36.2046308345198,0.001,2,TRUE,interior,572.564351031756,TRUE,8.59145975003004e-05,2e-04,5.81321680535352,2.49178632212541,0.234999999999999
AIW-N,selected_lambda_oracle_L,100,2e-04,100,0.001,32,184.397280865838,0.006,2,TRUE,interior,576.078283331813,TRUE,8.59145975003004e-05,2e-04,5.81321680535352,2.49178632212541,0.234999999999999
collapsed-R,actual_selection,100,2e-04,100,0.001,32,155.296687536453,0.006,0,TRUE,interior,573.731825291688,TRUE,8.59145975003004e-05,2e-04,5.81321680535352,2.49178632212541,0.318999999999996
collapsed-R,oracle_lambda,100,2e-04,100,0.001,32,24.7564973799992,0.001,0,TRUE,interior,570.492474475009,TRUE,8.59145975003004e-05,2e-04,5.81321680535352,2.49178632212541,0.318999999999996
AIW-N,actual_selection,100,0.001,100,0.001,32,117.958829086289,0.01,2,TRUE,interior,520.666257714969,TRUE,8.59145975003004e-05,0.001,12.9987479447146,5.57180360167661,0.327999999999999
AIW-N,oracle_lambda_oracle_L,100,0.001,100,0.001,32,36.7842025597878,0.001,2,TRUE,interior,507.103756299344,TRUE,8.59145975003004e-05,0.001,12.9987479447146,5.57180360167661,0.327999999999999
AIW-N,selected_lambda_oracle_L,100,0.001,100,0.001,32,117.958829086289,0.01,2,TRUE,interior,520.666257714969,TRUE,8.59145975003004e-05,0.001,12.9987479447146,5.57180360167661,0.327999999999999
collapsed-R,actual_selection,100,0.001,100,0.001,32,111.662109454161,0.01,2,TRUE,interior,519.687021386947,TRUE,8.59145975003004e-05,0.001,12.9987479447146,5.57180360167661,0.975000000000001
collapsed-R,oracle_lambda,100,0.001,100,0.001,32,21.8851028188425,0.001,1,TRUE,interior,506.519533032725,TRUE,8.59145975003004e-05,0.001,12.9987479447146,5.57180360167661,0.975000000000001
AIW-N,actual_selection,100,0.005,100,0.001,32,98.2088844028964,0.01,2,TRUE,interior,444.7188111388,TRUE,8.59145975003004e-05,0.005,29.0660840267676,12.4589316106271,0.279
AIW-N,oracle_lambda_oracle_L,100,0.005,100,0.001,32,36.0255472395837,0.001,2,TRUE,interior,427.598181663992,TRUE,8.59145975003004e-05,0.005,29.0660840267676,12.4589316106271,0.279
AIW-N,selected_lambda_oracle_L,100,0.005,100,0.001,32,98.2088844028964,0.01,2,TRUE,interior,444.7188111388,TRUE,8.59145975003004e-05,0.005,29.0660840267676,12.4589316106271,0.279
collapsed-R,actual_selection,100,0.005,100,0.001,32,53.3321601530403,0.01,1,TRUE,interior,437.963159174766,TRUE,8.59145975003004e-05,0.005,29.0660840267676,12.4589316106271,3.882
collapsed-R,oracle_lambda,100,0.005,100,0.001,32,4.70425835123999,0.001,0,TRUE,interior,421.420490553354,TRUE,8.59145975003004e-05,0.005,29.0660840267676,12.4589316106271,3.882
AIW-N,actual_selection,100,2e-04,200,0.001,32,Inf,0.001,2,FALSE,normal_limit,604.469758257501,TRUE,1.6271120188021e-05,2e-04,5.81318988009468,2.49144430489905,0.25
AIW-N,oracle_lambda_oracle_L,100,2e-04,200,0.001,32,Inf,0.001,2,FALSE,normal_limit,604.469758257501,TRUE,1.6271120188021e-05,2e-04,5.81318988009468,2.49144430489905,0.25
AIW-N,selected_lambda_oracle_L,100,2e-04,200,0.001,32,Inf,0.001,2,FALSE,normal_limit,604.469758257501,TRUE,1.6271120188021e-05,2e-04,5.81318988009468,2.49144430489905,0.25
collapsed-R,actual_selection,100,2e-04,200,0.001,32,1e+06,0.001,1,TRUE,interior,602.241208850034,TRUE,1.6271120188021e-05,2e-04,5.81318988009468,2.49144430489905,2.913
collapsed-R,oracle_lambda,100,2e-04,200,0.001,32,1e+06,0.001,1,TRUE,interior,602.241208850034,TRUE,1.6271120188021e-05,2e-04,5.81318988009468,2.49144430489905,2.913
AIW-N,actual_selection,100,0.001,200,0.001,32,135.512725255774,0.001,4,TRUE,interior,554.171392861205,TRUE,1.6271120188021e-05,0.001,12.9986877380056,5.57103882790899,0.266000000000002
AIW-N,oracle_lambda_oracle_L,100,0.001,200,0.001,32,138.725411031524,0.001,2,TRUE,interior,553.503368346369,TRUE,1.6271120188021e-05,0.001,12.9986877380056,5.57103882790899,0.266000000000002
AIW-N,selected_lambda_oracle_L,100,0.001,200,0.001,32,138.725411031524,0.001,2,TRUE,interior,553.503368346369,TRUE,1.6271120188021e-05,0.001,12.9986877380056,5.57103882790899,0.266000000000002
collapsed-R,actual_selection,100,0.001,200,0.001,32,177.564140492885,0.002,2,TRUE,interior,552.02432769845,TRUE,1.6271120188021e-05,0.001,12.9986877380056,5.57103882790899,0.880999999999997
collapsed-R,oracle_lambda,100,0.001,200,0.001,32,93.3660235694246,0.001,1,TRUE,interior,550.33730489292,TRUE,1.6271120188021e-05,0.001,12.9986877380056,5.57103882790899,0.880999999999997
AIW-N,actual_selection,100,0.005,200,0.001,32,103.236243321084,0.001,2,TRUE,interior,480.17809648571,TRUE,1.6271120188021e-05,0.005,29.0659494004734,12.4572215244953,0.489999999999998
AIW-N,oracle_lambda_oracle_L,100,0.005,200,0.001,32,103.236243321084,0.001,2,TRUE,interior,480.17809648571,TRUE,1.6271120188021e-05,0.005,29.0659494004734,12.4572215244953,0.489999999999998
AIW-N,selected_lambda_oracle_L,100,0.005,200,0.001,32,103.236243321084,0.001,2,TRUE,interior,480.17809648571,TRUE,1.6271120188021e-05,0.005,29.0659494004734,12.4572215244953,0.489999999999998
collapsed-R,actual_selection,100,0.005,200,0.001,32,70.3584854207072,0.001,1,TRUE,interior,475.624559424663,TRUE,1.6271120188021e-05,0.005,29.0659494004734,12.4572215244953,3.637
collapsed-R,oracle_lambda,100,0.005,200,0.001,32,70.3584854207072,0.001,1,TRUE,interior,475.624559424663,TRUE,1.6271120188021e-05,0.005,29.0659494004734,12.4572215244953,3.637
AIW-N,actual_selection,100,2e-04,500,0.001,32,Inf,0.006,5,FALSE,normal_limit,587.745649851272,TRUE,0.000313852615947926,2e-04,5.81330494610635,2.49290561003292,0.256
AIW-N,oracle_lambda_oracle_L,100,2e-04,500,0.001,32,66.996337157819,0.001,2,TRUE,interior,581.226622423652,TRUE,0.000313852615947926,2e-04,5.81330494610635,2.49290561003292,0.256
AIW-N,selected_lambda_oracle_L,100,2e-04,500,0.001,32,422.943200247077,0.004,2,TRUE,interior,584.497398231996,TRUE,0.000313852615947926,2e-04,5.81330494610635,2.49290561003292,0.256
collapsed-R,actual_selection,100,2e-04,500,0.001,32,352.349705725371,0.004,1,TRUE,interior,581.831992467671,TRUE,0.000313852615947926,2e-04,5.81330494610635,2.49290561003292,1.47000000000001
collapsed-R,oracle_lambda,100,2e-04,500,0.001,32,46.2611876068773,0.001,0,TRUE,interior,578.987093203129,TRUE,0.000313852615947926,2e-04,5.81330494610635,2.49290561003292,1.47000000000001
AIW-N,actual_selection,100,0.001,500,0.001,32,418.207087361279,0.01,5,TRUE,interior,544.754399664054,TRUE,0.000313852615947926,0.001,12.9989450334296,5.5743064055242,0.308999999999998
AIW-N,oracle_lambda_oracle_L,100,0.001,500,0.001,32,61.7058342844072,0.001,2,TRUE,interior,532.548072909568,TRUE,0.000313852615947926,0.001,12.9989450334296,5.5743064055242,0.308999999999998
AIW-N,selected_lambda_oracle_L,100,0.001,500,0.001,32,212.728816226997,0.008,2,TRUE,interior,543.727488710345,TRUE,0.000313852615947926,0.001,12.9989450334296,5.5743064055242,0.308999999999998
collapsed-R,actual_selection,100,0.001,500,0.001,32,163.179589989751,0.008,1,TRUE,interior,543.193026224947,TRUE,0.000313852615947926,0.001,12.9989450334296,5.5743064055242,0.726000000000006
collapsed-R,oracle_lambda,100,0.001,500,0.001,32,49.3663592084135,0.001,1,TRUE,interior,533.755805949059,TRUE,0.000313852615947926,0.001,12.9989450334296,5.5743064055242,0.726000000000006
AIW-N,actual_selection,100,0.005,500,0.001,32,212.984091016942,0.01,2,TRUE,interior,484.292118475315,TRUE,0.000313852615947926,0.005,29.0665247305317,12.4645280501646,0.301000000000002
AIW-N,oracle_lambda_oracle_L,100,0.005,500,0.001,32,69.0654754572301,0.001,2,TRUE,interior,464.999355002962,TRUE,0.000313852615947926,0.005,29.0665247305317,12.4645280501646,0.301000000000002
AIW-N,selected_lambda_oracle_L,100,0.005,500,0.001,32,212.984091016942,0.01,2,TRUE,interior,484.292118475315,TRUE,0.000313852615947926,0.005,29.0665247305317,12.4645280501646,0.301000000000002
collapsed-R,actual_selection,100,0.005,500,0.001,32,137.571191345701,0.01,1,TRUE,interior,477.686956140736,TRUE,0.000313852615947926,0.005,29.0665247305317,12.4645280501646,3.025
collapsed-R,oracle_lambda,100,0.005,500,0.001,32,50.4976581161333,0.001,1,TRUE,interior,463.951834310192,TRUE,0.000313852615947926,0.005,29.0665247305317,12.4645280501646,3.025
AIW-N,actual_selection,100,2e-04,1000,0.001,32,257.267230540052,0.001,3,TRUE,interior,593.96636971215,TRUE,-0.000144599260478799,2e-04,5.81323949557819,-2.49207450875226,0.245000000000005
AIW-N,oracle_lambda_oracle_L,100,2e-04,1000,0.001,32,270.523256743161,0.001,2,TRUE,interior,593.78846045477,TRUE,-0.000144599260478799,2e-04,5.81323949557819,-2.49207450875226,0.245000000000005
AIW-N,selected_lambda_oracle_L,100,2e-04,1000,0.001,32,270.523256743161,0.001,2,TRUE,interior,593.78846045477,TRUE,-0.000144599260478799,2e-04,5.81323949557819,-2.49207450875226,0.245000000000005
collapsed-R,actual_selection,100,2e-04,1000,0.001,32,219.601624083408,0.001,1,TRUE,interior,591.220438733953,TRUE,-0.000144599260478799,2e-04,5.81323949557819,-2.49207450875226,1.877
collapsed-R,oracle_lambda,100,2e-04,1000,0.001,32,219.601624083408,0.001,1,TRUE,interior,591.220438733953,TRUE,-0.000144599260478799,2e-04,5.81323949557819,-2.49207450875226,1.877
AIW-N,actual_selection,100,0.001,1000,0.001,32,397.99357542212,0.001,5,TRUE,interior,576.24367875673,TRUE,-0.000144599260478799,0.001,12.9987986815994,-5.57244800656445,0.259999999999998
AIW-N,oracle_lambda_oracle_L,100,0.001,1000,0.001,32,410.118654577128,0.001,2,TRUE,interior,575.991203213309,TRUE,-0.000144599260478799,0.001,12.9987986815994,-5.57244800656445,0.259999999999998
AIW-N,selected_lambda_oracle_L,100,0.001,1000,0.001,32,410.118654577128,0.001,2,TRUE,interior,575.991203213309,TRUE,-0.000144599260478799,0.001,12.9987986815994,-5.57244800656445,0.259999999999998
collapsed-R,actual_selection,100,0.001,1000,0.001,32,654.575016490277,0.002,2,TRUE,interior,574.954387636902,TRUE,-0.000144599260478799,0.001,12.9987986815994,-5.57244800656445,1.148
collapsed-R,oracle_lambda,100,0.001,1000,0.001,32,274.158378229875,0.001,1,TRUE,interior,572.767063957673,TRUE,-0.000144599260478799,0.001,12.9987986815994,-5.57244800656445,1.148
AIW-N,actual_selection,100,0.005,1000,0.001,32,494.082574872695,0.001,2,TRUE,interior,540.67060121939,TRUE,-0.000144599260478799,0.005,29.0661974778909,-12.4603725437613,0.262999999999998
AIW-N,oracle_lambda_oracle_L,100,0.005,1000,0.001,32,494.082574872695,0.001,2,TRUE,interior,540.67060121939,TRUE,-0.000144599260478799,0.005,29.0661974778909,-12.4603725437613,0.262999999999998
AIW-N,selected_lambda_oracle_L,100,0.005,1000,0.001,32,494.082574872695,0.001,2,TRUE,interior,540.67060121939,TRUE,-0.000144599260478799,0.005,29.0661974778909,-12.4603725437613,0.262999999999998
collapsed-R,actual_selection,100,0.005,1000,0.001,32,766.350327980908,0.004,2,TRUE,interior,537.125830067181,TRUE,-0.000144599260478799,0.005,29.0661974778909,-12.4603725437613,2.545
collapsed-R,oracle_lambda,100,0.005,1000,0.001,32,280.184600249346,0.001,1,TRUE,interior,529.272685022219,TRUE,-0.000144599260478799,0.005,29.0661974778909,-12.4603725437613,2.545
