method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds
AIW-N,actual_selection,500,0.001,50,0.001,31,18.7696361593791,0.002,1,TRUE,interior,2671.19706323972,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,1.014
AIW-N,oracle_lambda_oracle_L,500,0.001,50,0.001,31,19.6800129710438,0.001,2,TRUE,interior,2663.88640256024,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,1.014
AIW-N,selected_lambda_oracle_L,500,0.001,50,0.001,31,26.2356813908084,0.002,2,TRUE,interior,2668.65621588555,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,1.014
collapsed-R,actual_selection,500,0.001,50,0.001,31,12.2512309254695,0.002,0,TRUE,interior,2665.77667975481,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,0.465
collapsed-R,oracle_lambda,500,0.001,50,0.001,31,6.14710013335996,0.001,0,TRUE,interior,2662.1371655441,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,0.465
AIW-N,actual_selection,500,0.005,50,0.001,31,20.3819739520796,0.002,1,TRUE,interior,2304.47717742095,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,1.069
AIW-N,oracle_lambda_oracle_L,500,0.005,50,0.001,31,20.5131056865779,0.001,2,TRUE,interior,2297.06566169366,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,1.069
AIW-N,selected_lambda_oracle_L,500,0.005,50,0.001,31,26.7242151302849,0.002,2,TRUE,interior,2301.31509613638,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,1.069
collapsed-R,actual_selection,500,0.005,50,0.001,31,2.56973905630655,0.002,0,TRUE,interior,2296.25002638167,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,0.292
collapsed-R,oracle_lambda,500,0.005,50,0.001,31,1.87317312220291,0.001,0,TRUE,interior,2294.09535268275,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,0.292
AIW-N,actual_selection,500,2e-04,100,0.001,31,73.7997089839207,0.001,4,TRUE,interior,3181.2712220757,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,1.227
AIW-N,oracle_lambda_oracle_L,500,2e-04,100,0.001,31,50.6963729304603,0.001,2,TRUE,interior,3176.7227349761,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,1.227
AIW-N,selected_lambda_oracle_L,500,2e-04,100,0.001,31,50.6963729304603,0.001,2,TRUE,interior,3176.7227349761,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,1.227
collapsed-R,actual_selection,500,2e-04,100,0.001,31,27.2314373222547,0.001,0,TRUE,interior,3171.93239404428,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,0.271999999999991
collapsed-R,oracle_lambda,500,2e-04,100,0.001,31,27.2314373222547,0.001,0,TRUE,interior,3171.93239404428,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,0.271999999999991
AIW-N,actual_selection,500,0.001,100,0.001,31,40.2452623061431,0.001,1,TRUE,interior,2942.40763792691,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,1.094
AIW-N,oracle_lambda_oracle_L,500,0.001,100,0.001,31,58.1855645723242,0.001,2,TRUE,interior,2940.65549102608,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,1.094
AIW-N,selected_lambda_oracle_L,500,0.001,100,0.001,31,81.6913992858353,0.002,2,TRUE,interior,2941.18107539076,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,1.094
collapsed-R,actual_selection,500,0.001,100,0.001,31,39.1537518006577,0.001,1,TRUE,interior,2939.49219436954,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,0.564999999999998
collapsed-R,oracle_lambda,500,0.001,100,0.001,31,39.1537518006577,0.001,1,TRUE,interior,2939.49219436954,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,0.564999999999998
AIW-N,actual_selection,500,0.005,100,0.001,31,53.2706535443032,0.002,1,TRUE,interior,2559.73093610553,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.002
AIW-N,oracle_lambda_oracle_L,500,0.005,100,0.001,31,54.0901270171338,0.001,2,TRUE,interior,2553.6747787797,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.002
AIW-N,selected_lambda_oracle_L,500,0.005,100,0.001,31,71.6589387861996,0.002,2,TRUE,interior,2559.28716793364,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.002
collapsed-R,actual_selection,500,0.005,100,0.001,31,62.9872698896471,0.004,1,TRUE,interior,2547.1477078927,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.431
collapsed-R,oracle_lambda,500,0.005,100,0.001,31,7.37098062514795,0.001,0,TRUE,interior,2540.82907109935,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.431
AIW-N,actual_selection,500,2e-04,200,0.001,31,257.596939627402,0.001,5,TRUE,interior,3261.41669874035,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.985999999999997
AIW-N,oracle_lambda_oracle_L,500,2e-04,200,0.001,31,140.73302673021,0.001,2,TRUE,interior,3260.2505731607,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.985999999999997
AIW-N,selected_lambda_oracle_L,500,2e-04,200,0.001,31,140.73302673021,0.001,2,TRUE,interior,3260.2505731607,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.985999999999997
collapsed-R,actual_selection,500,2e-04,200,0.001,31,134.261404071387,0.001,0,TRUE,interior,3256.41986268965,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.191999999999997
collapsed-R,oracle_lambda,500,2e-04,200,0.001,31,134.261404071387,0.001,0,TRUE,interior,3256.41986268965,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.191999999999997
AIW-N,actual_selection,500,0.001,200,0.001,31,81.443711183366,0.001,1,TRUE,interior,3067.46310521819,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.946999999999999
AIW-N,oracle_lambda_oracle_L,500,0.001,200,0.001,31,102.142599600765,0.001,2,TRUE,interior,3066.0316688761,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.946999999999999
AIW-N,selected_lambda_oracle_L,500,0.001,200,0.001,31,102.142599600765,0.001,2,TRUE,interior,3066.0316688761,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.946999999999999
collapsed-R,actual_selection,500,0.001,200,0.001,31,79.5199659531603,0.001,1,TRUE,interior,3065.22608217098,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.424999999999997
collapsed-R,oracle_lambda,500,0.001,200,0.001,31,79.5199659531603,0.001,1,TRUE,interior,3065.22608217098,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.424999999999997
AIW-N,actual_selection,500,0.005,200,0.001,31,132.899757669368,0.002,2,TRUE,interior,2725.68735055801,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.011
AIW-N,oracle_lambda_oracle_L,500,0.005,200,0.001,31,100.048711322115,0.001,2,TRUE,interior,2723.52904902656,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.011
AIW-N,selected_lambda_oracle_L,500,0.005,200,0.001,31,132.899757669368,0.002,2,TRUE,interior,2725.68735055801,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.011
collapsed-R,actual_selection,500,0.005,200,0.001,31,103.180114944093,0.002,1,TRUE,interior,2721.15075074616,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.52
collapsed-R,oracle_lambda,500,0.005,200,0.001,31,75.8909992076618,0.001,1,TRUE,interior,2719.95548138229,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.52
AIW-N,actual_selection,500,2e-04,500,0.001,31,266.043705365868,0.001,2,TRUE,interior,3276.87760200155,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.917999999999999
AIW-N,oracle_lambda_oracle_L,500,2e-04,500,0.001,31,266.043705365868,0.001,2,TRUE,interior,3276.87760200155,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.917999999999999
AIW-N,selected_lambda_oracle_L,500,2e-04,500,0.001,31,266.043705365868,0.001,2,TRUE,interior,3276.87760200155,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.917999999999999
collapsed-R,actual_selection,500,2e-04,500,0.001,31,555.268920007993,0.001,1,TRUE,interior,3275.60572075036,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.204999999999998
collapsed-R,oracle_lambda,500,2e-04,500,0.001,31,555.268920007993,0.001,1,TRUE,interior,3275.60572075036,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.204999999999998
AIW-N,actual_selection,500,0.001,500,0.001,31,327.775635116929,0.001,3,TRUE,interior,3180.10961858252,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,0.975999999999999
AIW-N,oracle_lambda_oracle_L,500,0.001,500,0.001,31,329.553017939764,0.001,2,TRUE,interior,3179.89327403099,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,0.975999999999999
AIW-N,selected_lambda_oracle_L,500,0.001,500,0.001,31,329.553017939764,0.001,2,TRUE,interior,3179.89327403099,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,0.975999999999999
collapsed-R,actual_selection,500,0.001,500,0.001,31,326.893316292802,0.001,2,TRUE,interior,3178.35094494708,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,1.66900000000002
collapsed-R,oracle_lambda,500,0.001,500,0.001,31,326.893316292802,0.001,2,TRUE,interior,3178.35094494708,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,1.66900000000002
AIW-N,actual_selection,500,0.005,500,0.001,31,336.637832066985,0.001,2,TRUE,interior,2951.27109069375,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.061
AIW-N,oracle_lambda_oracle_L,500,0.005,500,0.001,31,336.637832066985,0.001,2,TRUE,interior,2951.27109069375,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.061
AIW-N,selected_lambda_oracle_L,500,0.005,500,0.001,31,336.637832066985,0.001,2,TRUE,interior,2951.27109069375,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.061
collapsed-R,actual_selection,500,0.005,500,0.001,31,442.605320754386,0.002,2,TRUE,interior,2939.63818794654,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.508
collapsed-R,oracle_lambda,500,0.005,500,0.001,31,245.918208646168,0.001,1,TRUE,interior,2936.22767962369,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.508
AIW-N,actual_selection,500,2e-04,1000,0.001,31,583.784481217679,0.001,5,TRUE,interior,3260.75689795091,TRUE,-5.31926245779347e-06,2e-04,5.81318564614776,-2.49139051919775,0.957999999999998
AIW-N,oracle_lambda_oracle_L,500,2e-04,1000,0.001,31,401.713394470811,0.001,2,TRUE,interior,3257.18434767711,TRUE,-5.31926245779347e-06,2e-04,5.81318564614776,-2.49139051919775,0.957999999999998
AIW-N,selected_lambda_oracle_L,500,2e-04,1000,0.001,31,401.713394470811,0.001,2,TRUE,interior,3257.18434767711,TRUE,-5.31926245779347e-06,2e-04,5.81318564614776,-2.49139051919775,0.957999999999998
collapsed-R,actual_selection,500,2e-04,1000,0.001,31,392.486530214854,0.001,1,TRUE,interior,3254.02165464092,TRUE,-5.31926245779347e-06,2e-04,5.81318564614776,-2.49139051919775,0.800000000000004
collapsed-R,oracle_lambda,500,2e-04,1000,0.001,31,392.486530214854,0.001,1,TRUE,interior,3254.02165464092,TRUE,-5.31926245779347e-06,2e-04,5.81318564614776,-2.49139051919775,0.800000000000004
AIW-N,actual_selection,500,0.001,1000,0.001,31,630.04664686419,0.001,5,TRUE,interior,3194.43033903303,TRUE,-5.31926245779347e-06,0.001,12.9986782706124,-5.57091855942467,0.931000000000004
AIW-N,oracle_lambda_oracle_L,500,0.001,1000,0.001,31,529.545907031874,0.001,2,TRUE,interior,3190.32509439942,TRUE,-5.31926245779347e-06,0.001,12.9986782706124,-5.57091855942467,0.931000000000004
AIW-N,selected_lambda_oracle_L,500,0.001,1000,0.001,31,529.545907031874,0.001,2,TRUE,interior,3190.32509439942,TRUE,-5.31926245779347e-06,0.001,12.9986782706124,-5.57091855942467,0.931000000000004
collapsed-R,actual_selection,500,0.001,1000,0.001,31,533.908835896763,0.001,2,TRUE,interior,3189.35626765812,TRUE,-5.31926245779347e-06,0.001,12.9986782706124,-5.57091855942467,2.33300000000001
collapsed-R,oracle_lambda,500,0.001,1000,0.001,31,533.908835896763,0.001,2,TRUE,interior,3189.35626765812,TRUE,-5.31926245779347e-06,0.001,12.9986782706124,-5.57091855942467,2.33300000000001
AIW-N,actual_selection,500,0.005,1000,0.001,31,584.074687772545,0.001,2,TRUE,interior,3019.67115269102,TRUE,-5.31926245779347e-06,0.005,29.0659282307388,-12.4569525959888,1.148
AIW-N,oracle_lambda_oracle_L,500,0.005,1000,0.001,31,584.074687772545,0.001,2,TRUE,interior,3019.67115269102,TRUE,-5.31926245779347e-06,0.005,29.0659282307388,-12.4569525959888,1.148
AIW-N,selected_lambda_oracle_L,500,0.005,1000,0.001,31,584.074687772545,0.001,2,TRUE,interior,3019.67115269102,TRUE,-5.31926245779347e-06,0.005,29.0659282307388,-12.4569525959888,1.148
collapsed-R,actual_selection,500,0.005,1000,0.001,31,583.117762437582,0.001,2,TRUE,interior,3018.11882035879,TRUE,-5.31926245779347e-06,0.005,29.0659282307388,-12.4569525959888,1.36400000000001
collapsed-R,oracle_lambda,500,0.005,1000,0.001,31,583.117762437582,0.001,2,TRUE,interior,3018.11882035879,TRUE,-5.31926245779347e-06,0.005,29.0659282307388,-12.4569525959888,1.36400000000001
