method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds
collapsed-R,actual_selection,250,0.001,100,0.001,32,78.9754631935137,0.006,1,TRUE,interior,1371.63529511651,TRUE,-5.58900809283834e-06,0.001,12.998678503794,-5.57092152166299,0.629999999999996
collapsed-R,oracle_lambda,250,0.001,100,0.001,32,29.645381215798,0.001,1,TRUE,interior,1354.41333144528,TRUE,-5.58900809283834e-06,0.001,12.998678503794,-5.57092152166299,0.629999999999996
AIW-N,actual_selection,250,0.005,100,0.001,32,103.01319215006,0.01,2,TRUE,interior,1184.36686507453,TRUE,-5.58900809283834e-06,0.005,29.0659287521485,-12.456959219755,0.581000000000003
AIW-N,oracle_lambda_oracle_L,250,0.005,100,0.001,32,36.7660432847627,0.001,2,TRUE,interior,1157.96620989743,TRUE,-5.58900809283834e-06,0.005,29.0659287521485,-12.456959219755,0.581000000000003
AIW-N,selected_lambda_oracle_L,250,0.005,100,0.001,32,103.01319215006,0.01,2,TRUE,interior,1184.36686507453,TRUE,-5.58900809283834e-06,0.005,29.0659287521485,-12.456959219755,0.581000000000003
collapsed-R,actual_selection,250,0.005,100,0.001,32,66.2816414112501,0.008,1,TRUE,interior,1179.74666512077,TRUE,-5.58900809283834e-06,0.005,29.0659287521485,-12.456959219755,1.98600000000001
collapsed-R,oracle_lambda,250,0.005,100,0.001,32,4.39405260018344,0.001,0,TRUE,interior,1149.85579170323,TRUE,-5.58900809283834e-06,0.005,29.0659287521485,-12.456959219755,1.98600000000001
AIW-N,actual_selection,250,2e-04,200,0.001,32,651.536939989069,0.002,5,TRUE,interior,1558.25915342284,TRUE,2.68261114523509e-05,2e-04,5.81319396066925,2.49149614118169,0.468
AIW-N,oracle_lambda_oracle_L,250,2e-04,200,0.001,32,118.842648513968,0.001,2,TRUE,interior,1553.45138625506,TRUE,2.68261114523509e-05,2e-04,5.81319396066925,2.49149614118169,0.468
AIW-N,selected_lambda_oracle_L,250,2e-04,200,0.001,32,749.172780067983,0.002,2,TRUE,interior,1558.20457477695,TRUE,2.68261114523509e-05,2e-04,5.81319396066925,2.49149614118169,0.468
collapsed-R,actual_selection,250,2e-04,200,0.001,32,2996.54663770787,0.002,1,TRUE,interior,1557.44187311448,TRUE,2.68261114523509e-05,2e-04,5.81319396066925,2.49149614118169,1.148
collapsed-R,oracle_lambda,250,2e-04,200,0.001,32,134.435267523231,0.001,1,TRUE,interior,1551.96969643929,TRUE,2.68261114523509e-05,2e-04,5.81319396066925,2.49149614118169,1.148
AIW-N,actual_selection,250,0.001,200,0.001,32,382.4658258832,0.006,5,TRUE,interior,1455.28937537036,TRUE,2.68261114523509e-05,0.001,12.9986968624477,5.57115473736067,0.599
AIW-N,oracle_lambda_oracle_L,250,0.001,200,0.001,32,85.906477786315,0.001,2,TRUE,interior,1436.7581767513,TRUE,2.68261114523509e-05,0.001,12.9986968624477,5.57115473736067,0.599
AIW-N,selected_lambda_oracle_L,250,0.001,200,0.001,32,307.610192832184,0.006,2,TRUE,interior,1453.14045157707,TRUE,2.68261114523509e-05,0.001,12.9986968624477,5.57115473736067,0.599
collapsed-R,actual_selection,250,0.001,200,0.001,32,265.359173962054,0.006,1,TRUE,interior,1451.76243375844,TRUE,2.68261114523509e-05,0.001,12.9986968624477,5.57115473736067,0.495000000000001
collapsed-R,oracle_lambda,250,0.001,200,0.001,32,73.7994186696798,0.001,1,TRUE,interior,1436.64617328285,TRUE,2.68261114523509e-05,0.001,12.9986968624477,5.57115473736067,0.495000000000001
AIW-N,actual_selection,250,0.005,200,0.001,32,215.062393558271,0.008,2,TRUE,interior,1280.95825934188,TRUE,2.68261114523509e-05,0.005,29.0659698033462,12.4574807059084,0.529
AIW-N,oracle_lambda_oracle_L,250,0.005,200,0.001,32,80.8312346712152,0.001,2,TRUE,interior,1256.67026313506,TRUE,2.68261114523509e-05,0.005,29.0659698033462,12.4574807059084,0.529
AIW-N,selected_lambda_oracle_L,250,0.005,200,0.001,32,215.062393558271,0.008,2,TRUE,interior,1280.95825934188,TRUE,2.68261114523509e-05,0.005,29.0659698033462,12.4574807059084,0.529
collapsed-R,actual_selection,250,0.005,200,0.001,32,143.968989376106,0.006,1,TRUE,interior,1274.36550479231,TRUE,2.68261114523509e-05,0.005,29.0659698033462,12.4574807059084,2.08799999999999
collapsed-R,oracle_lambda,250,0.005,200,0.001,32,60.234653521812,0.001,1,TRUE,interior,1254.00474755697,TRUE,2.68261114523509e-05,0.005,29.0659698033462,12.4574807059084,2.08799999999999
AIW-N,actual_selection,250,2e-04,500,0.001,32,Inf,0.001,5,FALSE,normal_limit,1595.80015271419,TRUE,4.8121750444388e-05,2e-04,5.81320219375693,2.49160072442325,0.504000000000001
AIW-N,oracle_lambda_oracle_L,250,2e-04,500,0.001,32,Inf,0.001,2,FALSE,normal_limit,1594.93182849988,TRUE,4.8121750444388e-05,2e-04,5.81320219375693,2.49160072442325,0.504000000000001
AIW-N,selected_lambda_oracle_L,250,2e-04,500,0.001,32,Inf,0.001,2,FALSE,normal_limit,1594.93182849988,TRUE,4.8121750444388e-05,2e-04,5.81320219375693,2.49160072442325,0.504000000000001
collapsed-R,actual_selection,250,2e-04,500,0.001,32,1e+06,0.001,1,TRUE,interior,1593.83407939469,TRUE,4.8121750444388e-05,2e-04,5.81320219375693,2.49160072442325,1.86399999999999
collapsed-R,oracle_lambda,250,2e-04,500,0.001,32,1e+06,0.001,1,TRUE,interior,1593.83407939469,TRUE,4.8121750444388e-05,2e-04,5.81320219375693,2.49160072442325,1.86399999999999
AIW-N,actual_selection,250,0.001,500,0.001,32,22911.6412236039,0.002,5,TRUE,interior,1549.48431298001,TRUE,4.8121750444388e-05,0.001,12.9987152721914,5.5713885925981,0.463999999999999
AIW-N,oracle_lambda_oracle_L,250,0.001,500,0.001,32,748.469030504063,0.001,2,TRUE,interior,1544.13871994983,TRUE,4.8121750444388e-05,0.001,12.9987152721914,5.5713885925981,0.463999999999999
AIW-N,selected_lambda_oracle_L,250,0.001,500,0.001,32,4091.78145675729,0.002,2,TRUE,interior,1548.33323163701,TRUE,4.8121750444388e-05,0.001,12.9987152721914,5.5713885925981,0.463999999999999
collapsed-R,actual_selection,250,0.001,500,0.001,32,5693.51326676967,0.002,2,TRUE,interior,1548.05485874541,TRUE,4.8121750444388e-05,0.001,12.9987152721914,5.5713885925981,2.331
collapsed-R,oracle_lambda,250,0.001,500,0.001,32,782.83354676743,0.001,2,TRUE,interior,1543.50829810111,TRUE,4.8121750444388e-05,0.001,12.9987152721914,5.5713885925981,2.331
AIW-N,actual_selection,250,0.005,500,0.001,32,659.041544300317,0.002,2,TRUE,interior,1430.09099777744,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,0.515000000000001
AIW-N,oracle_lambda_oracle_L,250,0.005,500,0.001,32,445.957774811226,0.001,2,TRUE,interior,1420.50083767625,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,0.515000000000001
AIW-N,selected_lambda_oracle_L,250,0.005,500,0.001,32,659.041544300317,0.002,2,TRUE,interior,1430.09099777744,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,0.515000000000001
collapsed-R,actual_selection,250,0.005,500,0.001,32,660.954388166625,0.002,2,TRUE,interior,1428.83967417135,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,1.78700000000001
collapsed-R,oracle_lambda,250,0.005,500,0.001,32,445.326456414474,0.001,2,TRUE,interior,1418.93342418401,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,1.78700000000001
AIW-N,actual_selection,250,2e-04,1000,0.001,32,Inf,0.002,2,FALSE,normal_limit,1574.34096109525,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.518000000000001
AIW-N,oracle_lambda_oracle_L,250,2e-04,1000,0.001,32,463.676510954062,0.001,2,TRUE,interior,1572.94214368802,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.518000000000001
AIW-N,selected_lambda_oracle_L,250,2e-04,1000,0.001,32,Inf,0.002,2,FALSE,normal_limit,1574.34096109525,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.518000000000001
collapsed-R,actual_selection,250,2e-04,1000,0.001,32,999999.141782928,0.002,1,TRUE,interior,1571.04251075282,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.860999999999997
collapsed-R,oracle_lambda,250,2e-04,1000,0.001,32,430.064510838649,0.001,1,TRUE,interior,1569.60429264916,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.860999999999997
AIW-N,actual_selection,250,0.001,1000,0.001,32,2077.28587803132,0.002,5,TRUE,interior,1541.48570212654,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,0.472999999999999
AIW-N,oracle_lambda_oracle_L,250,0.001,1000,0.001,32,489.632813079201,0.001,2,TRUE,interior,1535.89015078582,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,0.472999999999999
AIW-N,selected_lambda_oracle_L,250,0.001,1000,0.001,32,1446.26124210369,0.002,2,TRUE,interior,1539.03972197303,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,0.472999999999999
collapsed-R,actual_selection,250,0.001,1000,0.001,32,1642.75149922784,0.002,2,TRUE,interior,1538.52093791298,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,2.325
collapsed-R,oracle_lambda,250,0.001,1000,0.001,32,504.947665510271,0.001,2,TRUE,interior,1535.05377813371,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,2.325
AIW-N,actual_selection,250,0.005,1000,0.001,32,1258.23945962219,0.004,4,TRUE,interior,1449.22370351057,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,0.663000000000004
AIW-N,oracle_lambda_oracle_L,250,0.005,1000,0.001,32,527.851193057559,0.001,2,TRUE,interior,1443.94246607275,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,0.663000000000004
AIW-N,selected_lambda_oracle_L,250,0.005,1000,0.001,32,758.311550016923,0.002,2,TRUE,interior,1448.38255895457,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,0.663000000000004
collapsed-R,actual_selection,250,0.005,1000,0.001,32,768.063445082409,0.002,2,TRUE,interior,1447.39365655517,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,1.35100000000001
collapsed-R,oracle_lambda,250,0.005,1000,0.001,32,531.794874117886,0.001,2,TRUE,interior,1442.70306855974,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,1.35100000000001
