method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds
AIW-N,oracle_lambda_oracle_L,500,2e-04,50,0.001,32,35.6669556512004,0.001,2,TRUE,interior,3084.88822368985,TRUE,4.4826823681037e-06,2e-04,5.81318532273142,2.49138641065084,0.950000000000001
AIW-N,selected_lambda_oracle_L,500,2e-04,50,0.001,32,62.9450910112644,0.002,2,TRUE,interior,3094.2608910921,TRUE,4.4826823681037e-06,2e-04,5.81318532273142,2.49138641065084,0.950000000000001
collapsed-R,actual_selection,500,2e-04,50,0.001,32,48.8503132762392,0.002,1,TRUE,interior,3091.61720897017,TRUE,4.4826823681037e-06,2e-04,5.81318532273142,2.49138641065084,0.948000000000002
collapsed-R,oracle_lambda,500,2e-04,50,0.001,32,25.6661806050651,0.001,1,TRUE,interior,3082.37606944478,TRUE,4.4826823681037e-06,2e-04,5.81318532273142,2.49138641065084,0.948000000000002
AIW-N,actual_selection,500,0.001,50,0.001,32,51.8785473129284,0.004,1,TRUE,interior,2802.01562003953,TRUE,4.4826823681037e-06,0.001,12.9986775474315,5.57090937243449,1.026
AIW-N,oracle_lambda_oracle_L,500,0.001,50,0.001,32,29.0511548288093,0.001,2,TRUE,interior,2771.94455582819,TRUE,4.4826823681037e-06,0.001,12.9986775474315,5.57090937243449,1.026
AIW-N,selected_lambda_oracle_L,500,0.001,50,0.001,32,76.3433940169288,0.006,2,TRUE,interior,2799.73756622178,TRUE,4.4826823681037e-06,0.001,12.9986775474315,5.57090937243449,1.026
collapsed-R,actual_selection,500,0.001,50,0.001,32,63.3766786577824,0.006,1,TRUE,interior,2799.36878315394,TRUE,4.4826823681037e-06,0.001,12.9986775474315,5.57090937243449,0.553999999999997
collapsed-R,oracle_lambda,500,0.001,50,0.001,32,20.6704515758006,0.001,1,TRUE,interior,2771.31112403127,TRUE,4.4826823681037e-06,0.001,12.9986775474315,5.57090937243449,0.553999999999997
AIW-N,actual_selection,500,0.005,50,0.001,32,49.6111276649901,0.006,1,TRUE,interior,2392.81657111567,TRUE,4.4826823681037e-06,0.005,29.0659266136571,12.4569320532542,1.083
AIW-N,oracle_lambda_oracle_L,500,0.005,50,0.001,32,25.5281712841159,0.001,2,TRUE,interior,2356.38752039603,TRUE,4.4826823681037e-06,0.005,29.0659266136571,12.4569320532542,1.083
AIW-N,selected_lambda_oracle_L,500,0.005,50,0.001,32,57.7208770555171,0.006,2,TRUE,interior,2388.73377553636,TRUE,4.4826823681037e-06,0.005,29.0659266136571,12.4569320532542,1.083
collapsed-R,actual_selection,500,0.005,50,0.001,32,39.1342716132981,0.006,1,TRUE,interior,2386.18839177073,TRUE,4.4826823681037e-06,0.005,29.0659266136571,12.4569320532542,1.332
collapsed-R,oracle_lambda,500,0.005,50,0.001,32,2.92517462568662,0.001,0,TRUE,interior,2352.0454827504,TRUE,4.4826823681037e-06,0.005,29.0659266136571,12.4569320532542,1.332
AIW-N,actual_selection,500,2e-04,100,0.001,32,114.525636904337,0.002,5,TRUE,interior,3071.43899393953,TRUE,-2.33481833916432e-05,2e-04,5.8131926160914,-2.49147906087931,1.036
AIW-N,oracle_lambda_oracle_L,500,2e-04,100,0.001,32,43.817983352208,0.001,2,TRUE,interior,3059.8519203245,TRUE,-2.33481833916432e-05,2e-04,5.8131926160914,-2.49147906087931,1.036
AIW-N,selected_lambda_oracle_L,500,2e-04,100,0.001,32,72.8850724556684,0.002,2,TRUE,interior,3068.21904598384,TRUE,-2.33481833916432e-05,2e-04,5.8131926160914,-2.49147906087931,1.036
collapsed-R,actual_selection,500,2e-04,100,0.001,32,56.964386287773,0.002,1,TRUE,interior,3066.37115721372,TRUE,-2.33481833916432e-05,2e-04,5.8131926160914,-2.49147906087931,0.501999999999999
collapsed-R,oracle_lambda,500,2e-04,100,0.001,32,29.9521859113564,0.001,0,TRUE,interior,3058.38153548481,TRUE,-2.33481833916432e-05,2e-04,5.8131926160914,-2.49147906087931,0.501999999999999
AIW-N,actual_selection,500,0.001,100,0.001,32,99.1984583274625,0.004,2,TRUE,interior,2856.5071259774,TRUE,-2.33481833916432e-05,0.001,12.9986938558802,-5.57111654464347,1.245
AIW-N,oracle_lambda_oracle_L,500,0.001,100,0.001,32,47.5952303102672,0.001,2,TRUE,interior,2837.9217324391,TRUE,-2.33481833916432e-05,0.001,12.9986938558802,-5.57111654464347,1.245
AIW-N,selected_lambda_oracle_L,500,0.001,100,0.001,32,99.1984583274625,0.004,2,TRUE,interior,2856.5071259774,TRUE,-2.33481833916432e-05,0.001,12.9986938558802,-5.57111654464347,1.245
collapsed-R,actual_selection,500,0.001,100,0.001,32,80.0435220928759,0.004,1,TRUE,interior,2853.92421635908,TRUE,-2.33481833916432e-05,0.001,12.9986938558802,-5.57111654464347,0.645
collapsed-R,oracle_lambda,500,0.001,100,0.001,32,34.7210183350649,0.001,1,TRUE,interior,2836.07677497456,TRUE,-2.33481833916432e-05,0.001,12.9986938558802,-5.57111654464347,0.645
AIW-N,actual_selection,500,0.005,100,0.001,32,71.8496654967957,0.004,1,TRUE,interior,2511.4351509005,TRUE,-2.33481833916432e-05,0.005,29.065963080457,-12.4573953043965,1.163
AIW-N,oracle_lambda_oracle_L,500,0.005,100,0.001,32,48.2770193174251,0.001,2,TRUE,interior,2487.00387499286,TRUE,-2.33481833916432e-05,0.005,29.065963080457,-12.4573953043965,1.163
AIW-N,selected_lambda_oracle_L,500,0.005,100,0.001,32,89.4790996296809,0.004,2,TRUE,interior,2511.4063502843,TRUE,-2.33481833916432e-05,0.005,29.065963080457,-12.4573953043965,1.163
collapsed-R,actual_selection,500,0.005,100,0.001,32,64.7812529367026,0.004,1,TRUE,interior,2506.08636235672,TRUE,-2.33481833916432e-05,0.005,29.065963080457,-12.4573953043965,1.645
collapsed-R,oracle_lambda,500,0.005,100,0.001,32,5.33660671950078,0.001,0,TRUE,interior,2474.76014431669,TRUE,-2.33481833916432e-05,0.005,29.065963080457,-12.4573953043965,1.645
AIW-N,actual_selection,500,2e-04,200,0.001,32,77.7945248136878,0.002,2,TRUE,interior,3096.24251158928,TRUE,9.25887132767057e-06,2e-04,5.81318716917904,2.49140986706728,0.972000000000001
AIW-N,oracle_lambda_oracle_L,500,2e-04,200,0.001,32,44.0960919424027,0.001,2,TRUE,interior,3087.7529958971,TRUE,9.25887132767057e-06,2e-04,5.81318716917904,2.49140986706728,0.972000000000001
AIW-N,selected_lambda_oracle_L,500,2e-04,200,0.001,32,77.7945248136878,0.002,2,TRUE,interior,3096.24251158928,TRUE,9.25887132767057e-06,2e-04,5.81318716917904,2.49140986706728,0.972000000000001
collapsed-R,actual_selection,500,2e-04,200,0.001,32,56.0223074705629,0.002,1,TRUE,interior,3092.37415049475,TRUE,9.25887132767057e-06,2e-04,5.81318716917904,2.49140986706728,0.929000000000002
collapsed-R,oracle_lambda,500,2e-04,200,0.001,32,29.260592474487,0.001,1,TRUE,interior,3084.32104193306,TRUE,9.25887132767057e-06,2e-04,5.81318716917904,2.49140986706728,0.929000000000002
AIW-N,actual_selection,500,0.001,200,0.001,32,94.3883643656926,0.004,1,TRUE,interior,2907.91491385824,TRUE,9.25887132767057e-06,0.001,12.9986816762139,5.57096182257616,0.971999999999998
AIW-N,oracle_lambda_oracle_L,500,0.001,200,0.001,32,51.7632073391076,0.001,2,TRUE,interior,2884.45361954482,TRUE,9.25887132767057e-06,0.001,12.9986816762139,5.57096182257616,0.971999999999998
AIW-N,selected_lambda_oracle_L,500,0.001,200,0.001,32,116.523514073795,0.004,2,TRUE,interior,2906.58442532188,TRUE,9.25887132767057e-06,0.001,12.9986816762139,5.57096182257616,0.971999999999998
collapsed-R,actual_selection,500,0.001,200,0.001,32,93.6155485004894,0.004,1,TRUE,interior,2905.93888410712,TRUE,9.25887132767057e-06,0.001,12.9986816762139,5.57096182257616,0.509000000000007
collapsed-R,oracle_lambda,500,0.001,200,0.001,32,37.5923751582763,0.001,1,TRUE,interior,2884.73028213001,TRUE,9.25887132767057e-06,0.001,12.9986816762139,5.57096182257616,0.509000000000007
AIW-N,actual_selection,500,0.005,200,0.001,32,153.242713082613,0.006,2,TRUE,interior,2604.53242928265,TRUE,9.25887132767057e-06,0.005,29.0659358458952,12.4570493353364,1.049
AIW-N,oracle_lambda_oracle_L,500,0.005,200,0.001,32,63.445582520249,0.001,2,TRUE,interior,2568.45472183768,TRUE,9.25887132767057e-06,0.005,29.0659358458952,12.4570493353364,1.049
AIW-N,selected_lambda_oracle_L,500,0.005,200,0.001,32,153.242713082613,0.006,2,TRUE,interior,2604.53242928265,TRUE,9.25887132767057e-06,0.005,29.0659358458952,12.4570493353364,1.049
collapsed-R,actual_selection,500,0.005,200,0.001,32,97.012415869665,0.004,1,TRUE,interior,2599.59812768815,TRUE,9.25887132767057e-06,0.005,29.0659358458952,12.4570493353364,2.032
collapsed-R,oracle_lambda,500,0.005,200,0.001,32,41.6353755483315,0.001,1,TRUE,interior,2564.13029123316,TRUE,9.25887132767057e-06,0.005,29.0659358458952,12.4570493353364,2.032
AIW-N,actual_selection,500,2e-04,500,0.001,32,Inf,0.002,2,FALSE,normal_limit,3221.60268474334,TRUE,1.38397991204328e-05,2e-04,5.81318894015013,2.49143236446433,0.971000000000004
AIW-N,oracle_lambda_oracle_L,500,2e-04,500,0.001,32,193.32482170419,0.001,2,TRUE,interior,3217.59539272595,TRUE,1.38397991204328e-05,2e-04,5.81318894015013,2.49143236446433,0.971000000000004
AIW-N,selected_lambda_oracle_L,500,2e-04,500,0.001,32,Inf,0.002,2,FALSE,normal_limit,3221.60268474334,TRUE,1.38397991204328e-05,2e-04,5.81318894015013,2.49143236446433,0.971000000000004
collapsed-R,actual_selection,500,2e-04,500,0.001,32,999998.08383366,0.002,1,TRUE,interior,3218.43432260746,TRUE,1.38397991204328e-05,2e-04,5.81318894015013,2.49143236446433,0.616
collapsed-R,oracle_lambda,500,2e-04,500,0.001,32,165.549781978287,0.001,1,TRUE,interior,3214.2790059891,TRUE,1.38397991204328e-05,2e-04,5.81318894015013,2.49143236446433,0.616
AIW-N,actual_selection,500,0.001,500,0.001,32,459.189591259338,0.002,4,TRUE,interior,3116.45056171218,TRUE,1.38397991204328e-05,0.001,12.9986856362256,5.57101212828527,1.006
AIW-N,oracle_lambda_oracle_L,500,0.001,500,0.001,32,204.544868922161,0.001,2,TRUE,interior,3103.69499910463,TRUE,1.38397991204328e-05,0.001,12.9986856362256,5.57101212828527,1.006
AIW-N,selected_lambda_oracle_L,500,0.001,500,0.001,32,401.229890818151,0.002,2,TRUE,interior,3115.13496598768,TRUE,1.38397991204328e-05,0.001,12.9986856362256,5.57101212828527,1.006
collapsed-R,actual_selection,500,0.001,500,0.001,32,354.479618757582,0.002,1,TRUE,interior,3113.38736997092,TRUE,1.38397991204328e-05,0.001,12.9986856362256,5.57101212828527,1.90200000000002
collapsed-R,oracle_lambda,500,0.001,500,0.001,32,176.64226566374,0.001,1,TRUE,interior,3102.68632040079,TRUE,1.38397991204328e-05,0.001,12.9986856362256,5.57101212828527,1.90200000000002
AIW-N,actual_selection,500,0.005,500,0.001,32,578.95532661068,0.004,5,TRUE,interior,2881.62420749122,TRUE,1.38397991204328e-05,0.005,29.0659447007506,12.4571618223216,1.021
AIW-N,oracle_lambda_oracle_L,500,0.005,500,0.001,32,230.136860054314,0.001,2,TRUE,interior,2855.76974648531,TRUE,1.38397991204328e-05,0.005,29.0659447007506,12.4571618223216,1.021
AIW-N,selected_lambda_oracle_L,500,0.005,500,0.001,32,510.369817190747,0.004,2,TRUE,interior,2880.88156139731,TRUE,1.38397991204328e-05,0.005,29.0659447007506,12.4571618223216,1.021
collapsed-R,actual_selection,500,0.005,500,0.001,32,674.711217187966,0.006,2,TRUE,interior,2876.13382323525,TRUE,1.38397991204328e-05,0.005,29.0659447007506,12.4571618223216,1.22899999999999
collapsed-R,oracle_lambda,500,0.005,500,0.001,32,190.263050883857,0.001,1,TRUE,interior,2851.10429038281,TRUE,1.38397991204328e-05,0.005,29.0659447007506,12.4571618223216,1.22899999999999
AIW-N,actual_selection,500,2e-04,1000,0.001,32,308.204646451324,0.001,5,TRUE,interior,3227.34216455268,TRUE,5.23989959029765e-06,2e-04,5.81318561546658,2.49139012943712,0.984000000000002
AIW-N,oracle_lambda_oracle_L,500,2e-04,1000,0.001,32,216.325676200402,0.001,2,TRUE,interior,3223.61230735435,TRUE,5.23989959029765e-06,2e-04,5.81318561546658,2.49139012943712,0.984000000000002
AIW-N,selected_lambda_oracle_L,500,2e-04,1000,0.001,32,216.325676200402,0.001,2,TRUE,interior,3223.61230735435,TRUE,5.23989959029765e-06,2e-04,5.81318561546658,2.49139012943712,0.984000000000002
collapsed-R,actual_selection,500,2e-04,1000,0.001,32,194.284000554433,0.001,1,TRUE,interior,3219.71289968053,TRUE,5.23989959029765e-06,2e-04,5.81318561546658,2.49139012943712,0.777999999999999
collapsed-R,oracle_lambda,500,2e-04,1000,0.001,32,194.284000554433,0.001,1,TRUE,interior,3219.71289968053,TRUE,5.23989959029765e-06,2e-04,5.81318561546658,2.49139012943712,0.777999999999999
AIW-N,actual_selection,500,0.001,1000,0.001,32,1362.07217282425,0.002,4,TRUE,interior,3171.79235668686,TRUE,5.23989959029765e-06,0.001,12.9986782020072,5.57091768789341,0.990000000000002
AIW-N,oracle_lambda_oracle_L,500,0.001,1000,0.001,32,394.061778699509,0.001,2,TRUE,interior,3166.76212559096,TRUE,5.23989959029765e-06,0.001,12.9986782020072,5.57091768789341,0.990000000000002
AIW-N,selected_lambda_oracle_L,500,0.001,1000,0.001,32,1021.60896959784,0.002,2,TRUE,interior,3167.21344454594,TRUE,5.23989959029765e-06,0.001,12.9986782020072,5.57091768789341,0.990000000000002
collapsed-R,actual_selection,500,0.001,1000,0.001,32,330.482656375199,0.001,1,TRUE,interior,3164.81796883331,TRUE,5.23989959029765e-06,0.001,12.9986782020072,5.57091768789341,2.63800000000001
collapsed-R,oracle_lambda,500,0.001,1000,0.001,32,330.482656375199,0.001,1,TRUE,interior,3164.81796883331,TRUE,5.23989959029765e-06,0.001,12.9986782020072,5.57091768789341,2.63800000000001
AIW-N,actual_selection,500,0.005,1000,0.001,32,765.842901487505,0.002,2,TRUE,interior,3008.30534130874,TRUE,5.23989959029765e-06,0.005,29.0659280773329,12.4569506471856,1.294
AIW-N,oracle_lambda_oracle_L,500,0.005,1000,0.001,32,498.195592540117,0.001,2,TRUE,interior,2998.80209222687,TRUE,5.23989959029765e-06,0.005,29.0659280773329,12.4569506471856,1.294
AIW-N,selected_lambda_oracle_L,500,0.005,1000,0.001,32,765.842901487505,0.002,2,TRUE,interior,3008.30534130874,TRUE,5.23989959029765e-06,0.005,29.0659280773329,12.4569506471856,1.294
collapsed-R,actual_selection,500,0.005,1000,0.001,32,768.479056822445,0.002,2,TRUE,interior,3007.17319730569,TRUE,5.23989959029765e-06,0.005,29.0659280773329,12.4569506471856,1.26799999999999
collapsed-R,oracle_lambda,500,0.005,1000,0.001,32,496.776923339233,0.001,2,TRUE,interior,2997.42232052399,TRUE,5.23989959029765e-06,0.005,29.0659280773329,12.4569506471856,1.26799999999999
