method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds
AIW-N,actual_selection,1000,0.001,100,0.001,31,67.2320606311146,0.002,1,TRUE,interior,6044.41040777806,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,2.893
AIW-N,oracle_lambda_oracle_L,1000,0.001,100,0.001,31,53.7854384465981,0.001,2,TRUE,interior,6037.95394110591,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,2.893
AIW-N,selected_lambda_oracle_L,1000,0.001,100,0.001,31,79.8224087792407,0.002,2,TRUE,interior,6042.7511721669,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,2.893
collapsed-R,actual_selection,1000,0.001,100,0.001,31,65.5316284820016,0.002,1,TRUE,interior,6041.46718174867,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,0.590999999999994
collapsed-R,oracle_lambda,1000,0.001,100,0.001,31,42.4655177122877,0.001,1,TRUE,interior,6036.76342490504,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,0.590999999999994
AIW-N,actual_selection,1000,0.005,100,0.001,31,77.5739798926136,0.002,1,TRUE,interior,5384.65114707996,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,2.184
AIW-N,oracle_lambda_oracle_L,1000,0.005,100,0.001,31,67.714959794756,0.001,2,TRUE,interior,5376.4886285177,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,2.184
AIW-N,selected_lambda_oracle_L,1000,0.005,100,0.001,31,91.0292601051244,0.002,2,TRUE,interior,5382.00637819666,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,2.184
collapsed-R,actual_selection,1000,0.005,100,0.001,31,64.9951428968958,0.002,1,TRUE,interior,5376.78020757563,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,1.761
collapsed-R,oracle_lambda,1000,0.005,100,0.001,31,16.0940037467574,0.001,0,TRUE,interior,5358.96896238738,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,1.761
AIW-N,actual_selection,1000,2e-04,200,0.001,31,683.400480550408,0.002,5,TRUE,interior,6498.31118684424,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,2.066
AIW-N,oracle_lambda_oracle_L,1000,2e-04,200,0.001,31,118.05886571513,0.001,2,TRUE,interior,6492.66105900712,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,2.066
AIW-N,selected_lambda_oracle_L,1000,2e-04,200,0.001,31,427.76122640335,0.002,2,TRUE,interior,6494.18053664003,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,2.066
collapsed-R,actual_selection,1000,2e-04,200,0.001,31,428.989724310933,0.002,1,TRUE,interior,6490.22053456883,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,0.742000000000019
collapsed-R,oracle_lambda,1000,2e-04,200,0.001,31,102.035173148765,0.001,1,TRUE,interior,6488.69724525046,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,0.742000000000019
AIW-N,actual_selection,1000,0.001,200,0.001,31,288.506172047706,0.002,5,TRUE,interior,6194.19040458584,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,2.129
AIW-N,oracle_lambda_oracle_L,1000,0.001,200,0.001,31,140.106648045363,0.001,2,TRUE,interior,6190.92528564074,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,2.129
AIW-N,selected_lambda_oracle_L,1000,0.001,200,0.001,31,223.858890713701,0.002,2,TRUE,interior,6193.54128286243,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,2.129
collapsed-R,actual_selection,1000,0.001,200,0.001,31,181.071938597174,0.002,1,TRUE,interior,6191.02314835608,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,0.73299999999999
collapsed-R,oracle_lambda,1000,0.001,200,0.001,31,112.254704561341,0.001,1,TRUE,interior,6189.80278485019,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,0.73299999999999
AIW-N,actual_selection,1000,0.005,200,0.001,31,197.396459143663,0.002,2,TRUE,interior,5619.78882993708,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.295
AIW-N,oracle_lambda_oracle_L,1000,0.005,200,0.001,31,145.052828025025,0.001,2,TRUE,interior,5616.74534917436,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.295
AIW-N,selected_lambda_oracle_L,1000,0.005,200,0.001,31,197.396459143663,0.002,2,TRUE,interior,5619.78882993708,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.295
collapsed-R,actual_selection,1000,0.005,200,0.001,31,153.930252917442,0.002,1,TRUE,interior,5611.10257750719,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.12
collapsed-R,oracle_lambda,1000,0.005,200,0.001,31,109.145219545886,0.001,1,TRUE,interior,5609.31828706081,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.12
AIW-N,actual_selection,1000,2e-04,500,0.001,31,218.028812996629,0.001,3,TRUE,interior,6573.8547010578,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,2.365
AIW-N,oracle_lambda_oracle_L,1000,2e-04,500,0.001,31,177.687320980189,0.001,2,TRUE,interior,6571.41107548461,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,2.365
AIW-N,selected_lambda_oracle_L,1000,2e-04,500,0.001,31,177.687320980189,0.001,2,TRUE,interior,6571.41107548461,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,2.365
collapsed-R,actual_selection,1000,2e-04,500,0.001,31,157.106329832275,0.001,1,TRUE,interior,6566.91701315969,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,0.703000000000003
collapsed-R,oracle_lambda,1000,2e-04,500,0.001,31,157.106329832275,0.001,1,TRUE,interior,6566.91701315969,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,0.703000000000003
AIW-N,actual_selection,1000,0.001,500,0.001,31,533.288754705395,0.002,5,TRUE,interior,6362.18132646311,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,2.102
AIW-N,oracle_lambda_oracle_L,1000,0.001,500,0.001,31,224.245863496574,0.001,2,TRUE,interior,6357.83329382416,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,2.102
AIW-N,selected_lambda_oracle_L,1000,0.001,500,0.001,31,224.245863496574,0.001,2,TRUE,interior,6357.83329382416,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,2.102
collapsed-R,actual_selection,1000,0.001,500,0.001,31,437.607041070028,0.002,2,TRUE,interior,6354.69483231003,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,1.45900000000002
collapsed-R,oracle_lambda,1000,0.001,500,0.001,31,183.530443891145,0.001,1,TRUE,interior,6353.38456903941,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,1.45900000000002
AIW-N,actual_selection,1000,0.005,500,0.001,31,370.817370804398,0.002,2,TRUE,interior,5893.14688218913,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,2.136
AIW-N,oracle_lambda_oracle_L,1000,0.005,500,0.001,31,252.805299325103,0.001,2,TRUE,interior,5876.33530767396,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,2.136
AIW-N,selected_lambda_oracle_L,1000,0.005,500,0.001,31,370.817370804398,0.002,2,TRUE,interior,5893.14688218913,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,2.136
collapsed-R,actual_selection,1000,0.005,500,0.001,31,553.922461005416,0.004,2,TRUE,interior,5881.4889894209,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,1.65900000000001
collapsed-R,oracle_lambda,1000,0.005,500,0.001,31,194.668099729988,0.001,1,TRUE,interior,5862.88466533899,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,1.65900000000001
AIW-N,actual_selection,1000,2e-04,1000,0.001,31,Inf,0.001,3,FALSE,normal_limit,6686.98632475893,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,2.093
AIW-N,oracle_lambda_oracle_L,1000,2e-04,1000,0.001,31,12386.390408671,0.001,2,TRUE,interior,6683.81138167292,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,2.093
AIW-N,selected_lambda_oracle_L,1000,2e-04,1000,0.001,31,12386.390408671,0.001,2,TRUE,interior,6683.81138167292,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,2.093
collapsed-R,actual_selection,1000,2e-04,1000,0.001,31,1e+06,0.001,1,TRUE,interior,6679.47962540008,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,0.716000000000008
collapsed-R,oracle_lambda,1000,2e-04,1000,0.001,31,1e+06,0.001,1,TRUE,interior,6679.47962540008,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,0.716000000000008
AIW-N,actual_selection,1000,0.001,1000,0.001,31,16361.3796097685,0.002,5,TRUE,interior,6535.51824156731,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.01799999999999
AIW-N,oracle_lambda_oracle_L,1000,0.001,1000,0.001,31,637.438411123039,0.001,2,TRUE,interior,6521.95835962122,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.01799999999999
AIW-N,selected_lambda_oracle_L,1000,0.001,1000,0.001,31,5251.42243838222,0.002,2,TRUE,interior,6526.44959520739,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.01799999999999
collapsed-R,actual_selection,1000,0.001,1000,0.001,31,7350.18767448953,0.002,2,TRUE,interior,6526.45553674721,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.37400000000002
collapsed-R,oracle_lambda,1000,0.001,1000,0.001,31,530.416205139288,0.001,1,TRUE,interior,6517.50180479668,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.37400000000002
AIW-N,actual_selection,1000,0.005,1000,0.001,31,853.928706917167,0.002,2,TRUE,interior,6137.72386632256,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,2.22
AIW-N,oracle_lambda_oracle_L,1000,0.005,1000,0.001,31,526.495907151575,0.001,2,TRUE,interior,6118.423757055,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,2.22
AIW-N,selected_lambda_oracle_L,1000,0.005,1000,0.001,31,853.928706917167,0.002,2,TRUE,interior,6137.72386632256,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,2.22
collapsed-R,actual_selection,1000,0.005,1000,0.001,31,853.712229223988,0.002,2,TRUE,interior,6136.31098172986,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,1.60800000000002
collapsed-R,oracle_lambda,1000,0.005,1000,0.001,31,403.756425403898,0.001,1,TRUE,interior,6097.91603367807,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,1.60800000000002
