"true_lambda","true_eta0","r0_seed","replicate","seed","fit_type","selected_lambda","raw_eta0_hat","eta0_used","eta0_multiplier","raw_log_eta0_error","used_log_eta0_error","log_lambda_error","eta0_boundary","lambda_boundary","lower_bound","elbo_gain_over_matching_oracle","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal","raw_selected_L","raw_coverage","raw_power","raw_all_causal_covered","raw_mean_causal_pip","raw_minimum_causal_pip","fallback_used","ser_credible_set_size","ser_fit_seconds"
0.001,10000,3,4,100045,"joint_lambda_profiled_eta0",0.001,2212.29307709574,2212.29307709574,1,-1.50855552394429,-1.50855552394429,0,"interior","interior",2665.28777818671,0,2,1,1,TRUE,0.97621362873189,0.95242725746378,TRUE,73,0.486999999999995,"214, 324",2,1,1,TRUE,0.97621362873189,0.95242725746378,FALSE,1,0.00399999999999956
0.001,10000,3,4,100045,"oracle_lambda_2x_eta0",0.001,2212.29307709574,4424.58615419149,2,-1.50855552394429,-0.815408343384341,0,"interior","interior",2665.072723732,0,2,1,1,TRUE,0.979272406150838,0.958544812301677,TRUE,72,0.631,"214, 324",2,1,1,TRUE,0.979272406150838,0.958544812301677,FALSE,1,0.00399999999999956
0.001,10000,3,4,100045,"oracle_lambda_profiled_eta0",0.001,2212.29307709574,2212.29307709574,1,-1.50855552394429,-1.50855552394429,0,"interior","interior",2665.28777818671,0,2,1,1,TRUE,0.97621362873189,0.95242725746378,TRUE,73,0.486999999999995,"214, 324",2,1,1,TRUE,0.97621362873189,0.95242725746378,FALSE,1,0.00399999999999956
0.001,10000,3,5,100046,"joint_lambda_2x_eta0",0.001,20000,20000,2,0.693147180559944,0.693147180559944,0,"upper","interior",2701.82681037333,0,1,1,0.5,FALSE,0.284216724877069,0,TRUE,73,1.56400000000002,"311, 457",1,1,0.5,FALSE,0.411867728221805,0.260116833482678,TRUE,3,0.00399999999999956
0.001,10000,3,5,100046,"joint_lambda_profiled_eta0",0.001,20000,20000,1,0.693147180559944,0.693147180559944,0,"upper","interior",2701.82695907326,0,1,1,0.5,FALSE,0.284216724877069,0,TRUE,89,1.42000000000002,"311, 457",1,1,0.5,FALSE,0.411886779345834,0.260154467958261,TRUE,3,0.00399999999999956
0.001,10000,3,5,100046,"oracle_lambda_2x_eta0",0.001,20000,20000,2,0.693147180559944,0.693147180559944,0,"upper","interior",2701.82681037333,0,1,1,0.5,FALSE,0.284216724877069,0,TRUE,73,1.56400000000002,"311, 457",1,1,0.5,FALSE,0.411867728221805,0.260116833482678,TRUE,3,0.00399999999999956
0.001,10000,3,5,100046,"oracle_lambda_profiled_eta0",0.001,20000,20000,1,0.693147180559944,0.693147180559944,0,"upper","interior",2701.82695907326,0,1,1,0.5,FALSE,0.284216724877069,0,TRUE,89,1.42000000000002,"311, 457",1,1,0.5,FALSE,0.411886779345834,0.260154467958261,TRUE,3,0.00399999999999956
0.001,20,4,1,100047,"joint_lambda_2x_eta0",0.006,22.787393510226,45.574787020452,2,0.130475193273705,0.82362237383365,1.79175946922805,"interior","interior",2056.40048915232,26.3773622734298,1,1,0.5,FALSE,0.221608774541133,0,TRUE,35,0.368999999999915,"331, 385",1,1,0.5,FALSE,0.183757454509,0.00805621743923068,TRUE,2,0.00300000000000011
0.001,20,4,1,100047,"joint_lambda_profiled_eta0",0.006,22.787393510226,22.787393510226,1,0.130475193273705,0.130475193273705,1.79175946922805,"interior","interior",2058.94406099541,27.698778704198,1,1,0.5,FALSE,0.221608774541133,0,TRUE,78,0.329999999999927,"331, 385",1,1,0.5,FALSE,0.117565075832931,0.00800698629740726,TRUE,2,0.00300000000000011
0.001,20,4,1,100047,"oracle_lambda_2x_eta0",0.001,8.44633034773342,16.8926606954668,2,-0.862000204885815,-0.168853024325869,0,"interior","interior",2030.02312687889,0,1,1,0.5,FALSE,0.221608774541133,0,TRUE,77,0.55399999999986,"331, 385",1,1,0.5,FALSE,0.0959911349473294,0.00799740000729088,TRUE,2,0.00300000000000011
0.001,20,4,1,100047,"oracle_lambda_profiled_eta0",0.001,8.44633034773342,8.44633034773342,1,-0.862000204885815,-0.862000204885815,0,"interior","interior",2031.24528229121,0,1,1,0.5,FALSE,0.221608774541133,0,TRUE,110,0.468999999999937,"331, 385",1,1,0.5,FALSE,0.0672230554258359,0.00799402940924709,TRUE,2,0.00300000000000011
0.001,20,4,2,100048,"joint_lambda_2x_eta0",0.002,2,4,2,-2.30258509299405,-1.6094379124341,0.693147180559945,"lower","interior",1998.36470455263,4.87608345395597,1,1,0.5,FALSE,0.5,0,TRUE,96,0.741999999999962,"69, 437",0,0,0,FALSE,0.0401006347598893,0.0325922897608705,TRUE,1,0.00300000000000011
0.001,20,4,2,100048,"joint_lambda_profiled_eta0",0.002,2,2,1,-2.30258509299405,-2.30258509299405,0.693147180559945,"lower","interior",1998.68401212732,4.63259928248863,1,1,0.5,FALSE,0.5,0,TRUE,134,0.634000000000015,"69, 437",0,0,0,FALSE,0.0208809655836903,0.0206426410272258,TRUE,1,0.00300000000000011
0.001,20,4,2,100048,"oracle_lambda_2x_eta0",0.001,2,4,2,-2.30258509299405,-1.6094379124341,0,"lower","interior",1993.48862109868,0,1,1,0.5,FALSE,0.5,0,TRUE,96,0.847999999999956,"69, 437",0,0,0,FALSE,0.0401007818318969,0.0325923451246505,TRUE,1,0.00300000000000011
0.001,20,4,2,100048,"oracle_lambda_profiled_eta0",0.001,2,2,1,-2.30258509299405,-2.30258509299405,0,"lower","interior",1994.05141284483,0,1,1,0.5,FALSE,0.5,0,TRUE,132,0.737999999999943,"69, 437",0,0,0,FALSE,0.0208494156354374,0.0206181432100419,TRUE,1,0.00300000000000011
0.001,20,4,3,100049,"joint_lambda_2x_eta0",0.006,2,4,2,-2.30258509299405,-1.6094379124341,1.79175946922805,"lower","interior",1739.60486156348,48.5965911831934,1,0,0,FALSE,0.010128197272313,0.000530864335148928,TRUE,145,0.823999999999955,"92, 109",0,0,0,FALSE,0.034016447870524,0.0331964526434128,TRUE,1,0.00399999999999956
0.001,20,4,3,100049,"joint_lambda_profiled_eta0",0.006,2,2,1,-2.30258509299405,-2.30258509299405,1.79175946922805,"lower","interior",1739.84306472693,47.7371798719632,1,0,0,FALSE,0.010128197272313,0.000530864335148928,TRUE,123,0.660999999999945,"92, 109",0,0,0,FALSE,0.0205759002810374,0.0204522338683903,TRUE,1,0.00399999999999956
0.001,20,4,3,100049,"oracle_lambda_2x_eta0",0.001,2,4,2,-2.30258509299405,-1.6094379124341,0,"lower","interior",1691.00827038029,0,1,0,0,FALSE,0.010128197272313,0.000530864335148928,TRUE,146,0.734000000000151,"92, 109",0,0,0,FALSE,0.0340507707881179,0.0332284667349815,TRUE,1,0.00399999999999956
0.001,20,4,3,100049,"oracle_lambda_profiled_eta0",0.001,2,2,1,-2.30258509299405,-2.30258509299405,0,"lower","interior",1692.10588485496,0,1,0,0,FALSE,0.010128197272313,0.000530864335148928,TRUE,124,0.568000000000097,"92, 109",0,0,0,FALSE,0.0205807333009302,0.0204569151018125,TRUE,1,0.00399999999999956
0.001,20,4,4,100050,"joint_lambda_2x_eta0",0.004,2.07811684038005,4.1562336807601,2,-2.26427015513328,-1.57112297457333,1.38629436111989,"interior","interior",1948.79742120048,25.1433263116194,1,1,0.5,FALSE,0.499999798796758,0,TRUE,126,0.704999999999927,"194, 481",0,0,0,FALSE,0.0428195395635286,0.0231887379721185,TRUE,1,0.00300000000000011
0.001,20,4,4,100050,"joint_lambda_profiled_eta0",0.004,2.07811684038005,2.07811684038005,1,-2.26427015513328,-2.26427015513328,1.38629436111989,"interior","interior",1948.92094210647,24.5771879426347,1,1,0.5,FALSE,0.499999798796758,0,TRUE,130,0.564999999999941,"194, 481",0,0,0,FALSE,0.0209176343090806,0.0188016874753457,TRUE,1,0.00300000000000011
0.001,20,4,4,100050,"oracle_lambda_2x_eta0",0.001,2,4,2,-2.30258509299405,-1.6094379124341,0,"lower","interior",1923.65409488886,0,1,1,0.5,FALSE,0.499999798796758,0,TRUE,125,0.711999999999989,"194, 481",0,0,0,FALSE,0.0399618579617299,0.0230792993932255,TRUE,1,0.00300000000000011
0.001,20,4,4,100050,"oracle_lambda_profiled_eta0",0.001,2,2,1,-2.30258509299405,-2.30258509299405,0,"lower","interior",1924.34375416383,0,1,1,0.5,FALSE,0.499999798796758,0,TRUE,129,0.573999999999955,"194, 481",0,0,0,FALSE,0.0203426103008207,0.0185179631723281,TRUE,1,0.00300000000000011
0.001,20,4,5,100051,"joint_lambda_2x_eta0",0.004,2.74482518148913,5.48965036297826,2,-1.98601488678116,-1.29286770622121,1.38629436111989,"interior","interior",1934.53207207438,14.6061868125455,1,1,0.5,FALSE,0.226263380962873,2.15965889616143e-09,TRUE,195,0.786000000000058,"192, 333",0,0,0,FALSE,0.0978945615950588,0.0647732291602344,TRUE,3,0.00300000000000011
0.001,20,4,5,100051,"joint_lambda_profiled_eta0",0.004,2.74482518148913,2.74482518148913,1,-1.98601488678116,-1.98601488678116,1.38629436111989,"interior","interior",1934.4759312388,14.0059515465393,1,1,0.5,FALSE,0.226263380962873,2.15965889616143e-09,TRUE,120,0.562999999999988,"192, 333",0,0,0,FALSE,0.0288146018575896,0.0274164731633976,TRUE,3,0.00300000000000011
0.001,20,4,5,100051,"oracle_lambda_2x_eta0",0.001,2,4,2,-2.30258509299405,-1.6094379124341,0,"lower","interior",1919.92588526184,0,1,1,0.5,FALSE,0.226263380962873,2.15965889616143e-09,TRUE,145,0.833999999999946,"192, 333",0,0,0,FALSE,0.046959479840837,0.0411362812391907,TRUE,3,0.00300000000000011
0.001,20,4,5,100051,"oracle_lambda_profiled_eta0",0.001,2,2,1,-2.30258509299405,-2.30258509299405,0,"lower","interior",1920.46997969227,0,1,1,0.5,FALSE,0.226263380962873,2.15965889616143e-09,TRUE,120,0.673000000000002,"192, 333",0,0,0,FALSE,0.0209119085376053,0.0206323799203861,TRUE,3,0.00300000000000011
0.001,43,4,1,100052,"joint_lambda_2x_eta0",0.004,22.8157010106434,45.6314020212868,2,-0.63375117591976,0.0593960046401851,1.38629436111989,"interior","interior",2130.23930541259,23.3200170992559,1,1,0.5,FALSE,0.499999512480878,3.52768902978084e-09,TRUE,56,0.330999999999904,"112, 361",1,1,0.5,FALSE,0.518319964770782,0.0386766818677642,TRUE,1,0.00300000000000011
0.001,43,4,1,100052,"joint_lambda_profiled_eta0",0.004,22.8157010106434,22.8157010106434,1,-0.63375117591976,-0.63375117591976,1.38629436111989,"interior","interior",2132.47586275568,24.7000591434521,1,1,0.5,FALSE,0.499999512480878,3.52768902978084e-09,TRUE,64,0.267999999999915,"112, 361",0,0,0,FALSE,0.47020594422076,0.0228400656360904,TRUE,1,0.00300000000000011
0.001,43,4,1,100052,"oracle_lambda_2x_eta0",0.001,8.73345019098926,17.4669003819785,2,-1.59403961303652,-0.90089243247657,0,"interior","interior",2106.91928831334,0,1,1,0.5,FALSE,0.499999512480878,3.52768902978084e-09,TRUE,71,0.548000000000002,"112, 361",0,0,0,FALSE,0.441916478702015,0.0402480210449725,TRUE,1,0.00300000000000011
0.001,43,4,1,100052,"oracle_lambda_profiled_eta0",0.001,8.73345019098926,8.73345019098926,1,-1.59403961303652,-1.59403961303652,0,"interior","interior",2107.77580361223,0,1,1,0.5,FALSE,0.499999512480878,3.52768902978084e-09,TRUE,107,0.465000000000032,"112, 361",0,0,0,FALSE,0.311364313793983,0.113675004642124,TRUE,1,0.00300000000000011
0.001,43,4,2,100053,"joint_lambda_2x_eta0",0.004,25.4276233519998,50.8552467039996,2,-0.525363999061972,0.167783181497973,1.38629436111989,"interior","interior",2102.33058722751,15.2666293812517,1,1,0.5,FALSE,0.0278497208715734,0,TRUE,53,0.330999999999904,"68, 403",1,1,0.5,FALSE,0.162993721037725,0.0318737395769008,TRUE,2,0.00300000000000011
0.001,43,4,2,100053,"joint_lambda_profiled_eta0",0.004,25.4276233519998,25.4276233519998,1,-0.525363999061972,-0.525363999061972,1.38629436111989,"interior","interior",2104.95983638894,16.1408004975183,1,1,0.5,FALSE,0.0278497208715734,0,TRUE,62,0.267999999999915,"68, 403",1,1,0.5,FALSE,0.160265048532784,0.00844183443686908,TRUE,2,0.00300000000000011
0.001,43,4,2,100053,"oracle_lambda_2x_eta0",0.001,12.5503768221189,25.1007536442379,2,-1.23144942489968,-0.538302244339739,0,"interior","interior",2087.06395784625,0,1,1,0.5,FALSE,0.0278497208715734,0,TRUE,59,0.519999999999868,"68, 403",1,1,0.5,FALSE,0.160471410731467,0.00832232061428961,TRUE,2,0.00300000000000011
0.001,43,4,2,100053,"oracle_lambda_profiled_eta0",0.001,12.5503768221189,12.5503768221189,1,-1.23144942489968,-1.23144942489968,0,"interior","interior",2088.81903589142,0,1,1,0.5,FALSE,0.0278497208715734,0,TRUE,102,0.449999999999932,"68, 403",1,1,0.5,FALSE,0.16493497871399,0.00800966062175479,TRUE,2,0.00300000000000011
0.001,43,4,3,100054,"joint_lambda_2x_eta0",0.004,29.4605550302104,58.9211100604209,2,-0.378147864707209,0.314999315852737,1.38629436111989,"interior","interior",2157.85763892944,13.438525305125,2,1,1,TRUE,0.28457113686555,0.255392882835934,TRUE,90,0.270999999999958,"152, 333",2,1,1,TRUE,0.28457113686555,0.255392882835934,FALSE,3,0.00300000000000011
0.001,43,4,3,100054,"joint_lambda_profiled_eta0",0.002,20.6768872428568,20.6768872428568,1,-0.732183597553964,-0.732183597553964,0.693147180559945,"interior","interior",2157.91683970213,11.6383265813702,1,1,0.5,FALSE,0.19747929611864,5.59804425037669e-11,TRUE,67,0.283000000000015,"152, 333",1,1,0.5,FALSE,0.156543311636417,0.0130182352515152,TRUE,3,0.00300000000000011
0.001,43,4,3,100054,"oracle_lambda_2x_eta0",0.001,14.3532882740543,28.7065765481086,2,-1.09722105172061,-0.404073871160664,0,"interior","interior",2144.41911362432,0,1,1,0.5,FALSE,0.19747929611864,5.59804425037669e-11,TRUE,45,0.413999999999874,"152, 333",1,1,0.5,FALSE,0.162598451337371,0.0110435686931848,TRUE,3,0.00300000000000011
0.001,43,4,3,100054,"oracle_lambda_profiled_eta0",0.001,14.3532882740543,14.3532882740543,1,-1.09722105172061,-1.09722105172061,0,"interior","interior",2146.27851312076,0,1,1,0.5,FALSE,0.19747929611864,5.59804425037669e-11,TRUE,84,0.362999999999943,"152, 333",0,0,0,FALSE,0.150094593318909,0.0209153345229192,TRUE,3,0.00300000000000011
0.001,43,4,4,100055,"joint_lambda_2x_eta0",0.006,33.1527918016758,66.3055836033516,2,-0.260073185362641,0.433073995197304,1.79175946922805,"interior","interior",2147.57635206178,26.638839999277,1,1,0.5,FALSE,0.499999999999981,0,TRUE,85,0.360000000000014,"109, 421",1,1,0.5,FALSE,0.62540973116314,0.250820943580855,TRUE,1,0.00399999999999956
0.001,43,4,4,100055,"joint_lambda_profiled_eta0",0.004,26.4588628394924,26.4588628394924,1,-0.485608934517861,-0.485608934517861,1.38629436111989,"interior","interior",2150.28696324044,29.1514749522403,1,1,0.5,FALSE,0.499999999999981,0,TRUE,71,0.312000000000012,"109, 421",1,1,0.5,FALSE,0.504240640891206,0.00861128782772547,TRUE,1,0.00399999999999956
0.001,43,4,4,100055,"oracle_lambda_2x_eta0",0.001,2,4,2,-3.06805293513362,-2.37490575457367,0,"lower","interior",2120.93751206251,0,1,1,0.5,FALSE,0.499999999999981,0,TRUE,111,0.754999999999995,"109, 421",0,0,0,FALSE,0.0515228968130119,0.0373393706322769,TRUE,1,0.00399999999999956
0.001,43,4,4,100055,"oracle_lambda_profiled_eta0",0.001,2,2,1,-3.06805293513362,-3.06805293513362,0,"lower","interior",2121.1354882882,0,1,1,0.5,FALSE,0.499999999999981,0,TRUE,137,0.631999999999948,"109, 421",0,0,0,FALSE,0.0240052667204481,0.0232917258366407,TRUE,1,0.00399999999999956
0.001,43,4,5,100056,"joint_lambda_2x_eta0",0.002,13.5975606903262,27.1951213806524,2,-1.15130970004409,-0.458162519484145,0.693147180559945,"interior","interior",2084.78677480303,7.36828166044415,1,1,0.5,FALSE,0.182856391691624,2.22044604925031e-16,TRUE,85,0.485000000000014,"29, 79",1,1,0.5,FALSE,0.197471070255687,0.025688334624109,TRUE,2,0.00399999999999956
0.001,43,4,5,100056,"joint_lambda_profiled_eta0",0.002,13.5975606903262,13.5975606903262,1,-1.15130970004409,-1.15130970004409,0.693147180559945,"interior","interior",2086.34773296987,7.70676176579036,1,1,0.5,FALSE,0.182856391691624,2.22044604925031e-16,TRUE,80,0.389999999999986,"29, 79",1,1,0.5,FALSE,0.170760245664977,0.00871508505371688,TRUE,2,0.00399999999999956
0.001,43,4,5,100056,"oracle_lambda_2x_eta0",0.001,9.42644735946459,18.8528947189292,2,-1.5176808281586,-0.824533647598655,0,"interior","interior",2077.41849314258,0,1,1,0.5,FALSE,0.182856391691624,2.22044604925031e-16,TRUE,60,0.707000000000107,"29, 79",1,1,0.5,FALSE,0.180454969361694,0.00884606825245615,TRUE,2,0.00399999999999956
0.001,43,4,5,100056,"oracle_lambda_profiled_eta0",0.001,9.42644735946459,9.42644735946459,1,-1.5176808281586,-1.5176808281586,0,"interior","interior",2078.64097120408,0,1,1,0.5,FALSE,0.182856391691624,2.22044604925031e-16,TRUE,136,0.6400000000001,"29, 79",0,0,0,FALSE,0.155914804961347,0.0106638536460584,TRUE,2,0.00399999999999956
0.001,95,4,1,100057,"joint_lambda_2x_eta0",0.002,79.6270175312895,159.254035062579,2,-0.176523440116629,0.516623740443316,0.693147180559945,"interior","interior",2344.57553612113,1.81788936361727,2,1,1,TRUE,0.675672865349541,0.35216036365947,TRUE,14,0.427999999999997,"36, 205",2,1,1,TRUE,0.675672865349541,0.35216036365947,FALSE,1,0.00399999999999956
0.001,95,4,1,100057,"joint_lambda_profiled_eta0",0.002,79.6270175312895,79.6270175312895,1,-0.176523440116629,-0.176523440116629,0.693147180559945,"interior","interior",2349.6478970612,8.61268060546308,2,1,1,TRUE,0.695491151713745,0.401345875791545,TRUE,94,0.411000000000058,"36, 205",2,1,1,TRUE,0.695491151713745,0.401345875791545,FALSE,1,0.00399999999999956
0.001,95,4,1,100057,"oracle_lambda_2x_eta0",0.001,28.69650183367,57.39300366734,2,-1.1971016635924,-0.503954483032456,0,"interior","interior",2342.75764675751,0,2,1,1,TRUE,0.695732516342809,0.421254351039924,TRUE,86,0.367999999999938,"36, 205",2,1,1,TRUE,0.695732516342809,0.421254351039924,FALSE,1,0.00399999999999956
0.001,95,4,1,100057,"oracle_lambda_profiled_eta0",0.001,28.69650183367,28.69650183367,1,-1.1971016635924,-1.1971016635924,0,"interior","interior",2341.03521645573,0,1,1,0.5,FALSE,0.49995567779,1.14393118311185e-08,TRUE,64,0.271999999999935,"36, 205",1,1,0.5,FALSE,0.444047289504915,0.0141730071720816,TRUE,1,0.00399999999999956
0.001,95,4,2,100058,"joint_lambda_2x_eta0",0.001,30.579371228568,61.158742457136,2,-1.13355125283593,-0.440404072275989,0,"interior","interior",2275.57798453126,0,1,1,0.5,FALSE,0.0872849128138639,0,TRUE,27,0.346000000000117,"60, 87",1,1,0.5,FALSE,0.128073586967841,0.0186824852075334,TRUE,4,0.00400000000000134
0.001,95,4,2,100058,"joint_lambda_profiled_eta0",0.001,30.579371228568,30.579371228568,1,-1.13355125283593,-1.13355125283593,0,"interior","interior",2278.86302942922,0,1,1,0.5,FALSE,0.0872849128138639,0,TRUE,70,0.314000000000078,"60, 87",1,1,0.5,FALSE,0.126387862612993,0.00869286346508902,TRUE,4,0.00400000000000134
0.001,95,4,2,100058,"oracle_lambda_2x_eta0",0.001,30.579371228568,61.158742457136,2,-1.13355125283593,-0.440404072275989,0,"interior","interior",2275.57798453126,0,1,1,0.5,FALSE,0.0872849128138639,0,TRUE,27,0.346000000000117,"60, 87",1,1,0.5,FALSE,0.128073586967841,0.0186824852075334,TRUE,4,0.00400000000000134
0.001,95,4,2,100058,"oracle_lambda_profiled_eta0",0.001,30.579371228568,30.579371228568,1,-1.13355125283593,-1.13355125283593,0,"interior","interior",2278.86302942922,0,1,1,0.5,FALSE,0.0872849128138639,0,TRUE,70,0.314000000000078,"60, 87",1,1,0.5,FALSE,0.126387862612993,0.00869286346508902,TRUE,4,0.00400000000000134
0.001,95,4,3,100059,"joint_lambda_2x_eta0",0.002,59.9712412802065,119.942482560413,2,-0.460011756281713,0.233135424278233,0.693147180559945,"interior","interior",2332.76705845416,0.297155553687389,1,1,0.5,FALSE,0.5,0,TRUE,23,0.168999999999983,"171, 339",1,1,0.5,FALSE,0.532941002825968,0.065882005849165,TRUE,1,0.00400000000000134
0.001,95,4,3,100059,"joint_lambda_profiled_eta0",0.002,59.9712412802065,59.9712412802065,1,-0.460011756281713,-0.460011756281713,0.693147180559945,"interior","interior",2336.64411276208,0.330981524663002,1,1,0.5,FALSE,0.5,0,TRUE,34,0.143000000000029,"171, 339",1,1,0.5,FALSE,0.50532139976045,0.0106428484320926,TRUE,1,0.00400000000000134
0.001,95,4,3,100059,"oracle_lambda_2x_eta0",0.001,42.8510803768782,85.7021607537564,2,-0.796146033878603,-0.102998853318658,0,"interior","interior",2332.46990290047,0,1,1,0.5,FALSE,0.5,0,TRUE,48,0.326000000000022,"171, 339",1,1,0.5,FALSE,0.514522936379313,0.0290458752616187,TRUE,1,0.00400000000000134
0.001,95,4,3,100059,"oracle_lambda_profiled_eta0",0.001,42.8510803768782,42.8510803768782,1,-0.796146033878603,-0.796146033878603,0,"interior","interior",2336.31313123742,0,1,1,0.5,FALSE,0.5,0,TRUE,64,0.272000000000048,"171, 339",1,1,0.5,FALSE,0.50434570751581,0.00869233627716148,TRUE,1,0.00400000000000134
0.001,95,4,4,100060,"joint_lambda_2x_eta0",0.002,54.9387710061125,109.877542012225,2,-0.547657580930388,0.145489599629557,0.693147180559945,"interior","interior",2385.18792251904,2.36633048238309,1,1,0.5,FALSE,0.492304577545823,7.41628980449605e-14,TRUE,20,0.173999999999978,"270, 365",1,1,0.5,FALSE,0.45352136490233,0.044263231905152,TRUE,1,0.00299999999999834
0.001,95,4,4,100060,"joint_lambda_profiled_eta0",0.002,54.9387710061125,54.9387710061125,1,-0.547657580930388,-0.547657580930388,0.693147180559945,"interior","interior",2387.98556935924,2.33384303417961,1,1,0.5,FALSE,0.492304577545823,7.41628980449605e-14,TRUE,35,0.151000000000067,"270, 365",1,1,0.5,FALSE,0.379969388725202,0.011177349916685,TRUE,1,0.00299999999999834
0.001,95,4,4,100060,"oracle_lambda_2x_eta0",0.001,37.072814840214,74.145629680428,2,-0.940992944215358,-0.247845763655413,0,"interior","interior",2382.82159203665,0,1,1,0.5,FALSE,0.492304577545823,7.41628980449605e-14,TRUE,28,0.356999999999971,"270, 365",1,1,0.5,FALSE,0.412114198895706,0.0189514696164418,TRUE,1,0.00299999999999834
0.001,95,4,4,100060,"oracle_lambda_profiled_eta0",0.001,37.072814840214,37.072814840214,1,-0.940992944215358,-0.940992944215358,0,"interior","interior",2385.65172632507,0,1,1,0.5,FALSE,0.492304577545823,7.41628980449605e-14,TRUE,72,0.322999999999979,"270, 365",1,1,0.5,FALSE,0.334648972783963,0.00859898094165856,TRUE,1,0.00299999999999834
0.001,95,4,5,100061,"joint_lambda_2x_eta0",0.002,95.5642706314393,191.128541262879,2,0.00592212043444018,0.699069300994386,0.693147180559945,"interior","interior",2374.89687584425,2.20625922060663,1,1,0.5,FALSE,0.383559539368868,0,TRUE,16,0.33400000000006,"40, 391",1,1,0.5,FALSE,0.334006405498464,0.0192232758676184,TRUE,2,0.00300000000000011
0.001,95,4,5,100061,"joint_lambda_profiled_eta0",0.002,95.5642706314393,95.5642706314393,1,0.00592212043444018,0.00592212043444018,0.693147180559945,"interior","interior",2380.26982728135,2.43110630702176,1,1,0.5,FALSE,0.383559539368868,0,TRUE,73,0.315000000000055,"40, 391",1,1,0.5,FALSE,0.304400344665592,0.00860340458808517,TRUE,2,0.00300000000000011
0.001,95,4,5,100061,"oracle_lambda_2x_eta0",0.001,66.5842380567862,133.168476113572,2,-0.355409007877991,0.337738172681954,0,"interior","interior",2372.69061662365,0,1,1,0.5,FALSE,0.383559539368868,0,TRUE,68,0.403999999999883,"40, 391",1,1,0.5,FALSE,0.315780804706651,0.00958608709108932,TRUE,2,0.00300000000000011
0.001,95,4,5,100061,"oracle_lambda_profiled_eta0",0.001,66.5842380567862,66.5842380567862,1,-0.355409007877991,-0.355409007877991,0,"interior","interior",2377.83872097433,0,1,1,0.5,FALSE,0.383559539368868,0,TRUE,76,0.328999999999951,"40, 391",1,1,0.5,FALSE,0.293609950456139,0.00827412859255205,TRUE,2,0.00300000000000011
0.001,206,4,1,100062,"joint_lambda_2x_eta0",0.001,98.1061525129209,196.212305025842,2,-0.741826087437467,-0.0486789068775213,0,"interior","interior",2464.60544478374,0,1,1,0.5,FALSE,0.499999999982123,0,TRUE,20,0.273000000000025,"251, 474",1,1,0.5,FALSE,0.50817647826712,0.0163533151801968,TRUE,1,0.00400000000000134
0.001,206,4,1,100062,"joint_lambda_profiled_eta0",0.001,98.1061525129209,98.1061525129209,1,-0.741826087437467,-0.741826087437467,0,"interior","interior",2469.17598433824,0,1,1,0.5,FALSE,0.499999999982123,0,TRUE,52,0.249000000000024,"251, 474",1,1,0.5,FALSE,0.50439388116962,0.00880721840904697,TRUE,1,0.00400000000000134
0.001,206,4,1,100062,"oracle_lambda_2x_eta0",0.001,98.1061525129209,196.212305025842,2,-0.741826087437467,-0.0486789068775213,0,"interior","interior",2464.60544478374,0,1,1,0.5,FALSE,0.499999999982123,0,TRUE,20,0.273000000000025,"251, 474",1,1,0.5,FALSE,0.50817647826712,0.0163533151801968,TRUE,1,0.00400000000000134
0.001,206,4,1,100062,"oracle_lambda_profiled_eta0",0.001,98.1061525129209,98.1061525129209,1,-0.741826087437467,-0.741826087437467,0,"interior","interior",2469.17598433824,0,1,1,0.5,FALSE,0.499999999982123,0,TRUE,52,0.249000000000024,"251, 474",1,1,0.5,FALSE,0.50439388116962,0.00880721840904697,TRUE,1,0.00400000000000134
0.001,206,4,2,100063,"joint_lambda_2x_eta0",0.001,87.988384202847,175.976768405694,2,-0.850671360718758,-0.157524180158813,0,"interior","interior",2379.61926610724,0,2,1,1,TRUE,0.614794816808471,0.229864003855791,TRUE,15,0.684999999999945,"325, 412",2,1,1,TRUE,0.614794816808471,0.229864003855791,FALSE,1,0.00399999999999956
0.001,206,4,2,100063,"joint_lambda_profiled_eta0",0.001,87.988384202847,87.988384202847,1,-0.850671360718758,-0.850671360718758,0,"interior","interior",2385.68823580097,0,2,1,1,TRUE,0.603035287129166,0.209510932239761,TRUE,143,0.66700000000003,"325, 412",2,1,1,TRUE,0.603035287129166,0.209510932239761,FALSE,1,0.00399999999999956
0.001,206,4,2,100063,"oracle_lambda_2x_eta0",0.001,87.988384202847,175.976768405694,2,-0.850671360718758,-0.157524180158813,0,"interior","interior",2379.61926610724,0,2,1,1,TRUE,0.614794816808471,0.229864003855791,TRUE,15,0.684999999999945,"325, 412",2,1,1,TRUE,0.614794816808471,0.229864003855791,FALSE,1,0.00399999999999956
0.001,206,4,2,100063,"oracle_lambda_profiled_eta0",0.001,87.988384202847,87.988384202847,1,-0.850671360718758,-0.850671360718758,0,"interior","interior",2385.68823580097,0,2,1,1,TRUE,0.603035287129166,0.209510932239761,TRUE,143,0.66700000000003,"325, 412",2,1,1,TRUE,0.603035287129166,0.209510932239761,FALSE,1,0.00399999999999956
