"true_lambda","true_eta0","r0_seed","replicate","seed","profile_type","candidate_lambda","raw_eta0_hat","eta0_used","eta0_multiplier","raw_log_eta0_error","used_log_eta0_error","log_lambda_error","eta0_boundary","lower_bound","elbo_below_best","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.001,4599,3,2,100038,"profiled_eta0",0.01,20000,20000,1,1.4698933849962,1.4698933849962,2.30258509299405,"upper",2562.10184955526,-91.4026779210003,2,1,1,TRUE,0.625287984747567,0.277296201211453,TRUE,42,0.780000000000001,"165, 336"
0.001,4599,3,3,100039,"corrected_2x_eta0",1e-05,9.6477471327632,19.2954942655264,2,-6.16686973718928,-5.47372255662933,-4.60517018598809,"interior",2228.54053080854,-419.947846293924,1,1,0.5,FALSE,0.144594938135996,0.00814159106270695,TRUE,78,0.579999999999984,"288, 366"
0.001,4599,3,3,100039,"corrected_2x_eta0",1e-04,131.269623962801,262.539247925603,2,-3.55634076133752,-2.86319358077758,-2.30258509299405,"interior",2555.11859802619,-93.3697790762781,2,1,1,TRUE,0.25293355845128,0.0920080155210831,TRUE,73,0.427999999999969,"288, 366"
0.001,4599,3,3,100039,"corrected_2x_eta0",0.001,1429.23302753523,2858.46605507046,2,-1.16870093255103,-0.475553751991081,0,"interior",2648.48837710247,0,2,0.5,0.5,FALSE,0.258340251842418,0.0263347312729266,TRUE,31,0.212999999999994,"288, 366"
0.001,4599,3,3,100039,"corrected_2x_eta0",0.002,20000,20000,2,1.4698933849962,1.4698933849962,0.693147180559945,"upper",2639.63685744586,-8.85151965660543,2,0.5,0.5,FALSE,0.260254837011616,0.020980542018024,TRUE,19,0.130000000000024,"288, 366"
0.001,4599,3,3,100039,"corrected_2x_eta0",0.004,20000,20000,2,1.4698933849962,1.4698933849962,1.38629436111989,"upper",2612.82909963438,-35.6592774680903,2,0.5,0.5,FALSE,0.260254546293945,0.0210103090709571,TRUE,19,0.274000000000001,"288, 366"
0.001,4599,3,3,100039,"corrected_2x_eta0",0.006,20000,20000,2,1.4698933849962,1.4698933849962,1.79175946922805,"upper",2589.12194428706,-59.36643281541,2,0.5,0.5,FALSE,0.260262597009878,0.0210558610685225,TRUE,20,0.310999999999979,"288, 366"
0.001,4599,3,3,100039,"corrected_2x_eta0",0.008,20000,20000,2,1.4698933849962,1.4698933849962,2.07944154167984,"upper",2568.94091757492,-79.5474595275441,2,0.5,0.5,FALSE,0.260262729332702,0.0210857446760447,TRUE,20,0.338999999999999,"288, 366"
0.001,4599,3,3,100039,"corrected_2x_eta0",0.01,20000,20000,2,1.4698933849962,1.4698933849962,2.30258509299405,"upper",2551.41387594317,-97.074501159298,2,0.5,0.5,FALSE,0.260262996253116,0.0211157034239564,TRUE,20,0.339000000000027,"288, 366"
0.001,4599,3,3,100039,"profiled_eta0",1e-05,9.6477471327632,9.6477471327632,1,-6.16686973718928,-6.16686973718928,-4.60517018598809,"interior",2229.84000866377,-419.263250222344,1,1,0.5,FALSE,0.120844598747337,0.00800004911959495,TRUE,124,0.49199999999999,"288, 366"
0.001,4599,3,3,100039,"profiled_eta0",1e-04,131.269623962801,131.269623962801,1,-3.55634076133752,-3.55634076133752,-2.30258509299405,"interior",2561.17258471354,-87.9306741725704,2,1,1,TRUE,0.256182944948357,0.143358059007385,TRUE,89,0.345999999999975,"288, 366"
0.001,4599,3,3,100039,"profiled_eta0",0.001,1429.23302753523,1429.23302753523,1,-1.16870093255103,-1.16870093255103,0,"interior",2649.10325888611,0,2,0.5,0.5,FALSE,0.256637315557784,0.0329625667693487,TRUE,43,0.164999999999992,"288, 366"
0.001,4599,3,3,100039,"profiled_eta0",0.002,20000,20000,1,1.4698933849962,1.4698933849962,0.693147180559945,"upper",2639.63691225444,-9.46634663166651,2,0.5,0.5,FALSE,0.260256346133789,0.0209855974470915,TRUE,7,0.092000000000013,"288, 366"
0.001,4599,3,3,100039,"profiled_eta0",0.004,20000,20000,1,1.4698933849962,1.4698933849962,1.38629436111989,"upper",2612.82928721362,-36.2739716724946,2,0.5,0.5,FALSE,0.260262002651115,0.0210247912664335,TRUE,15,0.236999999999995,"288, 366"
0.001,4599,3,3,100039,"profiled_eta0",0.006,20000,20000,1,1.4698933849962,1.4698933849962,1.79175946922805,"upper",2589.12186215712,-59.9813967289874,2,0.5,0.5,FALSE,0.260259795701299,0.021050408953751,TRUE,17,0.270999999999987,"288, 366"
0.001,4599,3,3,100039,"profiled_eta0",0.008,20000,20000,1,1.4698933849962,1.4698933849962,2.07944154167984,"upper",2568.94084061972,-80.1624182663932,2,0.5,0.5,FALSE,0.260260075790205,0.0210806600647108,TRUE,18,0.300000000000011,"288, 366"
0.001,4599,3,3,100039,"profiled_eta0",0.01,20000,20000,1,1.4698933849962,1.4698933849962,2.30258509299405,"upper",2551.41379529958,-97.6894635865324,2,0.5,0.5,FALSE,0.260260144387923,0.0211103301695529,TRUE,18,0.301000000000016,"288, 366"
0.001,4599,3,4,100040,"corrected_2x_eta0",1e-05,2,4,2,-7.74044698697998,-7.04729980642003,-4.60517018598809,"lower",2168.14624203758,-530.88758372487,0,0,0,FALSE,0.0153576166827551,0.0149431451797667,TRUE,6,0.445000000000022,"77, 379"
0.001,4599,3,4,100040,"corrected_2x_eta0",1e-04,49.064587982194,98.1291759643881,2,-4.54045661530399,-3.84730943474404,-2.30258509299405,"interior",2550.53666280568,-148.497162956763,1,1,0.5,FALSE,0.262131468864259,0.133655306035477,TRUE,82,0.439999999999998,"77, 379"
0.001,4599,3,4,100040,"corrected_2x_eta0",0.001,20000,20000,2,1.4698933849962,1.4698933849962,0,"upper",2699.03382576245,0,2,1,1,TRUE,0.331384972339207,0.185210956849929,TRUE,64,1.17000000000002,"77, 379"
0.001,4599,3,4,100040,"corrected_2x_eta0",0.002,20000,20000,2,1.4698933849962,1.4698933849962,0.693147180559945,"upper",2690.13861872971,-8.89520703273593,2,1,1,TRUE,0.331529094352643,0.185265063590491,TRUE,64,1.26699999999997,"77, 379"
0.001,4599,3,4,100040,"corrected_2x_eta0",0.004,20000,20000,2,1.4698933849962,1.4698933849962,1.38629436111989,"upper",2659.12880222512,-39.9050235373284,2,1,1,TRUE,0.33182249275567,0.185371166756003,TRUE,65,1.22099999999998,"77, 379"
0.001,4599,3,4,100040,"corrected_2x_eta0",0.006,20000,20000,2,1.4698933849962,1.4698933849962,1.79175946922805,"upper",2632.68091971656,-66.3529060458868,2,1,1,TRUE,0.332109955190722,0.185479126366517,TRUE,65,1.209,"77, 379"
0.001,4599,3,4,100040,"corrected_2x_eta0",0.008,20000,20000,2,1.4698933849962,1.4698933849962,2.07944154167984,"upper",2610.5652220329,-88.4686037295487,2,1,1,TRUE,0.332396995717496,0.185586953556396,TRUE,65,1.28000000000003,"77, 379"
0.001,4599,3,4,100040,"corrected_2x_eta0",0.01,20000,20000,2,1.4698933849962,1.4698933849962,2.30258509299405,"upper",2591.58395522806,-107.449870534384,2,1,1,TRUE,0.332683616243553,0.185694649239127,TRUE,65,1.21500000000003,"77, 379"
0.001,4599,3,4,100040,"profiled_eta0",1e-05,2,2,1,-7.74044698697998,-7.74044698697998,-4.60517018598809,"lower",2169.612314844,-529.421536096077,0,0,0,FALSE,0.0299229798651605,0.0154911614851522,TRUE,102,0.437000000000012,"77, 379"
0.001,4599,3,4,100040,"profiled_eta0",1e-04,49.064587982194,49.064587982194,1,-4.54045661530399,-4.54045661530399,-2.30258509299405,"interior",2552.5225565069,-146.511294433177,1,1,0.5,FALSE,0.201474052709784,0.00881873623868434,TRUE,84,0.347999999999985,"77, 379"
0.001,4599,3,4,100040,"profiled_eta0",0.001,20000,20000,1,1.4698933849962,1.4698933849962,0,"upper",2699.03385094007,0,2,1,1,TRUE,0.331385510155753,0.185210764405288,TRUE,63,1.04000000000002,"77, 379"
0.001,4599,3,4,100040,"profiled_eta0",0.002,20000,20000,1,1.4698933849962,1.4698933849962,0.693147180559945,"upper",2690.13857916695,-8.89527177312721,2,1,1,TRUE,0.331528252272467,0.185265367457379,TRUE,63,1.11599999999999,"77, 379"
0.001,4599,3,4,100040,"profiled_eta0",0.004,20000,20000,1,1.4698933849962,1.4698933849962,1.38629436111989,"upper",2659.12876168275,-39.9050892573282,2,1,1,TRUE,0.331821633929293,0.185371482148415,TRUE,64,1.083,"77, 379"
0.001,4599,3,4,100040,"profiled_eta0",0.006,20000,20000,1,1.4698933849962,1.4698933849962,1.79175946922805,"upper",2632.68087710621,-66.3529738338675,2,1,1,TRUE,0.332109058150684,0.185479461356122,TRUE,64,1.07599999999999,"77, 379"
0.001,4599,3,4,100040,"profiled_eta0",0.008,20000,20000,1,1.4698933849962,1.4698933849962,2.07944154167984,"upper",2610.56522669862,-88.468624241455,2,1,1,TRUE,0.332397093375823,0.18558691647259,TRUE,64,1.14700000000002,"77, 379"
0.001,4599,3,4,100040,"profiled_eta0",0.01,20000,20000,1,1.4698933849962,1.4698933849962,2.30258509299405,"upper",2591.58398850721,-107.449862432864,2,1,1,TRUE,0.332684308986999,0.18569438182428,TRUE,64,1.08500000000001,"77, 379"
0.001,4599,3,5,100041,"corrected_2x_eta0",1e-05,7.27853725700428,14.5570745140086,2,-6.44866425175539,-5.75551707119544,-4.60517018598809,"interior",2222.33761869401,-413.136286270145,1,1,0.5,FALSE,0.0956610435640457,0.00805818343952291,TRUE,77,0.579000000000008,"5, 318"
0.001,4599,3,5,100041,"corrected_2x_eta0",1e-04,61.8673871649553,123.734774329911,2,-4.30860098993848,-3.61545380937853,-2.30258509299405,"interior",2546.30897517304,-89.1649297911135,2,1,1,TRUE,0.337068776100732,0.243041373841669,TRUE,68,0.206999999999994,"5, 318"
0.001,4599,3,5,100041,"corrected_2x_eta0",0.001,797.147113418922,1594.29422683784,2,-1.75255492181972,-1.05940774125977,0,"interior",2635.47390496416,0,2,1,1,TRUE,0.383622753732998,0.31734613010354,TRUE,41,0.092000000000013,"5, 318"
0.001,4599,3,5,100041,"corrected_2x_eta0",0.002,10136.6576620955,20000,2,0.790319436146195,1.4698933849962,0.693147180559945,"interior",2626.88908847832,-8.58481648583438,2,1,1,TRUE,0.387964315238906,0.330494049902461,TRUE,27,0.398000000000025,"5, 318"
0.001,4599,3,5,100041,"corrected_2x_eta0",0.004,20000,20000,2,1.4698933849962,1.4698933849962,1.38629436111989,"upper",2601.02918651571,-34.4447184484457,2,1,1,TRUE,0.387949654450471,0.330454494582929,TRUE,27,0.584000000000003,"5, 318"
0.001,4599,3,5,100041,"corrected_2x_eta0",0.006,20000,20000,2,1.4698933849962,1.4698933849962,1.79175946922805,"upper",2577.61952310027,-57.8543818638836,2,1,1,TRUE,0.387935024989148,0.330415045962891,TRUE,27,0.586000000000013,"5, 318"
0.001,4599,3,5,100041,"corrected_2x_eta0",0.008,20000,20000,2,1.4698933849962,1.4698933849962,2.07944154167984,"upper",2557.63608761205,-77.8378173521046,2,1,1,TRUE,0.387920425459224,0.330375698931789,TRUE,27,0.606999999999999,"5, 318"
0.001,4599,3,5,100041,"corrected_2x_eta0",0.01,20000,20000,2,1.4698933849962,1.4698933849962,2.30258509299405,"upper",2540.28806305227,-95.1858419118848,2,1,1,TRUE,0.387905854139802,0.330336447935442,TRUE,27,0.598000000000013,"5, 318"
0.001,4599,3,5,100041,"profiled_eta0",1e-05,7.27853725700428,7.27853725700428,1,-6.44866425175539,-6.44866425175539,-4.60517018598809,"interior",2223.3552053508,-412.957651042924,1,1,0.5,FALSE,0.0863882508028083,0.00829469178871345,TRUE,122,0.494,"5, 318"
0.001,4599,3,5,100041,"profiled_eta0",1e-04,61.8673871649553,61.8673871649553,1,-4.30860098993848,-4.30860098993848,-2.30258509299405,"interior",2546.92635680041,-89.3864995933113,1,1,0.5,FALSE,0.120302613088667,0.0150921972738909,TRUE,34,0.131,"5, 318"
0.001,4599,3,5,100041,"profiled_eta0",0.001,797.147113418922,797.147113418922,1,-1.75255492181972,-1.75255492181972,0,"interior",2636.31285639372,0,2,1,1,TRUE,0.379181572658144,0.305215489740529,TRUE,13,0.0460000000000207,"5, 318"
0.001,4599,3,5,100041,"profiled_eta0",0.002,10136.6576620955,10136.6576620955,1,0.790319436146195,0.790319436146195,0.693147180559945,"interior",2626.89863694366,-9.41421945006277,2,1,1,TRUE,0.38758193486419,0.329291955116,TRUE,39,0.347000000000008,"5, 318"
0.001,4599,3,5,100041,"profiled_eta0",0.004,20000,20000,1,1.4698933849962,1.4698933849962,1.38629436111989,"upper",2601.02919747437,-35.2836589193494,2,1,1,TRUE,0.387949800641415,0.330454562386643,TRUE,35,0.533999999999992,"5, 318"
0.001,4599,3,5,100041,"profiled_eta0",0.006,20000,20000,1,1.4698933849962,1.4698933849962,1.79175946922805,"upper",2577.61948746887,-58.6933689248517,2,1,1,TRUE,0.387934583109225,0.330414867865993,TRUE,34,0.53400000000002,"5, 318"
0.001,4599,3,5,100041,"profiled_eta0",0.008,20000,20000,1,1.4698933849962,1.4698933849962,2.07944154167984,"upper",2557.63627478666,-78.6765816070642,2,1,1,TRUE,0.387922761620311,0.330376521574952,TRUE,35,0.556000000000012,"5, 318"
0.001,4599,3,5,100041,"profiled_eta0",0.01,20000,20000,1,1.4698933849962,1.4698933849962,2.30258509299405,"upper",2540.28824331708,-96.0246130766445,2,1,1,TRUE,0.387908023051754,0.330337073771984,TRUE,35,0.548000000000002,"5, 318"
0.001,10000,3,1,100042,"corrected_2x_eta0",1e-05,8.49959262076572,16.9991852415314,2,-7.07032213659719,-6.37717495603724,-4.60517018598809,"interior",2305.91168890037,-336.006810018984,1,1,0.5,FALSE,0.219378429432535,0.0111732842281392,TRUE,71,0.446999999999974,"179, 393"
0.001,10000,3,1,100042,"corrected_2x_eta0",1e-04,76.8597493654429,153.719498730886,2,-4.868358047768,-4.17521086720806,-2.30258509299405,"interior",2596.05609051146,-45.8624084078942,2,1,1,TRUE,0.876076508163982,0.869289809919517,TRUE,73,0.36099999999999,"179, 393"
0.001,10000,3,1,100042,"corrected_2x_eta0",0.001,854.446823595898,1708.8936471918,2,-2.45988610237406,-1.76673892181411,0,"interior",2641.91849891935,0,2,1,1,TRUE,0.982391958669669,0.979125253860173,TRUE,56,0.307999999999993,"179, 393"
0.001,10000,3,1,100042,"corrected_2x_eta0",0.002,9927.78845593483,19855.5769118697,2,-0.0072473531415973,0.685899827418348,0.693147180559945,"interior",2628.11831216606,-13.8001867532871,2,1,1,TRUE,0.987355469452012,0.984578581320782,TRUE,36,0.38900000000001,"179, 393"
0.001,10000,3,1,100042,"corrected_2x_eta0",0.004,20000,20000,2,0.693147180559944,0.693147180559944,1.38629436111989,"upper",2600.79115880213,-41.1273401172211,2,1,1,TRUE,0.987408521586154,0.984574933980544,TRUE,36,0.604000000000013,"179, 393"
0.001,10000,3,1,100042,"corrected_2x_eta0",0.006,20000,20000,2,0.693147180559944,0.693147180559944,1.79175946922805,"upper",2577.42370227532,-64.4947966440318,2,1,1,TRUE,0.987457522229856,0.984567430618528,TRUE,36,0.605999999999966,"179, 393"
0.001,10000,3,1,100042,"corrected_2x_eta0",0.008,20000,20000,2,0.693147180559944,0.693147180559944,2.07944154167984,"upper",2557.62460324986,-84.2938956694943,2,1,1,TRUE,0.987498554245635,0.984552252928159,TRUE,35,0.600000000000023,"179, 393"
0.001,10000,3,1,100042,"corrected_2x_eta0",0.01,20000,20000,2,0.693147180559944,0.693147180559944,2.30258509299405,"upper",2540.46624181383,-101.452257105523,2,1,1,TRUE,0.987545519742297,0.984543843157356,TRUE,35,0.691000000000003,"179, 393"
0.001,10000,3,1,100042,"profiled_eta0",1e-05,8.49959262076572,8.49959262076572,1,-7.07032213659719,-7.07032213659719,-4.60517018598809,"interior",2306.93135312925,-335.707536124182,1,1,0.5,FALSE,0.142412175122791,0.0262852809870618,TRUE,96,0.367999999999995,"179, 393"
0.001,10000,3,1,100042,"profiled_eta0",1e-04,76.8597493654429,76.8597493654429,1,-4.868358047768,-4.868358047768,-2.30258509299405,"interior",2594.52471788072,-48.1141713727102,1,1,0.5,FALSE,0.427408320483527,0.0138012238896018,TRUE,73,0.279999999999973,"179, 393"
0.001,10000,3,1,100042,"profiled_eta0",0.001,854.446823595898,854.446823595898,1,-2.45988610237406,-2.45988610237406,0,"interior",2642.63888925343,0,2,1,1,TRUE,0.975751271300403,0.972057361228912,TRUE,63,0.245000000000005,"179, 393"
0.001,10000,3,1,100042,"profiled_eta0",0.002,9927.78845593483,9927.78845593483,1,-0.0072473531415973,-0.0072473531415973,0.693147180559945,"interior",2628.12840727213,-14.5104819813014,2,1,1,TRUE,0.98694576345066,0.984115604642192,TRUE,35,0.320999999999998,"179, 393"
0.001,10000,3,1,100042,"profiled_eta0",0.004,20000,20000,1,0.693147180559944,0.693147180559944,1.38629436111989,"upper",2600.79116836244,-41.8477208909912,2,1,1,TRUE,0.98740877926474,0.984575204410865,TRUE,34,0.536000000000001,"179, 393"
0.001,10000,3,1,100042,"profiled_eta0",0.006,20000,20000,1,0.693147180559944,0.693147180559944,1.79175946922805,"upper",2577.42358300324,-65.2153062501907,2,1,1,TRUE,0.987454144726895,0.984563926671751,TRUE,34,0.537999999999982,"179, 393"
0.001,10000,3,1,100042,"profiled_eta0",0.008,20000,20000,1,0.693147180559944,0.693147180559944,2.07944154167984,"upper",2557.62473083894,-85.0141584144958,2,1,1,TRUE,0.987502249990645,0.984556102615189,TRUE,34,0.535000000000025,"179, 393"
0.001,10000,3,1,100042,"profiled_eta0",0.01,20000,20000,1,0.693147180559944,0.693147180559944,2.30258509299405,"upper",2540.46636940287,-102.172519850567,2,1,1,TRUE,0.987549350262945,0.984547842652678,TRUE,34,0.623999999999995,"179, 393"
0.001,10000,3,2,100043,"corrected_2x_eta0",1e-05,2,4,2,-8.51719319141624,-7.82404601085629,-4.60517018598809,"lower",2214.18109215588,-478.156056099412,0,0,0,FALSE,0.0162940833642001,0.0152299512239876,TRUE,24,1.36699999999996,"487, 494"
0.001,10000,3,2,100043,"corrected_2x_eta0",1e-04,82.08046434962,164.16092869924,2,-4.80264033328878,-4.10949315272884,-2.30258509299405,"interior",2569.05458929679,-123.282558958505,1,1,0.5,FALSE,0.514031434859205,0.028062869718415,TRUE,13,0.27600000000001,"487, 494"
0.001,10000,3,2,100043,"corrected_2x_eta0",0.001,20000,20000,2,0.693147180559944,0.693147180559944,0,"upper",2692.33714825529,0,2,1,1,TRUE,0.794286261411399,0.588572522822797,TRUE,27,0.454999999999984,"487, 494"
0.001,10000,3,2,100043,"corrected_2x_eta0",0.002,20000,20000,2,0.693147180559944,0.693147180559944,0.693147180559945,"upper",2679.05842452877,-13.2787237265215,2,1,1,TRUE,0.793853228617822,0.587706457235644,TRUE,27,0.50800000000001,"487, 494"
0.001,10000,3,2,100043,"corrected_2x_eta0",0.004,20000,20000,2,0.693147180559944,0.693147180559944,1.38629436111989,"upper",2645.31547501865,-47.0216732366403,2,1,1,TRUE,0.792984277232706,0.585968554465412,TRUE,28,0.521999999999991,"487, 494"
0.001,10000,3,2,100043,"corrected_2x_eta0",0.006,20000,20000,2,0.693147180559944,0.693147180559944,1.79175946922805,"upper",2617.77054622543,-74.5666020298631,2,1,1,TRUE,0.792119037398676,0.584238074797351,TRUE,28,0.52000000000001,"487, 494"
0.001,10000,3,2,100043,"corrected_2x_eta0",0.008,20000,20000,2,0.693147180559944,0.693147180559944,2.07944154167984,"upper",2595.07504044487,-97.2621078104257,2,1,1,TRUE,0.791254152726994,0.582508305453989,TRUE,28,0.507000000000005,"487, 494"
0.001,10000,3,2,100043,"corrected_2x_eta0",0.01,20000,20000,2,0.693147180559944,0.693147180559944,2.30258509299405,"upper",2575.7532193521,-116.583928903191,2,1,1,TRUE,0.790389173111552,0.580778346223105,TRUE,29,0.51400000000001,"487, 494"
0.001,10000,3,2,100043,"profiled_eta0",1e-05,2,2,1,-8.51719319141624,-8.51719319141624,-4.60517018598809,"lower",2215.38290145048,-476.954225303086,0,0,0,FALSE,0.0115350995975989,0.0107933328409738,TRUE,304,1.33999999999997,"487, 494"
0.001,10000,3,2,100043,"profiled_eta0",1e-04,82.08046434962,82.08046434962,1,-4.80264033328878,-4.80264033328878,-2.30258509299405,"interior",2573.14870263391,-119.188424119657,1,1,0.5,FALSE,0.504543628242922,0.00908725649399422,TRUE,67,0.260999999999996,"487, 494"
0.001,10000,3,2,100043,"profiled_eta0",0.001,20000,20000,1,0.693147180559944,0.693147180559944,0,"upper",2692.33712675357,0,2,1,1,TRUE,0.794286557787593,0.588573115575186,TRUE,28,0.405000000000001,"487, 494"
0.001,10000,3,2,100043,"profiled_eta0",0.002,20000,20000,1,0.693147180559944,0.693147180559944,0.693147180559945,"upper",2679.0585580089,-13.278568744669,2,1,1,TRUE,0.793851182191998,0.587702364383996,TRUE,28,0.454000000000008,"487, 494"
0.001,10000,3,2,100043,"profiled_eta0",0.004,20000,20000,1,0.693147180559944,0.693147180559944,1.38629436111989,"upper",2645.31535612903,-47.0217706245398,2,1,1,TRUE,0.792985645959449,0.585971291918898,TRUE,28,0.467999999999989,"487, 494"
0.001,10000,3,2,100043,"profiled_eta0",0.006,20000,20000,1,0.693147180559944,0.693147180559944,1.79175946922805,"upper",2617.77064324144,-74.5664835121229,2,1,1,TRUE,0.792118188485572,0.584236376971145,TRUE,29,0.467000000000013,"487, 494"
0.001,10000,3,2,100043,"profiled_eta0",0.008,20000,20000,1,0.693147180559944,0.693147180559944,2.07944154167984,"upper",2595.07512216796,-97.2620045856061,2,1,1,TRUE,0.791253687346422,0.582507374692844,TRUE,29,0.455000000000013,"487, 494"
0.001,10000,3,2,100043,"profiled_eta0",0.01,20000,20000,1,0.693147180559944,0.693147180559944,2.30258509299405,"upper",2575.75305014958,-116.584076603984,2,1,1,TRUE,0.790389628997045,0.58077925799409,TRUE,29,0.459000000000003,"487, 494"
0.001,10000,3,3,100044,"corrected_2x_eta0",1e-05,2.91930763480562,5.83861526961123,2,-8.13899389517928,-7.44584671461933,-4.60517018598809,"interior",2148.88508149101,-531.783986135474,0,0,0,FALSE,0.11705566924828,0.0400815482187089,TRUE,166,0.692000000000007,"346, 431"
0.001,10000,3,3,100044,"corrected_2x_eta0",1e-04,67.0569822747674,134.113964549535,2,-5.00479763232692,-4.31165045176697,-2.30258509299405,"interior",2530.03348289565,-150.635584730827,2,1,1,TRUE,0.434138429855936,0.372645973535321,TRUE,77,0.240000000000009,"346, 431"
0.001,10000,3,3,100044,"corrected_2x_eta0",0.001,8862.38079028262,17724.7615805652,2,-0.120769652252205,0.57237752830774,0,"interior",2680.66906762648,0,2,1,1,TRUE,0.462871182688294,0.40707803344041,TRUE,9,0.0999999999999943,"346, 431"
0.001,10000,3,3,100044,"corrected_2x_eta0",0.002,20000,20000,2,0.693147180559944,0.693147180559944,0.693147180559945,"upper",2676.34325206721,-4.32581555926981,2,1,1,TRUE,0.462898657951162,0.407110981047543,TRUE,9,0.121000000000009,"346, 431"
0.001,10000,3,3,100044,"corrected_2x_eta0",0.004,20000,20000,2,0.693147180559944,0.693147180559944,1.38629436111989,"upper",2648.42334744449,-32.2457201819925,2,1,1,TRUE,0.462877365091151,0.407066368676027,TRUE,9,0.131,"346, 431"
0.001,10000,3,3,100044,"corrected_2x_eta0",0.006,20000,20000,2,0.693147180559944,0.693147180559944,1.79175946922805,"upper",2623.10016208151,-57.5689055449766,2,1,1,TRUE,0.462856194497635,0.407021993421238,TRUE,9,0.130999999999972,"346, 431"
0.001,10000,3,3,100044,"corrected_2x_eta0",0.008,20000,20000,2,0.693147180559944,0.693147180559944,2.07944154167984,"upper",2601.4941079507,-79.1749596757868,2,1,1,TRUE,0.462835143810722,0.406977851806019,TRUE,9,0.127999999999986,"346, 431"
0.001,10000,3,3,100044,"corrected_2x_eta0",0.01,20000,20000,2,0.693147180559944,0.693147180559944,2.30258509299405,"upper",2582.75444162981,-97.9146259966674,2,1,1,TRUE,0.462814210781067,0.406933940554755,TRUE,9,0.129000000000019,"346, 431"
0.001,10000,3,3,100044,"profiled_eta0",1e-05,2.91930763480562,2.91930763480562,1,-8.13899389517928,-8.13899389517928,-4.60517018598809,"interior",2149.02005338028,-531.666033767056,0,0,0,FALSE,0.0591605625575062,0.0448534517102938,TRUE,130,0.498999999999995,"346, 431"
0.001,10000,3,3,100044,"profiled_eta0",1e-04,67.0569822747674,67.0569822747674,1,-5.00479763232692,-5.00479763232692,-2.30258509299405,"interior",2529.76329598392,-150.922791163419,1,1,0.5,FALSE,0.187213904299849,0.0130458263549815,TRUE,41,0.155000000000001,"346, 431"
0.001,10000,3,3,100044,"profiled_eta0",0.001,8862.38079028262,8862.38079028262,1,-0.120769652252205,-0.120769652252205,0,"interior",2680.68608714734,0,2,1,1,TRUE,0.462540506341126,0.406582879700683,TRUE,11,0.0829999999999984,"346, 431"
0.001,10000,3,3,100044,"profiled_eta0",0.002,20000,20000,1,0.693147180559944,0.693147180559944,0.693147180559945,"upper",2676.34346566456,-4.34262148277639,2,1,1,TRUE,0.46290167712728,0.407104091252668,TRUE,7,0.103000000000009,"346, 431"
0.001,10000,3,3,100044,"profiled_eta0",0.004,20000,20000,1,0.693147180559944,0.693147180559944,1.38629436111989,"upper",2648.42355021261,-32.262536934727,2,1,1,TRUE,0.462876105864089,0.407063248278715,TRUE,7,0.113,"346, 431"
0.001,10000,3,3,100044,"profiled_eta0",0.006,20000,20000,1,0.693147180559944,0.693147180559944,1.79175946922805,"upper",2623.10035645034,-57.5857306969983,2,1,1,TRUE,0.462855091156846,0.407019121037214,TRUE,7,0.113999999999976,"346, 431"
0.001,10000,3,3,100044,"profiled_eta0",0.008,20000,20000,1,0.693147180559944,0.693147180559944,2.07944154167984,"upper",2601.49429376641,-79.1917933809295,2,1,1,TRUE,0.462834193285198,0.40697521993065,TRUE,7,0.11099999999999,"346, 431"
0.001,10000,3,3,100044,"profiled_eta0",0.01,20000,20000,1,0.693147180559944,0.693147180559944,2.30258509299405,"upper",2582.75461873439,-97.931468412949,2,1,1,TRUE,0.462813410263481,0.406931542118462,TRUE,7,0.112000000000023,"346, 431"
0.001,10000,3,4,100045,"corrected_2x_eta0",1e-05,2,4,2,-8.51719319141624,-7.82404601085629,-4.60517018598809,"lower",2205.04427129564,-460.028452436352,0,0,0,FALSE,0.0156551899768225,0.0150199543322483,TRUE,25,0.632000000000005,"214, 324"
0.001,10000,3,4,100045,"corrected_2x_eta0",1e-04,83.5801186448712,167.160237289742,2,-4.7845346954208,-4.09138751486085,-2.30258509299405,"interior",2552.94642371071,-112.126300021282,2,1,1,TRUE,0.871801798370367,0.743603596740734,TRUE,78,0.283999999999992,"214, 324"
0.001,10000,3,4,100045,"corrected_2x_eta0",0.001,2212.29307709574,4424.58615419149,2,-1.50855552394429,-0.815408343384341,0,"interior",2665.072723732,0,2,1,1,TRUE,0.979272406150838,0.958544812301677,TRUE,72,0.631,"214, 324"
0.001,10000,3,4,100045,"corrected_2x_eta0",0.002,20000,20000,2,0.693147180559944,0.693147180559944,0.693147180559945,"upper",2658.70705505022,-6.36566868178124,2,1,1,TRUE,0.981432009630089,0.962864019260178,TRUE,71,1.47699999999998,"214, 324"
0.001,10000,3,4,100045,"corrected_2x_eta0",0.004,20000,20000,2,0.693147180559944,0.693147180559944,1.38629436111989,"upper",2632.00066907765,-33.0720546543416,2,1,1,TRUE,0.981209536178567,0.962419072357134,TRUE,71,1.333,"214, 324"
0.001,10000,3,4,100045,"corrected_2x_eta0",0.006,20000,20000,2,0.693147180559944,0.693147180559944,1.79175946922805,"upper",2607.90310735831,-57.1696163736883,2,1,1,TRUE,0.980985134034671,0.961970268069342,TRUE,72,1.30200000000002,"214, 324"
