"true_lambda","true_eta0","r0_seed","replicate","seed","candidate_lambda","eta0_hat","log_eta0_error","log_lambda_error","eta0_boundary","lower_bound","elbo_below_best","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.001,972,4,5,100076,0.025,20000,3.02413174807569,3.2188758248682,"upper",2458.50789647976,-155.598816558231,2,1,1,TRUE,0.999999996270383,0.999999992540767,TRUE,13,0.225999999999999,"118, 328"
0.001,972,4,5,100076,0.03,20000,3.02413174807569,3.40119738166216,"upper",2438.13120905233,-175.975503985657,2,1,1,TRUE,0.999999996408511,0.999999992817023,TRUE,13,0.225999999999999,"118, 328"
0.001,2115,4,1,100077,1e-05,2,-6.96366291092043,-4.60517018598809,"lower",2247.0533961657,-456.523939287256,0,0,0,FALSE,0.0147067228379165,0.0139473535982395,TRUE,240,1.04399999999998,"15, 227"
0.001,2115,4,1,100077,1e-04,66.0155917208774,-3.46691913915869,-2.30258509299405,"interior",2592.62293133804,-110.954404114919,1,1,0.5,FALSE,0.504188253783289,0.00838145146645275,TRUE,80,0.528999999999996,"15, 227"
0.001,2115,4,1,100077,0.001,3792.8485479369,0.58406252005116,0,"interior",2703.57733545296,0,1,1,0.5,FALSE,0.807686344591543,0.61537268918333,TRUE,62,0.504999999999995,"15, 227"
0.001,2115,4,1,100077,0.003,20000,2.24667746105575,1.09861228866811,"upper",2673.21456869139,-30.3627667615688,1,1,0.5,FALSE,0.82673625766755,0.653472515335227,TRUE,54,0.980000000000018,"15, 227"
0.001,2115,4,1,100077,0.005,20000,2.24667746105575,1.6094379124341,"upper",2641.62382551713,-61.9535099358254,1,1,0.5,FALSE,0.827110499060919,0.654220998121967,TRUE,54,1.02599999999995,"15, 227"
0.001,2115,4,1,100077,0.008,20000,2.24667746105575,2.07944154167984,"upper",2604.56172144844,-99.0156140045146,1,1,0.5,FALSE,0.827665286531914,0.655330573063957,TRUE,54,0.986999999999966,"15, 227"
0.001,2115,4,1,100077,0.01,20000,2.24667746105575,2.30258509299405,"upper",2584.48288698662,-119.094448466341,1,1,0.5,FALSE,0.828030792427404,0.65606158485494,TRUE,54,1.03199999999993,"15, 227"
0.001,2115,4,1,100077,0.015,20000,2.24667746105575,2.70805020110221,"upper",2544.12509855413,-159.452236898823,1,1,0.5,FALSE,0.828929474805097,0.657858949610328,TRUE,54,0.997999999999934,"15, 227"
0.001,2115,4,1,100077,0.02,20000,2.24667746105575,2.99573227355399,"upper",2512.57192135914,-191.005414093816,1,1,0.5,FALSE,0.829806968807879,0.659613937615894,TRUE,54,1.005,"15, 227"
0.001,2115,4,1,100077,0.025,20000,2.24667746105575,3.2188758248682,"upper",2486.48058566419,-217.096749788773,1,1,0.5,FALSE,0.830670337206035,0.661340674412207,TRUE,54,0.990999999999985,"15, 227"
0.001,2115,4,1,100077,0.03,20000,2.24667746105575,3.40119738166216,"upper",2464.13347914041,-239.443856312551,1,1,0.5,FALSE,0.831525032399178,0.663050064798495,TRUE,53,0.956000000000017,"15, 227"
0.001,2115,4,2,100078,1e-05,2,-6.96366291092043,-4.60517018598809,"lower",2242.91848907766,-457.932625909746,0,0,0,FALSE,0.0389797089649792,0.0234165110598953,TRUE,204,0.909999999999968,"423, 488"
0.001,2115,4,2,100078,1e-04,75.1390198598689,-3.33747009560557,-2.30258509299405,"interior",2592.64355683621,-108.207558151193,1,1,0.5,FALSE,0.281477987906206,0.00844353061524317,TRUE,77,0.333000000000084,"423, 488"
0.001,2115,4,2,100078,0.001,3213.48087329225,0.418299921327018,0,"interior",2700.85111498741,0,1,1,0.5,FALSE,0.611685185253398,0.582438405828707,TRUE,69,0.588999999999942,"423, 488"
0.001,2115,4,2,100078,0.003,20000,2.24667746105575,1.09861228866811,"upper",2670.01034211405,-30.8407728733509,1,1,0.5,FALSE,0.634692457393978,0.62287916804058,TRUE,61,1.101,"423, 488"
0.001,2115,4,2,100078,0.005,20000,2.24667746105575,1.6094379124341,"upper",2638.89858220963,-61.952532777771,1,1,0.5,FALSE,0.634766756048934,0.623009497194432,TRUE,61,1.14599999999996,"423, 488"
0.001,2115,4,2,100078,0.008,20000,2.24667746105575,2.07944154167984,"upper",2602.43786286746,-98.4132521199476,1,1,0.5,FALSE,0.634894480242995,0.623235394865204,TRUE,62,1.14300000000003,"423, 488"
0.001,2115,4,2,100078,0.01,20000,2.24667746105575,2.30258509299405,"upper",2582.66699044425,-118.184124543153,1,1,0.5,FALSE,0.634963888039019,0.62335569314059,TRUE,62,1.35500000000002,"423, 488"
0.001,2115,4,2,100078,0.015,20000,2.24667746105575,2.70805020110221,"upper",2542.87319696831,-157.977918019094,1,1,0.5,FALSE,0.635148330156556,0.623675912482307,TRUE,63,1.17100000000005,"423, 488"
0.001,2115,4,2,100078,0.02,20000,2.24667746105575,2.99573227355399,"upper",2511.704928446,-189.146186541407,1,1,0.5,FALSE,0.635300037970816,0.623932058793847,TRUE,63,1.18399999999997,"423, 488"
0.001,2115,4,2,100078,0.025,20000,2.24667746105575,3.2188758248682,"upper",2485.89265322809,-214.958461759317,1,1,0.5,FALSE,0.635458276406267,0.624198733128557,TRUE,64,1.1880000000001,"423, 488"
0.001,2115,4,2,100078,0.03,20000,2.24667746105575,3.40119738166216,"upper",2463.75421138188,-237.09690360553,1,1,0.5,FALSE,0.635582834494697,0.624399495029498,TRUE,64,1.17399999999998,"423, 488"
0.001,2115,4,3,100079,1e-05,2,-6.96366291092043,-4.60517018598809,"lower",2277.6142480839,-419.478449953321,0,0,0,FALSE,0.0184551698925175,0.0175742896923851,TRUE,168,0.769000000000005,"25, 400"
0.001,2115,4,3,100079,1e-04,59.4869215283691,-3.57105360933562,-2.30258509299405,"interior",2600.57936026512,-96.5133377721049,1,1,0.5,FALSE,0.505434650657318,0.0108693256432576,TRUE,79,0.326999999999998,"25, 400"
0.001,2115,4,3,100079,0.001,3045.97720269592,0.364766957605265,0,"interior",2697.09269803722,0,2,1,1,TRUE,0.766776498527154,0.533552997054308,TRUE,74,0.603999999999928,"25, 400"
0.001,2115,4,3,100079,0.003,20000,2.24667746105575,1.09861228866811,"upper",2665.77554174968,-31.3171562875482,2,1,1,TRUE,0.767516431471745,0.53503286294349,TRUE,75,1.38700000000006,"25, 400"
0.001,2115,4,3,100079,0.005,20000,2.24667746105575,1.6094379124341,"upper",2635.21140158185,-61.8812964553699,2,1,1,TRUE,0.76746466622491,0.534929332449819,TRUE,76,1.43600000000004,"25, 400"
0.001,2115,4,3,100079,0.008,20000,2.24667746105575,2.07944154167984,"upper",2599.244112875,-97.8485851622277,2,1,1,TRUE,0.767383629505757,0.534767259011513,TRUE,76,1.46500000000003,"25, 400"
0.001,2115,4,3,100079,0.01,20000,2.24667746105575,2.30258509299405,"upper",2579.66107856351,-117.431619473716,2,1,1,TRUE,0.767331857890517,0.534663715781034,TRUE,77,1.45600000000002,"25, 400"
0.001,2115,4,3,100079,0.015,20000,2.24667746105575,2.70805020110221,"upper",2540.10410531346,-156.988592723764,2,1,1,TRUE,0.767196947268695,0.534393894537391,TRUE,77,1.41499999999996,"25, 400"
0.001,2115,4,3,100079,0.02,20000,2.24667746105575,2.99573227355399,"upper",2509.0246989633,-188.067999073926,2,1,1,TRUE,0.767064337797519,0.534128675595038,TRUE,78,1.62100000000009,"25, 400"
0.001,2115,4,3,100079,0.025,20000,2.24667746105575,3.2188758248682,"upper",2483.24415726971,-213.848540767516,2,1,1,TRUE,0.766929676205578,0.533859352411156,TRUE,78,1.46799999999996,"25, 400"
0.001,2115,4,3,100079,0.03,20000,2.24667746105575,3.40119738166216,"upper",2461.11561001149,-235.977088025735,2,1,1,TRUE,0.766795135670277,0.533590271340555,TRUE,78,1.471,"25, 400"
0.001,2115,4,4,100080,1e-05,2,-6.96366291092043,-4.60517018598809,"lower",2197.33813091192,-489.106722432775,0,0,0,FALSE,0.0311970153811049,0.0289420442931575,TRUE,132,0.576000000000022,"21, 49"
0.001,2115,4,4,100080,1e-04,59.8021013459615,-3.5657692915766,-2.30258509299405,"interior",2556.35564697702,-130.089206367671,1,1,0.5,FALSE,0.504313108037845,0.00862647565095853,TRUE,77,0.330000000000041,"21, 49"
0.001,2115,4,4,100080,0.001,1963.14531256958,-0.074506874182311,0,"interior",2686.44485334469,0,2,1,1,TRUE,0.999938569040348,0.999877138080702,TRUE,8,0.0300000000000864,"21, 49"
0.001,2115,4,4,100080,0.003,20000,2.24667746105575,1.09861228866811,"upper",2661.02384153252,-25.4210118121709,2,1,1,TRUE,0.999980529813029,0.999961059626058,TRUE,6,0.0789999999999509,"21, 49"
0.001,2115,4,4,100080,0.005,20000,2.24667746105575,1.6094379124341,"upper",2631.09591860776,-55.3489347369382,2,1,1,TRUE,0.999980769664174,0.999961539328349,TRUE,6,0.115000000000009,"21, 49"
0.001,2115,4,4,100080,0.008,20000,2.24667746105575,2.07944154167984,"upper",2595.38744085599,-91.0574124887053,2,1,1,TRUE,0.999981062164196,0.999962124328394,TRUE,6,0.110000000000014,"21, 49"
0.001,2115,4,4,100080,0.01,20000,2.24667746105575,2.30258509299405,"upper",2575.91425842256,-110.530594922138,2,1,1,TRUE,0.999981253137641,0.999962506275282,TRUE,6,0.119000000000028,"21, 49"
0.001,2115,4,4,100080,0.015,20000,2.24667746105575,2.70805020110221,"upper",2536.61386110327,-149.830992241427,2,1,1,TRUE,0.999981716962209,0.99996343392442,TRUE,6,0.120000000000005,"21, 49"
0.001,2115,4,4,100080,0.02,20000,2.24667746105575,2.99573227355399,"upper",2505.78446965108,-180.660383693616,2,1,1,TRUE,0.999982162138081,0.999964324276162,TRUE,6,0.117000000000075,"21, 49"
0.001,2115,4,4,100080,0.025,20000,2.24667746105575,3.2188758248682,"upper",2480.24083459981,-206.204018744888,2,1,1,TRUE,0.999982589606624,0.999965179213249,TRUE,6,0.11099999999999,"21, 49"
0.001,2115,4,4,100080,0.03,20000,2.24667746105575,3.40119738166216,"upper",2458.33116082114,-228.113692523557,2,1,1,TRUE,0.999983000254053,0.999966000508106,TRUE,6,0.115999999999985,"21, 49"
0.001,2115,4,5,100081,1e-05,2,-6.96366291092043,-4.60517018598809,"lower",2215.47135841743,-452.786992388093,0,0,0,FALSE,0.0268656734598899,0.0260756335417857,TRUE,190,0.845000000000027,"68, 173"
0.001,2115,4,5,100081,1e-04,60.3563512737164,-3.55654390881615,-2.30258509299405,"interior",2558.08373137411,-110.174619431416,1,1,0.5,FALSE,0.152287208389748,0.00932910112592444,TRUE,79,0.345000000000027,"68, 173"
0.001,2115,4,5,100081,0.001,1210.30586263025,-0.558181705799567,0,"interior",2668.25835080552,0,2,1,1,TRUE,0.695438365798066,0.390876731706503,TRUE,62,0.246999999999957,"68, 173"
0.001,2115,4,5,100081,0.003,20000,2.24667746105575,1.09861228866811,"upper",2639.56414172785,-28.6942090776715,2,1,1,TRUE,0.707657222328886,0.415314444660799,TRUE,41,0.716000000000008,"68, 173"
0.001,2115,4,5,100081,0.005,20000,2.24667746105575,1.6094379124341,"upper",2610.57970581831,-57.6786449872166,2,1,1,TRUE,0.707657443387624,0.415314886778332,TRUE,42,0.796000000000049,"68, 173"
0.001,2115,4,5,100081,0.008,20000,2.24667746105575,2.07944154167984,"upper",2576.15222824213,-92.1061225633962,2,1,1,TRUE,0.707657823919044,0.41531564784126,TRUE,43,0.81899999999996,"68, 173"
0.001,2115,4,5,100081,0.01,20000,2.24667746105575,2.30258509299405,"upper",2557.38188895855,-110.876461846974,2,1,1,TRUE,0.707658318017955,0.415316636039142,TRUE,43,0.810000000000059,"68, 173"
0.001,2115,4,5,100081,0.015,20000,2.24667746105575,2.70805020110221,"upper",2519.45200739221,-148.806343413315,2,1,1,TRUE,0.707659759967701,0.41531951993879,TRUE,43,0.802000000000021,"68, 173"
0.001,2115,4,5,100081,0.02,20000,2.24667746105575,2.99573227355399,"upper",2489.63407005274,-178.624280752782,2,1,1,TRUE,0.707661489391772,0.415322978787099,TRUE,43,0.798000000000002,"68, 173"
0.001,2115,4,5,100081,0.025,20000,2.24667746105575,3.2188758248682,"upper",2464.88295803585,-203.375392769676,2,1,1,TRUE,0.707663499197963,0.415326998399656,TRUE,43,0.785000000000082,"68, 173"
0.001,2115,4,5,100081,0.03,20000,2.24667746105575,3.40119738166216,"upper",2443.62132073027,-224.63703007525,2,1,1,TRUE,0.707665785542607,0.415331571089127,TRUE,43,0.788999999999987,"68, 173"
0.001,4599,4,1,100082,1e-05,4.13555339245136,-7.01397301671263,-4.60517018598809,"interior",2183.54457635093,-495.555683269823,0,0,0,FALSE,0.111280545648524,0.0537278521540606,TRUE,265,1.14599999999996,"4, 144"
0.001,4599,4,1,100082,1e-04,49.901156652321,-4.52354998564586,-2.30258509299405,"interior",2543.0502792445,-136.049980376247,1,1,0.5,FALSE,0.137842417991802,0.00823145031646355,TRUE,80,0.331999999999994,"4, 144"
0.001,4599,4,1,100082,0.001,1205.43078972694,-1.33900188365565,0,"interior",2679.10025962075,0,2,1,1,TRUE,0.646439393643222,0.295047252675132,TRUE,75,0.307999999999993,"4, 144"
0.001,4599,4,1,100082,0.003,20000,1.4698933849962,1.09861228866811,"upper",2663.5042754133,-15.5959842074512,2,1,1,TRUE,0.645381589073663,0.291637995262806,TRUE,56,1.19399999999996,"4, 144"
0.001,4599,4,1,100082,0.005,20000,1.4698933849962,1.6094379124341,"upper",2637.20648681275,-41.8937728079968,2,1,1,TRUE,0.645394174046679,0.29164125200882,TRUE,57,0.999000000000024,"4, 144"
0.001,4599,4,1,100082,0.008,20000,1.4698933849962,2.07944154167984,"upper",2604.10206229273,-74.9981973280178,2,1,1,TRUE,0.645405742245563,0.29163228720756,TRUE,57,0.994000000000028,"4, 144"
0.001,4599,4,1,100082,0.01,20000,1.4698933849962,2.30258509299405,"upper",2585.62800957607,-93.4722500446801,2,1,1,TRUE,0.645412971206728,0.291626156978815,TRUE,57,1.048,"4, 144"
0.001,4599,4,1,100082,0.015,20000,1.4698933849962,2.70805020110221,"upper",2547.7643140624,-131.335945558344,2,1,1,TRUE,0.645433679012472,0.291619070350091,TRUE,58,1.06100000000004,"4, 144"
0.001,4599,4,1,100082,0.02,20000,1.4698933849962,2.99573227355399,"upper",2517.66786442176,-161.432395198987,2,1,1,TRUE,0.645447960084635,0.291602426153666,TRUE,58,1.04600000000005,"4, 144"
0.001,4599,4,1,100082,0.025,20000,1.4698933849962,3.2188758248682,"upper",2492.53786738144,-186.562392239311,2,1,1,TRUE,0.645459579960475,0.291583726371228,TRUE,58,1.01400000000001,"4, 144"
0.001,4599,4,1,100082,0.03,20000,1.4698933849962,3.40119738166216,"upper",2470.87207787613,-208.228181744617,2,1,1,TRUE,0.64547334968182,0.291572594371497,TRUE,59,1.06200000000001,"4, 144"
0.001,4599,4,2,100083,1e-05,6.63105302283428,-6.54183054898033,-4.60517018598809,"interior",2179.62547160581,-503.985361589065,1,1,0.5,FALSE,0.102391812811466,0.00797254555129834,TRUE,181,0.746999999999957,"250, 325"
0.001,4599,4,2,100083,1e-04,72.9288241986494,-4.14411021300133,-2.30258509299405,"interior",2545.39129815934,-138.21953503554,1,1,0.5,FALSE,0.131564531827245,0.00844602777166703,TRUE,77,0.309000000000083,"250, 325"
0.001,4599,4,2,100083,0.001,1911.03325964188,-0.878194819138243,0,"interior",2683.61083319488,0,2,1,1,TRUE,0.689433834433969,0.381249568949637,TRUE,73,0.300999999999931,"250, 325"
0.001,4599,4,2,100083,0.003,20000,1.4698933849962,1.09861228866811,"upper",2659.24800089418,-24.3628323006956,2,1,1,TRUE,0.700421406544771,0.401765482938821,TRUE,67,1.18700000000001,"250, 325"
0.001,4599,4,2,100083,0.005,20000,1.4698933849962,1.6094379124341,"upper",2629.41445503167,-54.1963781632071,2,1,1,TRUE,0.700425756560099,0.401759519853574,TRUE,67,1.20600000000002,"250, 325"
0.001,4599,4,2,100083,0.008,20000,1.4698933849962,2.07944154167984,"upper",2593.95324568486,-89.6575875100116,2,1,1,TRUE,0.700432034670952,0.401750718171691,TRUE,68,1.21600000000001,"250, 325"
0.001,4599,4,2,100083,0.01,20000,1.4698933849962,2.30258509299405,"upper",2574.70727817775,-108.903555017129,2,1,1,TRUE,0.700436418005343,0.401745212571671,TRUE,68,1.21500000000003,"250, 325"
0.001,4599,4,2,100083,0.015,20000,1.4698933849962,2.70805020110221,"upper",2536.02545527082,-147.585377924056,2,1,1,TRUE,0.700446810065229,0.401731739623599,TRUE,69,1.45899999999995,"250, 325"
0.001,4599,4,2,100083,0.02,20000,1.4698933849962,2.99573227355399,"upper",2505.78103585186,-177.829797343012,2,1,1,TRUE,0.700456921133214,0.401719028903963,TRUE,70,1.29200000000003,"250, 325"
0.001,4599,4,2,100083,0.025,20000,1.4698933849962,3.2188758248682,"upper",2480.75500201634,-202.855831178531,2,1,1,TRUE,0.70046695482455,0.401707073860482,TRUE,70,1.34800000000007,"250, 325"
0.001,4599,4,2,100083,0.03,20000,1.4698933849962,3.40119738166216,"upper",2459.29667193923,-224.314161255646,2,1,1,TRUE,0.700476447736474,0.401695660579423,TRUE,71,1.322,"250, 325"
0.001,4599,4,3,100084,1e-05,2,-7.74044698697998,-4.60517018598809,"lower",2193.78992878122,-481.492885408266,0,0,0,FALSE,0.0201390297516133,0.0197071254468861,TRUE,174,0.76400000000001,"98, 123"
0.001,4599,4,3,100084,1e-04,63.2273190974296,-4.28685769558653,-2.30258509299405,"interior",2546.60619615507,-128.676618034413,1,1,0.5,FALSE,0.287079553778651,0.0086016250053027,TRUE,77,0.311000000000035,"98, 123"
0.001,4599,4,3,100084,0.001,1357.93221844082,-1.21987577344987,0,"interior",2675.28281418948,0,2,1,1,TRUE,0.875206318122391,0.754806480124207,TRUE,71,0.294000000000096,"98, 123"
0.001,4599,4,3,100084,0.003,20000,1.4698933849962,1.09861228866811,"upper",2657.13889582071,-18.1439183687771,2,1,1,TRUE,0.8910406203787,0.783799617331542,TRUE,57,1,"98, 123"
0.001,4599,4,3,100084,0.005,20000,1.4698933849962,1.6094379124341,"upper",2630.11296131665,-45.1698528728307,2,1,1,TRUE,0.891009679483869,0.78374861504381,TRUE,57,1.01499999999999,"98, 123"
0.001,4599,4,3,100084,0.008,20000,1.4698933849962,2.07944154167984,"upper",2596.3337481819,-78.9490660075894,2,1,1,TRUE,0.890963352310408,0.783672516501571,TRUE,57,1.01200000000006,"98, 123"
0.001,4599,4,3,100084,0.01,20000,1.4698933849962,2.30258509299405,"upper",2577.52526196621,-97.7575522232783,2,1,1,TRUE,0.89093233069527,0.783621348964235,TRUE,56,0.997999999999934,"98, 123"
0.001,4599,4,3,100084,0.015,20000,1.4698933849962,2.70805020110221,"upper",2539.01734031707,-136.265473872411,2,1,1,TRUE,0.89085507079119,0.783494695995499,TRUE,55,1.04100000000005,"98, 123"
0.001,4599,4,3,100084,0.02,20000,1.4698933849962,2.99573227355399,"upper",2508.42291808268,-166.859896106801,2,1,1,TRUE,0.890777945061847,0.783368757378403,TRUE,54,0.990000000000009,"98, 123"
0.001,4599,4,3,100084,0.025,20000,1.4698933849962,3.2188758248682,"upper",2482.87319352822,-192.409620661267,2,1,1,TRUE,0.890700868863769,0.783243118259533,TRUE,52,0.94500000000005,"98, 123"
0.001,4599,4,3,100084,0.03,20000,1.4698933849962,3.40119738166216,"upper",2460.83663856045,-214.446175629038,2,1,1,TRUE,0.89062420538043,0.783119032855149,TRUE,51,0.900999999999954,"98, 123"
0.001,4599,4,4,100085,1e-05,2,-7.74044698697998,-4.60517018598809,"lower",2218.12930112187,-492.791752576899,0,0,0,FALSE,0.035366827286406,0.030651242367338,TRUE,167,0.937000000000012,"111, 480"
0.001,4599,4,4,100085,1e-04,61.3388500230384,-4.31718075661615,-2.30258509299405,"interior",2580.782431638,-130.13862206077,1,1,0.5,FALSE,0.153841752310889,0.00883306176639387,TRUE,72,0.30499999999995,"111, 480"
0.001,4599,4,4,100085,0.001,20000,1.4698933849962,0,"upper",2710.92105369877,0,2,1,1,TRUE,0.201054157071781,0.0705424648080983,TRUE,37,0.644000000000005,"111, 480"
0.001,4599,4,4,100085,0.003,20000,1.4698933849962,1.09861228866811,"upper",2678.71464972056,-32.206403978209,2,1,1,TRUE,0.20111146726678,0.07066356521673,TRUE,37,0.657000000000039,"111, 480"
0.001,4599,4,4,100085,0.005,20000,1.4698933849962,1.6094379124341,"upper",2646.70780747243,-64.2132462263357,2,1,1,TRUE,0.201168843971179,0.0707853794912726,TRUE,37,0.663999999999987,"111, 480"
0.001,4599,4,4,100085,0.008,20000,1.4698933849962,2.07944154167984,"upper",2609.56415580786,-101.356897890907,2,1,1,TRUE,0.201255442097638,0.0709691010573756,TRUE,37,0.662000000000035,"111, 480"
0.001,4599,4,4,100085,0.01,20000,1.4698933849962,2.30258509299405,"upper",2589.49970807301,-121.421345625762,2,1,1,TRUE,0.201313534791798,0.0710922580619486,TRUE,37,0.658000000000015,"111, 480"
0.001,4599,4,4,100085,0.015,20000,1.4698933849962,2.70805020110221,"upper",2549.17121670673,-161.749836992035,2,1,1,TRUE,0.201458037852458,0.0714050807009252,TRUE,36,0.644000000000005,"111, 480"
0.001,4599,4,4,100085,0.02,20000,1.4698933849962,2.99573227355399,"upper",2517.59106577742,-193.329987921353,2,1,1,TRUE,0.201606587600029,0.0717190984610452,TRUE,36,0.653999999999996,"111, 480"
0.001,4599,4,4,100085,0.025,20000,1.4698933849962,3.2188758248682,"upper",2491.42747881853,-219.493574880242,2,1,1,TRUE,0.201755318598872,0.0720398147159798,TRUE,35,0.638000000000034,"111, 480"
0.001,4599,4,4,100085,0.03,20000,1.4698933849962,3.40119738166216,"upper",2468.9796668251,-241.941386873666,2,1,1,TRUE,0.20190657520443,0.0723644403390838,TRUE,34,0.588999999999942,"111, 480"
0.001,4599,4,5,100086,1e-05,2.97608526345293,-7.34298540062569,-4.60517018598809,"interior",2225.71563801737,-481.99381870162,0,0,0,FALSE,0.0602385364957939,0.0281690908396559,TRUE,133,0.537000000000035,"23, 145"
0.001,4599,4,5,100086,1e-04,56.2056282964582,-4.40457726803091,-2.30258509299405,"interior",2577.10495178246,-130.604504936529,1,1,0.5,FALSE,0.175084778094991,0.0106653361725989,TRUE,77,0.319999999999936,"23, 145"
0.001,4599,4,5,100086,0.001,10957.1277631168,0.868151293207895,0,"interior",2707.70945671899,0,2,1,1,TRUE,0.664618987142224,0.337269019950516,TRUE,58,0.577999999999975,"23, 145"
0.001,4599,4,5,100086,0.003,20000,1.4698933849962,1.09861228866811,"upper",2677.68985224762,-30.0196044713666,2,1,1,TRUE,0.664700859851383,0.337133424315134,TRUE,59,1.06200000000001,"23, 145"
0.001,4599,4,5,100086,0.005,20000,1.4698933849962,1.6094379124341,"upper",2646.52156034915,-61.1878963698373,2,1,1,TRUE,0.664700762613378,0.337154652855069,TRUE,59,1.06399999999996,"23, 145"
0.001,4599,4,5,100086,0.008,20000,1.4698933849962,2.07944154167984,"upper",2609.924497605,-97.7849591139807,2,1,1,TRUE,0.664700443310905,0.337185409074386,TRUE,58,1.04399999999998,"23, 145"
0.001,4599,4,5,100086,0.01,20000,1.4698933849962,2.30258509299405,"upper",2590.06575760685,-117.64369911214,2,1,1,TRUE,0.664700378385733,0.337206729280595,TRUE,58,1.04700000000003,"23, 145"
0.001,4599,4,5,100086,0.015,20000,1.4698933849962,2.70805020110221,"upper",2550.06993142835,-157.639525290634,2,1,1,TRUE,0.664700107383838,0.337259060313254,TRUE,57,1.02800000000002,"23, 145"
0.001,4599,4,5,100086,0.02,20000,1.4698933849962,2.99573227355399,"upper",2518.71487108176,-188.994585637226,2,1,1,TRUE,0.664699998476148,0.337311718593083,TRUE,56,1.23199999999997,"23, 145"
0.001,4599,4,5,100086,0.025,20000,1.4698933849962,3.2188758248682,"upper",2492.72152558793,-214.987931131053,2,1,1,TRUE,0.664699958608427,0.337363638150232,TRUE,54,0.975000000000023,"23, 145"
0.001,4599,4,5,100086,0.03,20000,1.4698933849962,3.40119738166216,"upper",2470.40491528551,-237.304541433473,2,1,1,TRUE,0.664700382546393,0.337417262236516,TRUE,53,0.97199999999998,"23, 145"
0.001,10000,4,1,100087,1e-05,2,-8.51719319141624,-4.60517018598809,"lower",2131.57492018967,-523.863633561125,0,0,0,FALSE,0.0212056284072314,0.0201339964327306,TRUE,167,0.747999999999934,"237, 405"
0.001,10000,4,1,100087,1e-04,52.1535711705951,-5.25614771405144,-2.30258509299405,"interior",2500.56411687695,-154.87443687384,1,1,0.5,FALSE,0.504429717292496,0.0088594367111805,TRUE,71,0.30600000000004,"237, 405"
0.001,10000,4,1,100087,0.001,966.015189567564,-2.33716081369726,0,"interior",2655.43855375079,0,2,1,1,TRUE,0.995825176695916,0.991650353391832,TRUE,64,0.240000000000009,"237, 405"
0.001,10000,4,1,100087,0.003,20000,0.693147180559944,1.09861228866811,"upper",2643.21434842573,-12.2242053250652,2,1,1,TRUE,0.99903713811219,0.99807427622438,TRUE,31,0.557000000000016,"237, 405"
0.001,10000,4,1,100087,0.005,20000,0.693147180559944,1.6094379124341,"upper",2618.28296775394,-37.1555859968489,2,1,1,TRUE,0.999026451048407,0.998052902096813,TRUE,33,0.581999999999994,"237, 405"
0.001,10000,4,1,100087,0.008,20000,0.693147180559944,2.07944154167984,"upper",2586.05939608229,-69.3791576685016,2,1,1,TRUE,0.999016316459495,0.998032632918989,TRUE,33,0.594000000000051,"237, 405"
0.001,10000,4,1,100087,0.01,20000,0.693147180559944,2.30258509299405,"upper",2567.98338022744,-87.4551735233531,2,1,1,TRUE,0.999004492062542,0.998008984125084,TRUE,34,0.600999999999999,"237, 405"
0.001,10000,4,1,100087,0.015,20000,0.693147180559944,2.70805020110221,"upper",2530.92804417532,-124.510509575467,2,1,1,TRUE,0.998986975364369,0.997973950728737,TRUE,33,0.587999999999965,"237, 405"
0.001,10000,4,1,100087,0.02,20000,0.693147180559944,2.99573227355399,"upper",2501.51859204139,-153.919961709405,2,1,1,TRUE,0.998965735219366,0.997931470438733,TRUE,33,0.591000000000008,"237, 405"
0.001,10000,4,1,100087,0.025,20000,0.693147180559944,3.2188758248682,"upper",2476.99416253091,-178.444391219881,2,1,1,TRUE,0.99894427265876,0.99788854531752,TRUE,33,0.586999999999989,"237, 405"
0.001,10000,4,1,100087,0.03,20000,0.693147180559944,3.40119738166216,"upper",2455.86495072021,-199.57360303058,2,1,1,TRUE,0.998922601352087,0.997845202704174,TRUE,33,0.586999999999989,"237, 405"
0.001,10000,4,2,100088,1e-05,2,-8.51719319141624,-4.60517018598809,"lower",2205.47376034456,-495.367013606655,0,0,0,FALSE,0.0325832414907568,0.0325559203091167,TRUE,169,0.753000000000043,"128, 465"
0.001,10000,4,2,100088,1e-04,104.093167290394,-4.56505403452867,-2.30258509299405,"interior",2564.76279548437,-136.077978466849,2,1,1,TRUE,0.606531641723729,0.454441927491456,TRUE,88,0.352000000000089,"128, 465"
0.001,10000,4,2,100088,0.001,5702.69085546397,-0.561646949642244,0,"interior",2700.84077395122,0,2,1,1,TRUE,0.854555452478402,0.732734225365779,TRUE,33,0.282999999999902,"128, 465"
0.001,10000,4,2,100088,0.003,20000,0.693147180559944,1.09861228866811,"upper",2671.70669764101,-29.1340763102098,2,1,1,TRUE,0.861621891144515,0.744107416570753,TRUE,30,0.54099999999994,"128, 465"
0.001,10000,4,2,100088,0.005,20000,0.693147180559944,1.6094379124341,"upper",2639.97311191182,-60.8676620393935,2,1,1,TRUE,0.861861458290342,0.744508606568471,TRUE,31,0.565000000000055,"128, 465"
0.001,10000,4,2,100088,0.008,20000,0.693147180559944,2.07944154167984,"upper",2602.81766337212,-98.0231105790949,2,1,1,TRUE,0.862218749388437,0.745107898044048,TRUE,31,0.566999999999894,"128, 465"
