"true_lambda","true_eta0","r0_seed","replicate","seed","candidate_lambda","eta0_hat","log_eta0_error","log_lambda_error","eta0_boundary","lower_bound","elbo_below_best","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.001,10000,5,5,100136,0.005,20000,0.693147180559944,1.6094379124341,"upper",2609.0342042066,-57.7223765742528,2,1,1,TRUE,0.783204081147003,0.566408162294006,TRUE,71,3.18100000000004,"23, 376"
0.001,10000,5,5,100136,0.008,20000,0.693147180559944,2.07944154167984,"upper",2575.04090064911,-91.7156801317424,2,1,1,TRUE,0.783222306852597,0.566444613705193,TRUE,72,3.01800000000003,"23, 376"
0.001,10000,5,5,100136,0.01,20000,0.693147180559944,2.30258509299405,"upper",2556.52608915931,-110.230491621543,2,1,1,TRUE,0.783234025449509,0.566468050899019,TRUE,72,2.71000000000004,"23, 376"
0.001,10000,5,5,100136,0.015,20000,0.693147180559944,2.70805020110221,"upper",2519.0800325549,-147.676548225952,2,1,1,TRUE,0.783263082193934,0.566526164387869,TRUE,72,3.52700000000004,"23, 376"
0.001,10000,5,5,100136,0.02,20000,0.693147180559944,2.99573227355399,"upper",2489.59826023016,-177.158320550691,2,1,1,TRUE,0.783291786375834,0.566583572751668,TRUE,72,3.346,"23, 376"
0.001,10000,5,5,100136,0.025,20000,0.693147180559944,3.2188758248682,"upper",2465.09898845827,-201.657592322577,2,1,1,TRUE,0.783319488247748,0.566638976495497,TRUE,71,2.70800000000008,"23, 376"
0.001,10000,5,5,100136,0.03,20000,0.693147180559944,3.40119738166216,"upper",2444.03893918038,-222.717641600475,2,1,1,TRUE,0.783347418127303,0.566694836254607,TRUE,71,3.12900000000036,"23, 376"
0.01,20,3,1,100002,1e-05,2,-2.30258509299405,-6.90775527898214,"lower",913.917791279151,-847.782866823042,0,0,0,FALSE,0.0189958382768993,0.0175320024265108,TRUE,157,0.603000000000009,"222, 230"
0.01,20,3,1,100002,1e-04,2,-2.30258509299405,-4.60517018598809,"lower",1343.61345038752,-418.087207714673,0,0,0,FALSE,0.0189964393182859,0.0175335252697495,TRUE,130,0.498999999999995,"222, 230"
0.01,20,3,1,100002,0.001,2,-2.30258509299405,-2.30258509299405,"lower",1620.25853335883,-141.442124743365,0,0,0,FALSE,0.0189922862879116,0.0175317255977435,TRUE,119,0.455000000000013,"222, 230"
0.01,20,3,1,100002,0.003,2,-2.30258509299405,-1.20397280432594,"lower",1698.69007180014,-63.0105863020481,0,0,0,FALSE,0.0189882443779922,0.0175295732660925,TRUE,116,0.443000000000012,"222, 230"
0.01,20,3,1,100002,0.005,2,-2.30258509299405,-0.693147180559945,"lower",1724.92231271502,-36.77834538717,0,0,0,FALSE,0.0189902431060387,0.0175307877175301,TRUE,115,0.437999999999988,"222, 230"
0.01,20,3,1,100002,0.008,2,-2.30258509299405,-0.223143551314211,"lower",1743.06813688885,-18.6325212133436,0,0,0,FALSE,0.0190082626178465,0.0175411723340566,TRUE,115,0.439999999999998,"222, 230"
0.01,20,3,1,100002,0.01,2.28922843416336,-2.16751744107388,0,"interior",1749.53382315732,-12.1668349448737,0,0,0,FALSE,0.020784523157804,0.018469813819607,TRUE,115,0.426999999999992,"222, 230"
0.01,20,3,1,100002,0.015,11.1322679176713,-0.58588436283615,0.405465108108164,"interior",1758.08724787174,-3.61341023045065,1,1,0.5,FALSE,0.157503993631932,0.00841424117547573,TRUE,216,0.798000000000002,"222, 230"
0.01,20,3,1,100002,0.02,13.7044986784982,-0.378008123928467,0.693147180559945,"interior",1761.19585664717,-0.504801455022061,1,1,0.5,FALSE,0.171074899141199,0.00807893653615666,TRUE,111,0.40300000000002,"222, 230"
0.01,20,3,1,100002,0.025,15.9933660744957,-0.223558257637011,0.916290731874155,"interior",1761.70065810219,0,1,1,0.5,FALSE,0.181528621374001,0.00799851122214146,TRUE,90,0.324000000000012,"222, 230"
0.01,20,3,1,100002,0.03,18.117516806941,-0.0988530238897583,1.09861228866811,"interior",1760.79338730131,-0.907270800880724,1,1,0.5,FALSE,0.190411983167667,0.0079869091674627,TRUE,78,0.286000000000001,"222, 230"
0.01,20,3,2,100003,1e-05,2,-2.30258509299405,-6.90775527898214,"lower",922.85891074727,-818.693679477192,0,0,0,FALSE,0.0276293132873575,0.0271943816505933,TRUE,168,0.65300000000002,"262, 268"
0.01,20,3,2,100003,1e-04,2,-2.30258509299405,-4.60517018598809,"lower",1355.86338432316,-385.689205901298,0,0,0,FALSE,0.027256445043801,0.0268578899884379,TRUE,142,0.54000000000002,"262, 268"
0.01,20,3,2,100003,0.001,2,-2.30258509299405,-2.30258509299405,"lower",1632.35370667404,-109.198883550419,0,0,0,FALSE,0.0270530580753952,0.0266741044200914,TRUE,130,0.5,"262, 268"
0.01,20,3,2,100003,0.003,2,-2.30258509299405,-1.20397280432594,"lower",1704.43718154011,-37.1154086843492,0,0,0,FALSE,0.0270256364543815,0.0266494573960605,TRUE,127,0.491000000000042,"262, 268"
0.01,20,3,2,100003,0.005,2,-2.30258509299405,-0.693147180559945,"lower",1725.11628363605,-16.436306588412,0,0,0,FALSE,0.0270607482576156,0.0266814882155004,TRUE,126,0.581999999999994,"262, 268"
0.01,20,3,2,100003,0.008,7.04128170694146,-1.04394205930997,-0.223143551314211,"interior",1736.90859137908,-4.6439988453817,0,0,0,FALSE,0.134491146133601,0.0823534684013731,TRUE,249,0.918999999999983,"262, 268"
0.01,20,3,2,100003,0.01,8.81179862880274,-0.81964069680388,0,"interior",1740.03664684534,-1.51594337911979,0,0,0,FALSE,0.15744557170307,0.0785643269457631,TRUE,194,0.713999999999999,"262, 268"
0.01,20,3,2,100003,0.015,12.2123739405535,-0.493282578403893,0.405465108108164,"interior",1741.55259022446,0,0,0,0,FALSE,0.184841407813844,0.0621085201301708,TRUE,143,0.522000000000048,"262, 268"
0.01,20,3,2,100003,0.02,14.9242311110663,-0.292746132448844,0.693147180559945,"interior",1739.342838829,-2.20975139546522,0,0,0,FALSE,0.19834333876462,0.0489983303935326,TRUE,122,0.444000000000017,"262, 268"
0.01,20,3,2,100003,0.025,17.2456729886728,-0.148171002778905,0.916290731874155,"interior",1735.73325659497,-5.8193336294953,0,0,0,FALSE,0.206707401697871,0.039825433215266,TRUE,108,0.394000000000005,"262, 268"
0.01,20,3,2,100003,0.03,19.3058521774387,-0.0353240019765915,1.09861228866811,"interior",1731.54089466352,-10.0116955609374,0,0,0,FALSE,0.212653125304203,0.0332632278627254,TRUE,99,0.363999999999976,"262, 268"
0.01,20,3,3,100004,1e-05,2,-2.30258509299405,-6.90775527898214,"lower",1070.19809672685,-724.062672890523,0,0,0,FALSE,0.0193816051080504,0.0191685199594115,TRUE,151,0.58499999999998,"231, 273"
0.01,20,3,3,100004,1e-04,2,-2.30258509299405,-4.60517018598809,"lower",1458.66438542206,-335.596384195316,0,0,0,FALSE,0.0194290547992637,0.0192131175925787,TRUE,130,0.502999999999986,"231, 273"
0.01,20,3,3,100004,0.001,2,-2.30258509299405,-2.30258509299405,"lower",1673.90144269063,-120.359326926742,0,0,0,FALSE,0.0194486395811916,0.0192315631857454,TRUE,122,0.475000000000023,"231, 273"
0.01,20,3,3,100004,0.003,2,-2.30258509299405,-1.20397280432594,"lower",1741.01737848334,-53.2433911340345,0,0,0,FALSE,0.0194447318646636,0.019228094095329,TRUE,120,0.460999999999956,"231, 273"
0.01,20,3,3,100004,0.005,2,-2.30258509299405,-0.693147180559945,"lower",1764.5833923641,-29.6773772532754,0,0,0,FALSE,0.0194418682125154,0.019225530595812,TRUE,119,0.45599999999996,"231, 273"
0.01,20,3,3,100004,0.008,2,-2.30258509299405,-0.223143551314211,"lower",1780.76218847465,-13.4985811427266,0,0,0,FALSE,0.0194422655102922,0.0192259169320885,TRUE,119,0.454999999999984,"231, 273"
0.01,20,3,3,100004,0.01,2.1789688217636,-2.21688052620071,0,"interior",1786.34368967243,-7.91707994494277,0,0,0,FALSE,0.0206435496598862,0.0203171574943978,TRUE,119,0.45599999999996,"231, 273"
0.01,20,3,3,100004,0.015,3.58496446868852,-1.71898371065654,0.405465108108164,"interior",1792.75134693844,-1.50942267893106,0,0,0,FALSE,0.0338520216877356,0.0316485910789059,TRUE,115,0.434000000000026,"231, 273"
0.01,20,3,3,100004,0.02,6.51465096714288,-1.12167863814325,0.693147180559945,"interior",1794.26076961737,0,0,0,0,FALSE,0.0931131296080119,0.0724345254215573,TRUE,131,0.500999999999976,"231, 273"
0.01,20,3,3,100004,0.025,11.7832188104968,-0.529055888979351,0.916290731874155,"interior",1793.81922651833,-0.441543099047522,0,0,0,FALSE,0.260713343105617,0.115800348401525,TRUE,120,0.451999999999998,"231, 273"
0.01,20,3,3,100004,0.03,14.1533482565661,-0.345781051550504,1.09861228866811,"interior",1792.2613792998,-1.99939031757754,0,0,0,FALSE,0.308903064653553,0.107143695160561,TRUE,95,0.358000000000004,"231, 273"
0.01,20,3,4,100005,1e-05,2,-2.30258509299405,-6.90775527898214,"lower",1072.93747253466,-675.069227997615,0,0,0,FALSE,0.0217021520076902,0.0182846245587404,TRUE,143,0.571999999999946,"238, 307"
0.01,20,3,4,100005,1e-04,2,-2.30258509299405,-4.60517018598809,"lower",1441.07104992228,-306.935650609995,0,0,0,FALSE,0.0216772269712109,0.0182746794598941,TRUE,124,0.490999999999985,"238, 307"
0.01,20,3,4,100005,0.001,2,-2.30258509299405,-2.30258509299405,"lower",1635.78657688252,-112.220123649753,0,0,0,FALSE,0.0216640343308236,0.0182696088567101,TRUE,117,0.45700000000005,"238, 307"
0.01,20,3,4,100005,0.003,2,-2.30258509299405,-1.20397280432594,"lower",1695.88581832416,-52.1208822081189,0,0,0,FALSE,0.0216541645066392,0.0182663759485517,TRUE,115,0.448000000000036,"238, 307"
0.01,20,3,4,100005,0.005,2,-2.30258509299405,-0.693147180559945,"lower",1717.59676443737,-30.4099360949024,0,0,0,FALSE,0.0216508221841032,0.0182652054389543,TRUE,114,0.541999999999973,"238, 307"
0.01,20,3,4,100005,0.008,2,-2.30258509299405,-0.223143551314211,"lower",1733.12676591658,-14.8799346156923,0,0,0,FALSE,0.021656637089342,0.0182666487908301,TRUE,113,0.442000000000007,"238, 307"
0.01,20,3,4,100005,0.01,2.1976900806496,-2.20832542812846,0,"interior",1738.74004420766,-9.26665632461777,0,0,0,FALSE,0.0229876774201503,0.0185804482774087,TRUE,113,0.425999999999988,"238, 307"
0.01,20,3,4,100005,0.015,3.565213917677,-1.72450821652947,0.405465108108164,"interior",1745.61876287874,-2.38793765353512,0,0,0,FALSE,0.034321084115627,0.0192546194728761,TRUE,111,0.418000000000006,"238, 307"
0.01,20,3,4,100005,0.02,5.62538704233836,-1.26844252030382,0.693147180559945,"interior",1747.58088286836,-0.425817663910493,0,0,0,FALSE,0.0667587257970076,0.016775861654578,TRUE,126,0.473000000000013,"238, 307"
0.01,20,3,4,100005,0.025,14.2065793525154,-0.34202708156896,0.916290731874155,"interior",1748.00670053227,0,1,1,0.5,FALSE,0.295371302333858,0.00806361662276867,TRUE,124,0.464999999999975,"238, 307"
0.01,20,3,4,100005,0.03,16.0872182941432,-0.21770721163863,1.09861228866811,"interior",1746.71198695952,-1.29471357275656,1,1,0.5,FALSE,0.31172923488225,0.00813237785226684,TRUE,98,0.365999999999985,"238, 307"
0.01,20,3,5,100006,1e-05,2,-2.30258509299405,-6.90775527898214,"lower",996.675890971186,-852.632459248799,0,0,0,FALSE,0.0209258840532159,0.0168530477934047,TRUE,149,0.581000000000017,"189, 233"
0.01,20,3,5,100006,1e-04,2,-2.30258509299405,-4.60517018598809,"lower",1434.92384671276,-414.384503507221,0,0,0,FALSE,0.0209182621226815,0.016846645503805,TRUE,125,0.489000000000033,"189, 233"
0.01,20,3,5,100006,0.001,2,-2.30258509299405,-2.30258509299405,"lower",1726.38317360612,-122.925176613865,0,0,0,FALSE,0.0209107878281314,0.0168423878989215,TRUE,114,0.436999999999955,"189, 233"
0.01,20,3,5,100006,0.003,2,-2.30258509299405,-1.20397280432594,"lower",1801.04316187373,-48.2651883462506,0,0,0,FALSE,0.0209522826590097,0.0168469944713295,TRUE,112,0.438000000000045,"189, 233"
0.01,20,3,5,100006,0.005,2.830034666227,-1.95544331242369,-0.693147180559945,"interior",1822.85180275666,-26.4565474633225,0,0,0,FALSE,0.0281249653323957,0.0167185718299869,TRUE,110,0.418999999999983,"189, 233"
0.01,20,3,5,100006,0.008,14.2753788147047,-0.337195981431986,-0.223143551314211,"interior",1838.35841145732,-10.9499387626611,1,1,0.5,FALSE,0.156174055590025,0.00794503752199449,TRUE,116,0.435000000000002,"189, 233"
0.01,20,3,5,100006,0.01,16.5401611867784,-0.189940838735168,0,"interior",1843.20396331047,-6.10438690951196,1,1,0.5,FALSE,0.161889348794599,0.00794178319082595,TRUE,102,0.372000000000014,"189, 233"
0.01,20,3,5,100006,0.015,21.6206683034249,0.0779174495310788,0.405465108108164,"interior",1848.47931489223,-0.829035327756401,1,1,0.5,FALSE,0.172515124868092,0.00793890714408296,TRUE,84,0.305000000000007,"189, 233"
0.01,20,3,5,100006,0.02,26.1667416404575,0.268756927802571,0.693147180559945,"interior",1849.30835021998,0,1,1,0.5,FALSE,0.179678550738836,0.00793927699899888,TRUE,71,0.262,"189, 233"
0.01,20,3,5,100006,0.025,30.3831020965404,0.418154328227657,0.916290731874155,"interior",1848.1634595718,-1.14489064817985,1,1,0.5,FALSE,0.184654158581691,0.00794549437127556,TRUE,61,0.221000000000004,"189, 233"
0.01,20,3,5,100006,0.03,34.4448110996615,0.543626091361209,1.09861228866811,"interior",1846.00019329881,-3.30815692117767,1,1,0.5,FALSE,0.188369627873183,0.00796308802157997,TRUE,59,0.212999999999965,"189, 233"
0.01,43,3,1,100007,1e-05,2,-3.06805293513362,-6.90775527898214,"lower",1251.40490945781,-682.247295261727,0,0,0,FALSE,0.0265051629938062,0.0264357511466922,TRUE,161,0.639999999999986,"97, 283"
0.01,43,3,1,100007,1e-04,2,-3.06805293513362,-4.60517018598809,"lower",1636.68890864235,-296.96329607719,0,0,0,FALSE,0.0267789999579218,0.0266920929846113,TRUE,145,0.569000000000017,"97, 283"
0.01,43,3,1,100007,0.001,2,-3.06805293513362,-2.30258509299405,"lower",1852.37781199728,-81.2743927222602,0,0,0,FALSE,0.0269242699211604,0.0268277803973531,TRUE,138,0.545999999999992,"97, 283"
0.01,43,3,1,100007,0.003,2,-3.06805293513362,-1.20397280432594,"lower",1909.06871355641,-24.5834911631234,0,0,0,FALSE,0.0270233472437189,0.0269195408347108,TRUE,137,0.543999999999983,"97, 283"
0.01,43,3,1,100007,0.005,7.69362649001595,-1.72080785815973,-0.693147180559945,"interior",1924.53260444479,-9.11960027474856,0,0,0,FALSE,0.282317551089984,0.124119103382215,TRUE,158,0.596000000000004,"97, 283"
0.01,43,3,1,100007,0.008,13.3664065939638,-1.16845552704912,-0.223143551314211,"interior",1932.37493283112,-1.27727188841436,0,0,0,FALSE,0.45273176742756,0.0634984187188639,TRUE,105,0.401999999999987,"97, 283"
0.01,43,3,1,100007,0.01,15.9511938468774,-0.991666439929771,0,"interior",1933.65220471954,0,0,0,0,FALSE,0.478790459995103,0.0427842871554214,TRUE,87,0.331000000000017,"97, 283"
0.01,43,3,1,100007,0.015,20.8996944757292,-0.721465575215809,0.405465108108164,"interior",1931.62996787649,-2.02223684304886,1,1,0.5,FALSE,0.496581097511905,0.0235578455869951,TRUE,64,0.246999999999957,"97, 283"
0.01,43,3,1,100007,0.02,24.9945078564319,-0.542544000702534,0.693147180559945,"interior",1926.67015629983,-6.98204841970664,1,1,0.5,FALSE,0.501421109247607,0.0175608344844437,TRUE,49,0.279999999999973,"97, 283"
0.01,43,3,1,100007,0.025,28.7493306797258,-0.402585629426394,0.916290731874155,"interior",1920.77321363465,-12.8789910848861,1,1,0.5,FALSE,0.503952168180902,0.015767355973922,TRUE,43,0.159999999999968,"97, 283"
0.01,43,3,1,100007,0.03,33.8756371880777,-0.238504026690448,1.09861228866811,"interior",1914.65762531144,-18.9945794080977,1,1,0.5,FALSE,0.509317206996438,0.0215860353514543,TRUE,86,0.314999999999998,"97, 283"
0.01,43,3,2,100008,1e-05,2,-3.06805293513362,-6.90775527898214,"lower",1137.8112863151,-839.454014860055,0,0,0,FALSE,0.0219349747860728,0.00812070134339093,TRUE,140,0.533999999999992,"53, 496"
0.01,43,3,2,100008,1e-04,2,-3.06805293513362,-4.60517018598809,"lower",1566.16086427657,-411.104436898593,0,0,0,FALSE,0.0219536841293521,0.00811954573232543,TRUE,120,0.451000000000022,"53, 496"
0.01,43,3,2,100008,0.001,2,-3.06805293513362,-2.30258509299405,"lower",1839.80512072299,-137.46018045217,0,0,0,FALSE,0.0219872581591744,0.00811806734895459,TRUE,110,0.420999999999992,"53, 496"
0.01,43,3,2,100008,0.003,11.3353042704572,-1.33327798864864,-1.20397280432594,"interior",1921.14996980358,-56.1153313715756,1,1,0.5,FALSE,0.23640738166102,0.00799240871787588,TRUE,146,0.52600000000001,"53, 496"
0.01,43,3,2,100008,0.005,16.7293732679369,-0.944034062966356,-0.693147180559945,"interior",1948.38373741912,-28.8815637560349,1,1,0.5,FALSE,0.258013801318138,0.00802366867932724,TRUE,96,0.351999999999975,"53, 496"
0.01,43,3,2,100008,0.008,23.4169608889412,-0.607739531574459,-0.223143551314211,"interior",1966.11611027567,-11.1491908994942,1,1,0.5,FALSE,0.270260410805657,0.00808979840447255,TRUE,76,0.27800000000002,"53, 496"
0.01,43,3,2,100008,0.01,27.3564198714083,-0.452248884154374,0,"interior",1971.80370224821,-5.46159892695346,1,1,0.5,FALSE,0.274692124955309,0.0081564729850897,TRUE,67,0.243999999999971,"53, 496"
0.01,43,3,2,100008,0.015,36.2001221561951,-0.172137622387002,0.405465108108164,"interior",1977.26530117516,0,1,1,0.5,FALSE,0.281765022995707,0.00847232332777148,TRUE,48,0.173000000000002,"53, 496"
0.01,43,3,2,100008,0.02,47.3474181715998,0.0963121759809367,0.693147180559945,"interior",1977.2006968354,-0.0646043397625817,1,1,0.5,FALSE,0.2886721732972,0.0123461324721522,TRUE,131,0.466999999999985,"53, 496"
0.01,43,3,2,100008,0.025,65.9815685944477,0.428175323610999,0.916290731874155,"interior",1975.34518732634,-1.92011384881698,1,1,0.5,FALSE,0.290429660060376,0.0082737438710202,TRUE,108,0.384999999999991,"53, 496"
0.01,43,3,2,100008,0.03,76.7449015752929,0.579286839580829,1.09861228866811,"interior",1972.23786398516,-5.02743718999477,1,1,0.5,FALSE,0.294238343338212,0.00942339034952933,TRUE,52,0.18100000000004,"53, 496"
0.01,43,3,3,100009,1e-05,2,-3.06805293513362,-6.90775527898214,"lower",1238.79577007148,-788.00859885562,0,0,0,FALSE,0.016346898842832,0.0119293776852352,TRUE,183,0.699000000000012,"472, 498"
0.01,43,3,3,100009,1e-04,2,-3.06805293513362,-4.60517018598809,"lower",1664.28992036521,-362.514448561893,0,0,0,FALSE,0.0164917606235197,0.0118838839154272,TRUE,168,0.648000000000025,"472, 498"
0.01,43,3,3,100009,0.001,2,-3.06805293513362,-2.30258509299405,"lower",1928.18342282501,-98.620946102086,0,0,0,FALSE,0.0165827765178707,0.0118566154461089,TRUE,163,0.626000000000033,"472, 498"
0.01,43,3,3,100009,0.003,15.1205186276544,-1.04514744475964,-1.20397280432594,"interior",1996.58171306978,-30.2226558573157,1,1,0.5,FALSE,0.504018261701405,0.00804401702356772,TRUE,90,0.322000000000003,"472, 498"
0.01,43,3,3,100009,0.005,20.9260876307429,-0.720203523094478,-0.693147180559945,"interior",2015.5250794098,-11.2792895173034,1,1,0.5,FALSE,0.504058779530022,0.00811789841211275,TRUE,77,0.27600000000001,"472, 498"
0.01,43,3,3,100009,0.008,28.0644468672093,-0.426696576483137,-0.223143551314211,"interior",2025.03419440629,-1.77017452081395,1,1,0.5,FALSE,0.504126741399463,0.00825349659710861,TRUE,69,0.253000000000043,"472, 498"
0.01,43,3,3,100009,0.01,32.221757204311,-0.288558201743746,0,"interior",2026.8043689271,0,1,1,0.5,FALSE,0.50418474432765,0.00836949139955978,TRUE,65,0.240999999999985,"472, 498"
0.01,43,3,3,100009,0.015,41.4210567710394,-0.0374107465064557,0.405465108108164,"interior",2025.44063724377,-1.36373168333239,1,1,0.5,FALSE,0.504435802152304,0.00887160443879531,TRUE,48,0.174000000000035,"472, 498"
0.01,43,3,3,100009,0.02,49.619312876404,0.143180014759662,0.693147180559945,"interior",2020.9069758024,-5.89739312470374,1,1,0.5,FALSE,0.504870556933808,0.00974111388332943,TRUE,35,0.131000000000029,"472, 498"
0.01,43,3,3,100009,0.025,57.2729469493196,0.286628266509331,0.916290731874155,"interior",2015.38769070681,-11.4166782202913,1,1,0.5,FALSE,0.505526809242878,0.011053618488492,TRUE,31,0.107000000000028,"472, 498"
0.01,43,3,3,100009,0.03,67.091390887944,0.444855617339373,1.09861228866811,"interior",2009.65038686679,-17.1539820603084,1,1,0.5,FALSE,0.510605472720294,0.0212109454411431,TRUE,78,0.27800000000002,"472, 498"
0.01,43,3,4,100010,1e-05,2,-3.06805293513362,-6.90775527898214,"lower",1321.96422881918,-724.929974709931,0,0,0,FALSE,0.027168134837275,0.0261658047323957,TRUE,139,0.533999999999992,"110, 251"
0.01,43,3,4,100010,1e-04,2,-3.06805293513362,-4.60517018598809,"lower",1711.17779080851,-335.716412720597,0,0,0,FALSE,0.0273028826449762,0.0262757627082242,TRUE,123,0.463999999999999,"110, 251"
0.01,43,3,4,100010,0.001,2,-3.06805293513362,-2.30258509299405,"lower",1935.81581379609,-111.078389733019,0,0,0,FALSE,0.0273778837038892,0.02633686016049,TRUE,115,0.432999999999993,"110, 251"
0.01,43,3,4,100010,0.003,12.9292589801497,-1.20170723467198,-1.20397280432594,"interior",2001.14684371766,-45.7473598114502,1,1,0.5,FALSE,0.314745692768421,0.0157684035222289,TRUE,122,0.454000000000008,"110, 251"
0.01,43,3,4,100010,0.005,18.6930925075961,-0.833046044692852,-0.693147180559945,"interior",2023.02957691017,-23.8646266189346,1,1,0.5,FALSE,0.348518875705728,0.00973188344902298,TRUE,82,0.302999999999997,"110, 251"
0.01,43,3,4,100010,0.008,26.00844763028,-0.502778721586609,-0.223143551314211,"interior",2037.38603043612,-9.50817309298668,1,1,0.5,FALSE,0.377330295220018,0.00863347275504434,TRUE,75,0.286000000000001,"110, 251"
0.01,43,3,4,100010,0.01,30.4653863327357,-0.344608950874241,0,"interior",2042.07464680333,-4.81955672578101,1,1,0.5,FALSE,0.391274371469806,0.00869336680320543,TRUE,71,0.26600000000002,"110, 251"
0.01,43,3,4,100010,0.015,40.9580684853287,-0.0486512921941,0.405465108108164,"interior",2046.76555117055,-0.128652358556792,1,1,0.5,FALSE,0.417348773841672,0.0101771604906915,TRUE,43,0.159000000000049,"110, 251"
0.01,43,3,4,100010,0.02,51.3048913834064,0.176585980542185,0.693147180559945,"interior",2046.89420352911,0,1,1,0.5,FALSE,0.437503284892029,0.0145627506881956,TRUE,32,0.120999999999981,"110, 251"
0.01,43,3,4,100010,0.025,81.4587893236989,0.63889712419798,0.916290731874155,"interior",2045.82624307932,-1.06796044978751,1,1,0.5,FALSE,0.632702343817357,0.368573437009689,TRUE,125,0.449999999999989,"110, 251"
0.01,43,3,4,100010,0.03,95.9465321899902,0.802590964262202,1.09861228866811,"interior",2043.58925977959,-3.30494374951854,1,1,0.5,FALSE,0.695487540039404,0.47286325714758,TRUE,83,0.298999999999978,"110, 251"
0.01,43,3,5,100011,1e-05,2,-3.06805293513362,-6.90775527898214,"lower",1355.71459720419,-732.04512090299,0,0,0,FALSE,0.0369348682722654,0.0340572252738913,TRUE,124,0.481999999999971,"252, 404"
0.01,43,3,5,100011,1e-04,2,-3.06805293513362,-4.60517018598809,"lower",1757.89931503052,-329.860403076659,0,0,0,FALSE,0.0368071139925181,0.033969198723542,TRUE,109,0.423999999999978,"252, 404"
0.01,43,3,5,100011,0.001,2.80171204853259,-2.73096943946479,-2.30258509299405,"interior",1982.90686734624,-104.852850760943,0,0,0,FALSE,0.0501044969758017,0.0418766947147933,TRUE,105,0.38900000000001,"252, 404"
0.01,43,3,5,100011,0.003,15.5945794933203,-1.0142767301961,-1.20397280432594,"interior",2045.09431570698,-42.6654024002041,1,1,0.5,FALSE,0.220607382348607,0.0107626577437583,TRUE,91,0.341999999999985,"252, 404"
0.01,43,3,5,100011,0.005,22.3993373577313,-0.652168739514269,-0.693147180559945,"interior",2065.68666845345,-22.0730496537258,1,1,0.5,FALSE,0.221414941412335,0.00863974203125739,TRUE,82,0.324999999999989,"252, 404"
0.01,43,3,5,100011,0.008,31.1561264106091,-0.32218921530011,-0.223143551314211,"interior",2079.20414865027,-8.55556945690932,1,1,0.5,FALSE,0.215390574057541,0.00846186586565689,TRUE,82,0.300000000000011,"252, 404"
0.01,43,3,5,100011,0.01,36.5212580074816,-0.163305613476797,0,"interior",2083.57731087326,-4.18240723391546,1,1,0.5,FALSE,0.211006426723627,0.00859539270438425,TRUE,82,0.305999999999983,"252, 404"
0.01,43,3,5,100011,0.015,49.0829565980471,0.132311742718776,0.405465108108164,"interior",2087.75971810718,0,1,1,0.5,FALSE,0.201181499805054,0.00925041517754943,TRUE,78,0.290999999999997,"252, 404"
0.01,43,3,5,100011,0.02,61.0287989665542,0.350145751274708,0.693147180559945,"interior",2087.51326072169,-0.246457385485428,1,1,0.5,FALSE,0.193314882600062,0.0107432631622723,TRUE,68,0.254999999999995,"252, 404"
0.01,43,3,5,100011,0.025,73.057524784551,0.530047025884645,0.916290731874155,"interior",2085.33372998175,-2.42598812543338,1,1,0.5,FALSE,0.188895284818089,0.0168324903006597,TRUE,31,0.105999999999995,"252, 404"
0.01,43,3,5,100011,0.03,85.3742544932293,0.685844470015539,1.09861228866811,"interior",2082.22174501458,-5.53797309260017,1,1,0.5,FALSE,0.188307317138787,0.0284020589646842,TRUE,21,0.0710000000000264,"252, 404"
0.01,95,3,1,100012,1e-05,2,-3.8607297110406,-6.90775527898214,"lower",1362.80860233269,-806.894062963145,0,0,0,FALSE,0.0232801388964577,0.0230582446017631,TRUE,162,0.623999999999967,"311, 321"
0.01,95,3,1,100012,1e-04,2,-3.8607297110406,-4.60517018598809,"lower",1784.82808312059,-384.874582175251,0,0,0,FALSE,0.0235551541991547,0.0233052665051083,TRUE,148,0.563000000000045,"311, 321"
0.01,95,3,1,100012,0.001,2,-3.8607297110406,-2.30258509299405,"lower",2057.59401326378,-112.10865203206,0,0,0,FALSE,0.0237881889466411,0.0235131616117377,TRUE,142,0.536999999999978,"311, 321"
0.01,95,3,1,100012,0.003,13.7118787831287,-1.93561436998776,-1.20397280432594,"interior",2132.23233821357,-37.470327082272,0,0,0,FALSE,0.262686325041529,0.0270909165737584,TRUE,87,0.317000000000007,"311, 321"
0.01,95,3,1,100012,0.005,21.302072156323,-1.49507253928256,-0.693147180559945,"interior",2154.09955538127,-15.6031099145694,1,1,0.5,FALSE,0.335404009450261,0.0141103244802617,TRUE,82,0.299000000000035,"311, 321"
0.01,95,3,1,100012,0.008,31.2543873005469,-1.11171713165489,-0.223143551314211,"interior",2166.21808393385,-3.48458136198678,1,1,0.5,FALSE,0.391229522637509,0.0114640935122392,TRUE,63,0.347999999999956,"311, 321"
0.01,95,3,1,100012,0.01,38.0271730933848,-0.915575906018181,0,"interior",2169.12252768325,-0.580137612590079,1,1,0.5,FALSE,0.417196761776706,0.0150361129470823,TRUE,28,0.0950000000000273,"311, 321"
0.01,95,3,1,100012,0.015,61.064497912818,-0.441946243187366,0.405465108108164,"interior",2169.70266529584,0,1,1,0.5,FALSE,0.494605285312213,0.0669648335062836,TRUE,37,0.137999999999977,"311, 321"
