"true_lambda","true_eta0","r0_seed","replicate","seed","fit_type","selected_lambda","eta0_hat","log_eta0_error","log_lambda_error","eta0_boundary","lambda_boundary","lower_bound","elbo_gain_over_oracle","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.001,95,4,3,100059,"oracle_lambda",0.001,42.8510803768782,-0.796146033878603,0,"interior","interior",2336.31313123742,0,1,1,0.5,FALSE,0.50434570751581,0.00869233627716148,TRUE,64,0.242999999999938,"171, 339"
0.001,95,4,4,100060,"joint_lambda_eta0",0.001,37.072814840214,-0.940992944215358,0,"interior","interior",2385.65172632507,0,1,1,0.5,FALSE,0.334648972783963,0.00859898094165856,TRUE,72,0.293000000000006,"270, 365"
0.001,95,4,4,100060,"oracle_lambda",0.001,37.072814840214,-0.940992944215358,0,"interior","interior",2385.65172632507,0,1,1,0.5,FALSE,0.334648972783963,0.00859898094165856,TRUE,72,0.293000000000006,"270, 365"
0.001,95,4,5,100061,"joint_lambda_eta0",0.003,120.833598964602,0.240537492351407,1.09861228866811,"interior","interior",2378.30502885277,0.466307878445605,1,1,0.5,FALSE,0.3122743222167,0.00914574529453371,TRUE,66,0.245000000000005,"40, 391"
0.001,95,4,5,100061,"oracle_lambda",0.001,66.5842380567862,-0.355409007877991,0,"interior","interior",2377.83872097433,0,1,1,0.5,FALSE,0.293609950456139,0.00827412859255205,TRUE,76,0.302000000000021,"40, 391"
0.001,206,4,1,100062,"joint_lambda_eta0",0.001,98.1061525129209,-0.741826087437467,0,"interior","interior",2469.17598433824,0,1,1,0.5,FALSE,0.50439388116962,0.00880721840904697,TRUE,52,0.195999999999913,"251, 474"
0.001,206,4,1,100062,"oracle_lambda",0.001,98.1061525129209,-0.741826087437467,0,"interior","interior",2469.17598433824,0,1,1,0.5,FALSE,0.50439388116962,0.00880721840904697,TRUE,52,0.195999999999913,"251, 474"
0.001,206,4,2,100063,"joint_lambda_eta0",0.001,87.988384202847,-0.850671360718758,0,"interior","interior",2385.68823580097,0,2,1,1,TRUE,0.603035287129166,0.209510932239761,TRUE,143,0.577999999999975,"325, 412"
0.001,206,4,2,100063,"oracle_lambda",0.001,87.988384202847,-0.850671360718758,0,"interior","interior",2385.68823580097,0,2,1,1,TRUE,0.603035287129166,0.209510932239761,TRUE,143,0.577999999999975,"325, 412"
0.001,206,4,3,100064,"joint_lambda_eta0",0.001,120.934337899881,-0.532628432471601,0,"interior","interior",2468.19475264598,0,1,1,0.5,FALSE,0.504424306532594,0.00884861306602636,TRUE,77,0.301000000000045,"187, 203"
0.001,206,4,3,100064,"oracle_lambda",0.001,120.934337899881,-0.532628432471601,0,"interior","interior",2468.19475264598,0,1,1,0.5,FALSE,0.504424306532594,0.00884861306602636,TRUE,77,0.301000000000045,"187, 203"
0.001,206,4,4,100065,"joint_lambda_eta0",0.003,182.505288179412,-0.121097019861297,1.09861228866811,"interior","interior",2415.91234564699,1.5916170980995,2,1,1,TRUE,0.527376816000273,0.0547537260033388,TRUE,29,0.0949999999999136,"38, 362"
0.001,206,4,4,100065,"oracle_lambda",0.001,68.7521405387518,-1.09736829761847,0,"interior","interior",2414.32072854889,0,1,1,0.5,FALSE,0.507392690062298,0.0147875410538232,TRUE,28,0.0960000000000036,"38, 362"
0.001,206,4,5,100066,"joint_lambda_eta0",0.001,87.513385887694,-0.856084405552854,0,"interior","interior",2457.90658071627,0,1,1,0.5,FALSE,0.15195301215193,0.012272741348255,TRUE,23,0.0789999999999509,"260, 478"
0.001,206,4,5,100066,"oracle_lambda",0.001,87.513385887694,-0.856084405552854,0,"interior","interior",2457.90658071627,0,1,1,0.5,FALSE,0.15195301215193,0.012272741348255,TRUE,23,0.0789999999999509,"260, 478"
0.001,447,4,1,100067,"joint_lambda_eta0",0.001,242.063714577166,-0.613357619733148,0,"interior","interior",2559.24869096809,0,2,1,1,TRUE,0.614526445735109,0.229052891470246,TRUE,35,0.141000000000076,"310, 411"
0.001,447,4,1,100067,"oracle_lambda",0.001,242.063714577166,-0.613357619733148,0,"interior","interior",2559.24869096809,0,2,1,1,TRUE,0.614526445735109,0.229052891470246,TRUE,35,0.141000000000076,"310, 411"
0.001,447,4,2,100068,"joint_lambda_eta0",0.001,240.35748461549,-0.620431260273786,0,"interior","interior",2565.19569886514,0,2,1,1,TRUE,0.732569082873255,0.465141688523981,TRUE,88,0.341000000000008,"38, 75"
0.001,447,4,2,100068,"oracle_lambda",0.001,240.35748461549,-0.620431260273786,0,"interior","interior",2565.19569886514,0,2,1,1,TRUE,0.732569082873255,0.465141688523981,TRUE,88,0.341000000000008,"38, 75"
0.001,447,4,3,100069,"joint_lambda_eta0",0.001,214.398887157267,-0.734720355928212,0,"interior","interior",2504.25567390475,0,2,1,1,TRUE,0.735660769898079,0.475215641383431,TRUE,99,0.372999999999934,"131, 356"
0.001,447,4,3,100069,"oracle_lambda",0.001,214.398887157267,-0.734720355928212,0,"interior","interior",2504.25567390475,0,2,1,1,TRUE,0.735660769898079,0.475215641383431,TRUE,99,0.372999999999934,"131, 356"
0.001,447,4,4,100070,"joint_lambda_eta0",0.001,381.567354457538,-0.158271207814438,0,"interior","interior",2596.61657447702,0,2,1,1,TRUE,0.999999999965755,0.999999999931783,TRUE,13,0.04200000000003,"203, 416"
0.001,447,4,4,100070,"oracle_lambda",0.001,381.567354457538,-0.158271207814438,0,"interior","interior",2596.61657447702,0,2,1,1,TRUE,0.999999999965755,0.999999999931783,TRUE,13,0.04200000000003,"203, 416"
0.001,447,4,5,100071,"joint_lambda_eta0",0.003,940.537502354881,0.743892928244687,1.09861228866811,"interior","interior",2555.06151151977,3.23578550207321,2,1,1,TRUE,0.667472323836286,0.659119954581703,TRUE,34,0.112999999999943,"104, 144"
0.001,447,4,5,100071,"oracle_lambda",0.001,224.029377183808,-0.690781403215694,0,"interior","interior",2551.8257260177,0,2,1,1,TRUE,0.551798838835929,0.535004150632624,TRUE,66,0.242999999999938,"104, 144"
0.001,972,4,1,100072,"joint_lambda_eta0",0.001,684.144435652204,-0.35118674589549,0,"interior","interior",2656.46001599147,0,2,1,1,TRUE,0.765532599654261,0.551444780514229,TRUE,72,0.293000000000006,"103, 422"
0.001,972,4,1,100072,"oracle_lambda",0.001,684.144435652204,-0.35118674589549,0,"interior","interior",2656.46001599147,0,2,1,1,TRUE,0.765532599654261,0.551444780514229,TRUE,72,0.293000000000006,"103, 422"
0.001,972,4,2,100073,"joint_lambda_eta0",0.001,864.865473131735,-0.116781832014479,0,"interior","interior",2658.32285258786,0,2,1,1,TRUE,0.621537484187117,0.531766421786629,TRUE,71,0.288999999999987,"77, 164"
0.001,972,4,2,100073,"oracle_lambda",0.001,864.865473131735,-0.116781832014479,0,"interior","interior",2658.32285258786,0,2,1,1,TRUE,0.621537484187117,0.531766421786629,TRUE,71,0.288999999999987,"77, 164"
0.001,972,4,3,100074,"joint_lambda_eta0",0.001,761.246747592888,-0.244398257901436,0,"interior","interior",2649.2686844885,0,2,1,1,TRUE,0.482748431102033,0.18917239851822,TRUE,72,0.289999999999964,"9, 377"
0.001,972,4,3,100074,"oracle_lambda",0.001,761.246747592888,-0.244398257901436,0,"interior","interior",2649.2686844885,0,2,1,1,TRUE,0.482748431102033,0.18917239851822,TRUE,72,0.289999999999964,"9, 377"
0.001,972,4,4,100075,"joint_lambda_eta0",0.001,414.144287887721,-0.853141369886698,0,"interior","interior",2624.16844816882,0,1,1,0.5,FALSE,0.528934966185044,0.0578699370839384,TRUE,23,0.0739999999999554,"15, 263"
0.001,972,4,4,100075,"oracle_lambda",0.001,414.144287887721,-0.853141369886698,0,"interior","interior",2624.16844816882,0,1,1,0.5,FALSE,0.528934966185044,0.0578699370839384,TRUE,23,0.0739999999999554,"15, 263"
0.001,972,4,5,100076,"joint_lambda_eta0",0.001,474.587502294432,-0.716909793939861,0,"interior","interior",2614.10671303799,0,2,1,1,TRUE,0.999998913648511,0.999997827297475,TRUE,72,0.293000000000006,"118, 328"
0.001,972,4,5,100076,"oracle_lambda",0.001,474.587502294432,-0.716909793939861,0,"interior","interior",2614.10671303799,0,2,1,1,TRUE,0.999998913648511,0.999997827297475,TRUE,72,0.293000000000006,"118, 328"
0.001,2115,4,1,100077,"joint_lambda_eta0",0.001,3792.8485479369,0.58406252005116,0,"interior","interior",2703.57733545296,0,1,1,0.5,FALSE,0.807686344591543,0.61537268918333,TRUE,62,0.504999999999995,"15, 227"
0.001,2115,4,1,100077,"oracle_lambda",0.001,3792.8485479369,0.58406252005116,0,"interior","interior",2703.57733545296,0,1,1,0.5,FALSE,0.807686344591543,0.61537268918333,TRUE,62,0.504999999999995,"15, 227"
0.001,2115,4,2,100078,"joint_lambda_eta0",0.001,3213.48087329225,0.418299921327018,0,"interior","interior",2700.85111498741,0,1,1,0.5,FALSE,0.611685185253398,0.582438405828707,TRUE,69,0.588999999999942,"423, 488"
0.001,2115,4,2,100078,"oracle_lambda",0.001,3213.48087329225,0.418299921327018,0,"interior","interior",2700.85111498741,0,1,1,0.5,FALSE,0.611685185253398,0.582438405828707,TRUE,69,0.588999999999942,"423, 488"
0.001,2115,4,3,100079,"joint_lambda_eta0",0.001,3045.97720269592,0.364766957605265,0,"interior","interior",2697.09269803722,0,2,1,1,TRUE,0.766776498527154,0.533552997054308,TRUE,74,0.603999999999928,"25, 400"
0.001,2115,4,3,100079,"oracle_lambda",0.001,3045.97720269592,0.364766957605265,0,"interior","interior",2697.09269803722,0,2,1,1,TRUE,0.766776498527154,0.533552997054308,TRUE,74,0.603999999999928,"25, 400"
0.001,2115,4,4,100080,"joint_lambda_eta0",0.001,1963.14531256958,-0.074506874182311,0,"interior","interior",2686.44485334469,0,2,1,1,TRUE,0.999938569040348,0.999877138080702,TRUE,8,0.0300000000000864,"21, 49"
0.001,2115,4,4,100080,"oracle_lambda",0.001,1963.14531256958,-0.074506874182311,0,"interior","interior",2686.44485334469,0,2,1,1,TRUE,0.999938569040348,0.999877138080702,TRUE,8,0.0300000000000864,"21, 49"
0.001,2115,4,5,100081,"joint_lambda_eta0",0.001,1210.30586263025,-0.558181705799567,0,"interior","interior",2668.25835080552,0,2,1,1,TRUE,0.695438365798066,0.390876731706503,TRUE,62,0.246999999999957,"68, 173"
0.001,2115,4,5,100081,"oracle_lambda",0.001,1210.30586263025,-0.558181705799567,0,"interior","interior",2668.25835080552,0,2,1,1,TRUE,0.695438365798066,0.390876731706503,TRUE,62,0.246999999999957,"68, 173"
0.001,4599,4,1,100082,"joint_lambda_eta0",0.001,1205.43078972694,-1.33900188365565,0,"interior","interior",2679.10025962075,0,2,1,1,TRUE,0.646439393643222,0.295047252675132,TRUE,75,0.307999999999993,"4, 144"
0.001,4599,4,1,100082,"oracle_lambda",0.001,1205.43078972694,-1.33900188365565,0,"interior","interior",2679.10025962075,0,2,1,1,TRUE,0.646439393643222,0.295047252675132,TRUE,75,0.307999999999993,"4, 144"
0.001,4599,4,2,100083,"joint_lambda_eta0",0.001,1911.03325964188,-0.878194819138243,0,"interior","interior",2683.61083319488,0,2,1,1,TRUE,0.689433834433969,0.381249568949637,TRUE,73,0.300999999999931,"250, 325"
0.001,4599,4,2,100083,"oracle_lambda",0.001,1911.03325964188,-0.878194819138243,0,"interior","interior",2683.61083319488,0,2,1,1,TRUE,0.689433834433969,0.381249568949637,TRUE,73,0.300999999999931,"250, 325"
0.001,4599,4,3,100084,"joint_lambda_eta0",0.001,1357.93221844082,-1.21987577344987,0,"interior","interior",2675.28281418948,0,2,1,1,TRUE,0.875206318122391,0.754806480124207,TRUE,71,0.294000000000096,"98, 123"
0.001,4599,4,3,100084,"oracle_lambda",0.001,1357.93221844082,-1.21987577344987,0,"interior","interior",2675.28281418948,0,2,1,1,TRUE,0.875206318122391,0.754806480124207,TRUE,71,0.294000000000096,"98, 123"
0.001,4599,4,4,100085,"joint_lambda_eta0",0.001,20000,1.4698933849962,0,"upper","interior",2710.92105369877,0,2,1,1,TRUE,0.201054157071781,0.0705424648080983,TRUE,37,0.644000000000005,"111, 480"
0.001,4599,4,4,100085,"oracle_lambda",0.001,20000,1.4698933849962,0,"upper","interior",2710.92105369877,0,2,1,1,TRUE,0.201054157071781,0.0705424648080983,TRUE,37,0.644000000000005,"111, 480"
0.001,4599,4,5,100086,"joint_lambda_eta0",0.001,10957.1277631168,0.868151293207895,0,"interior","interior",2707.70945671899,0,2,1,1,TRUE,0.664618987142224,0.337269019950516,TRUE,58,0.577999999999975,"23, 145"
0.001,4599,4,5,100086,"oracle_lambda",0.001,10957.1277631168,0.868151293207895,0,"interior","interior",2707.70945671899,0,2,1,1,TRUE,0.664618987142224,0.337269019950516,TRUE,58,0.577999999999975,"23, 145"
0.001,10000,4,1,100087,"joint_lambda_eta0",0.001,966.015189567564,-2.33716081369726,0,"interior","interior",2655.43855375079,0,2,1,1,TRUE,0.995825176695916,0.991650353391832,TRUE,64,0.240000000000009,"237, 405"
0.001,10000,4,1,100087,"oracle_lambda",0.001,966.015189567564,-2.33716081369726,0,"interior","interior",2655.43855375079,0,2,1,1,TRUE,0.995825176695916,0.991650353391832,TRUE,64,0.240000000000009,"237, 405"
0.001,10000,4,2,100088,"joint_lambda_eta0",0.001,5702.69085546397,-0.561646949642244,0,"interior","interior",2700.84077395122,0,2,1,1,TRUE,0.854555452478402,0.732734225365779,TRUE,33,0.282999999999902,"128, 465"
0.001,10000,4,2,100088,"oracle_lambda",0.001,5702.69085546397,-0.561646949642244,0,"interior","interior",2700.84077395122,0,2,1,1,TRUE,0.854555452478402,0.732734225365779,TRUE,33,0.282999999999902,"128, 465"
0.001,10000,4,3,100089,"joint_lambda_eta0",0.001,4792.11693864174,-0.735612829590135,0,"interior","interior",2702.01248475369,0,2,1,1,TRUE,0.90647080874175,0.822634181699675,TRUE,26,0.246999999999957,"32, 336"
0.001,10000,4,3,100089,"oracle_lambda",0.001,4792.11693864174,-0.735612829590135,0,"interior","interior",2702.01248475369,0,2,1,1,TRUE,0.90647080874175,0.822634181699675,TRUE,26,0.246999999999957,"32, 336"
0.001,10000,4,4,100090,"joint_lambda_eta0",0.001,3818.34594245148,-0.962767763505106,0,"interior","interior",2696.40515938217,0,2,1,1,TRUE,0.99999844408514,0.99999688909007,TRUE,59,0.497999999999934,"33, 422"
0.001,10000,4,4,100090,"oracle_lambda",0.001,3818.34594245148,-0.962767763505106,0,"interior","interior",2696.40515938217,0,2,1,1,TRUE,0.99999844408514,0.99999688909007,TRUE,59,0.497999999999934,"33, 422"
0.001,10000,4,5,100091,"joint_lambda_eta0",0.001,20000,0.693147180559944,0,"upper","interior",2717.46153540404,0,2,1,1,TRUE,0.773410139835574,0.546823415224486,TRUE,70,1.79700000000003,"37, 210"
0.001,10000,4,5,100091,"oracle_lambda",0.001,20000,0.693147180559944,0,"upper","interior",2717.46153540404,0,2,1,1,TRUE,0.773410139835574,0.546823415224486,TRUE,70,1.79700000000003,"37, 210"
0.001,20,5,1,100092,"joint_lambda_eta0",0.005,12.6574038651952,-0.457489943807204,1.6094379124341,"interior","interior",2018.68183030124,22.3270735384497,1,1,0.5,FALSE,0.0797719071439431,0.00812511422627837,TRUE,85,0.341000000000122,"4, 190"
0.001,20,5,1,100092,"oracle_lambda",0.001,2,-2.30258509299405,0,"lower","interior",1996.35475676279,0,0,0,0,FALSE,0.0216449428037667,0.0163074624393393,TRUE,113,0.501000000000204,"4, 190"
0.001,20,5,2,100093,"joint_lambda_eta0",0.008,18.2576864711898,-0.0911461056918665,2.07944154167984,"interior","interior",1954.77294866946,45.0225957553212,1,1,0.5,FALSE,0.197440611687623,0.0081229420654102,TRUE,76,0.308999999999969,"62, 283"
0.001,20,5,2,100093,"oracle_lambda",0.001,2,-2.30258509299405,0,"lower","interior",1909.75035291414,0,0,0,0,FALSE,0.0193459754217489,0.0154580767493586,TRUE,147,0.667000000000144,"62, 283"
0.001,20,5,3,100094,"joint_lambda_eta0",0.003,2,-2.30258509299405,1.09861228866811,"lower","interior",1854.13649698265,15.4932152693602,0,0,0,FALSE,0.0227360453970057,0.0215438791261674,TRUE,117,0.510999999999967,"11, 396"
0.001,20,5,3,100094,"oracle_lambda",0.001,2,-2.30258509299405,0,"lower","interior",1838.64328171328,0,0,0,0,FALSE,0.0227136350210157,0.0215271309372927,TRUE,117,0.517000000000053,"11, 396"
0.001,20,5,4,100095,"joint_lambda_eta0",0.008,2,-2.30258509299405,2.07944154167984,"lower","interior",1684.66217712378,66.7185555657252,0,0,0,FALSE,0.0149207177868113,0.00977164168719491,TRUE,116,0.507000000000062,"188, 443"
0.001,20,5,4,100095,"oracle_lambda",0.001,2,-2.30258509299405,0,"lower","interior",1617.94362155805,0,0,0,0,FALSE,0.0149246663232826,0.00977101876609643,TRUE,118,0.516999999999825,"188, 443"
0.001,20,5,5,100096,"joint_lambda_eta0",0.008,3.6704807944104,-1.6954096134168,2.07944154167984,"interior","interior",1848.5985999952,56.3041935862345,0,0,0,FALSE,0.0391113796681116,0.0209158523059768,TRUE,110,0.759999999999991,"344, 442"
0.001,20,5,5,100096,"oracle_lambda",0.001,2,-2.30258509299405,0,"lower","interior",1792.29440640897,0,0,0,0,FALSE,0.0219068109797935,0.0188633320771512,TRUE,121,0.529999999999973,"344, 442"
0.001,43,5,1,100097,"joint_lambda_eta0",0.003,13.8415804135622,-1.13352298029204,1.09861228866811,"interior","interior",2058.41423937417,20.7763081754681,1,1,0.5,FALSE,0.135489333738112,0.012841708033421,TRUE,86,0.348999999999933,"34, 225"
0.001,43,5,1,100097,"oracle_lambda",0.001,3.11194492533871,-2.62595220704729,0,"interior","interior",2037.6379311987,0,0,0,0,FALSE,0.0360945210402245,0.0301984207029684,TRUE,104,0.460000000000036,"34, 225"
0.001,43,5,2,100098,"joint_lambda_eta0",0.008,38.1708986514869,-0.119126705815952,2.07944154167984,"interior","interior",2093.18766384101,38.4715271309387,1,1,0.5,FALSE,0.24437754213158,0.00891232198499514,TRUE,38,0.128999999999905,"253, 297"
0.001,43,5,2,100098,"oracle_lambda",0.001,7.75319184155076,-1.71309550659278,0,"interior","interior",2054.71613671007,0,0,0,0,FALSE,0.0922542695014449,0.00876713793768613,TRUE,115,0.494000000000142,"253, 297"
0.001,43,5,3,100099,"joint_lambda_eta0",0.001,22.1498266131684,-0.663370447080983,0,"interior","interior",2142.61992778118,0,1,1,0.5,FALSE,0.504138587658567,0.00827718336931271,TRUE,77,0.330999999999904,"287, 378"
0.001,43,5,3,100099,"oracle_lambda",0.001,22.1498266131684,-0.663370447080983,0,"interior","interior",2142.61992778118,0,1,1,0.5,FALSE,0.504138587658567,0.00827718336931271,TRUE,77,0.330999999999904,"287, 378"
0.001,43,5,4,100100,"joint_lambda_eta0",0.005,25.7941358099642,-0.511052943788663,1.6094379124341,"interior","interior",2085.6907352624,23.8461982948152,0,0,0,FALSE,0.241596950402742,0.00838129120627695,TRUE,69,0.298000000000002,"428, 432"
0.001,43,5,4,100100,"oracle_lambda",0.001,10.9660099525963,-1.36639963112536,0,"interior","interior",2061.84453696759,0,0,0,0,FALSE,0.207389691688423,0.008002378810121,TRUE,111,0.486000000000104,"428, 432"
0.001,43,5,5,100101,"joint_lambda_eta0",0.003,18.4798857333487,-0.84451723275949,1.09861228866811,"interior","interior",2053.08692265805,19.1237681093762,1,1,0.5,FALSE,0.307964908364009,0.00807184312922526,TRUE,79,0.327999999999975,"3, 218"
0.001,43,5,5,100101,"oracle_lambda",0.001,10.4608423832826,-1.41356112652483,0,"interior","interior",2033.96315454867,0,1,1,0.5,FALSE,0.264444448272382,0.00799245082090871,TRUE,127,0.548000000000002,"3, 218"
0.001,95,5,1,100102,"joint_lambda_eta0",0.003,51.4933077906454,-0.612425038187249,1.09861228866811,"interior","interior",2242.40757199923,27.8761393257059,1,1,0.5,FALSE,0.0878536315774234,0.00962993985487648,TRUE,39,0.13799999999992,"142, 214"
0.001,95,5,1,100102,"oracle_lambda",0.001,26.9648611913876,-1.25934231055731,0,"interior","interior",2214.53143267352,0,1,1,0.5,FALSE,0.0836600127141666,0.00813723910660824,TRUE,74,0.308999999999969,"142, 214"
0.001,95,5,2,100103,"joint_lambda_eta0",0.003,73.2840746145514,-0.259533569415964,1.09861228866811,"interior","interior",2303.1078531093,13.4740349789658,1,1,0.5,FALSE,0.46388227681339,0.011213688023567,TRUE,31,0.106999999999971,"228, 326"
0.001,95,5,2,100103,"oracle_lambda",0.001,39.0289890824955,-0.889572211781232,0,"interior","interior",2289.63381813034,0,1,1,0.5,FALSE,0.354074109305542,0.00837171464231123,TRUE,73,0.307000000000016,"228, 326"
0.001,95,5,3,100104,"joint_lambda_eta0",0.003,76.7391548758871,-0.213464819666365,1.09861228866811,"interior","interior",2311.79548453461,19.1434359211316,1,1,0.5,FALSE,0.498554549535927,0.024797416319372,TRUE,63,0.2800000000002,"179, 428"
0.001,95,5,3,100104,"oracle_lambda",0.001,39.015304227214,-0.889922906363539,0,"interior","interior",2292.65204861348,0,1,1,0.5,FALSE,0.454999124771257,0.0086349122092414,TRUE,64,0.286999999999807,"179, 428"
0.001,95,5,4,100105,"joint_lambda_eta0",0.003,35.2219228377691,-0.992208194969666,1.09861228866811,"interior","interior",2249.79218914932,1.17957157944875,1,1,0.5,FALSE,0.509719934070041,0.0195222695020784,TRUE,29,0.101999999999862,"68, 427"
0.001,95,5,4,100105,"oracle_lambda",0.001,20.9870501957069,-1.50997130143575,0,"interior","interior",2248.61261756987,0,1,1,0.5,FALSE,0.504033325170955,0.00943607563151527,TRUE,73,0.308999999999969,"68, 427"
0.001,95,5,5,100106,"joint_lambda_eta0",0.003,83.7784680320948,-0.12570086185286,1.09861228866811,"interior","interior",2277.81805398042,14.1556469949346,2,1,1,TRUE,0.600930089412534,0.481873118324618,TRUE,83,0.336000000000013,"342, 450"
0.001,95,5,5,100106,"oracle_lambda",0.001,30.4704526843111,-1.13711944199155,0,"interior","interior",2263.66240698548,0,1,1,0.5,FALSE,0.338412146852957,0.00987257145747433,TRUE,49,0.227999999999838,"342, 450"
0.001,206,5,1,100107,"joint_lambda_eta0",0.001,108.767868084699,-0.63866020809013,0,"interior","interior",2436.83925416032,0,2,1,1,TRUE,0.203187524240272,0.185406064285593,TRUE,85,0.344000000000051,"32, 329"
0.001,206,5,1,100107,"oracle_lambda",0.001,108.767868084699,-0.63866020809013,0,"interior","interior",2436.83925416032,0,2,1,1,TRUE,0.203187524240272,0.185406064285593,TRUE,85,0.344000000000051,"32, 329"
0.001,206,5,2,100108,"joint_lambda_eta0",0.005,109.877785318193,-0.628507463224375,1.6094379124341,"interior","interior",2303.43054938937,47.6927652870286,1,1,0.5,FALSE,0.354362850108846,0.00895290816960626,TRUE,23,0.0779999999999745,"130, 131"
0.001,206,5,2,100108,"oracle_lambda",0.001,36.7427331897231,-1.72393569901721,0,"interior","interior",2255.73778410234,0,1,1,0.5,FALSE,0.280632314100924,0.00799811805036432,TRUE,77,0.314999999999827,"130, 131"
0.001,206,5,3,100109,"joint_lambda_eta0",0.003,177.407896486982,-0.149424587576775,1.09861228866811,"interior","interior",2381.88775428003,17.2676497295292,2,1,1,TRUE,0.674250177366232,0.570635895023203,TRUE,29,0.0989999999999327,"115, 205"
0.001,206,5,3,100109,"oracle_lambda",0.001,62.4710925646174,-1.19317223800824,0,"interior","interior",2364.6201045505,0,1,1,0.5,FALSE,0.18918488837409,0.0119136720543708,TRUE,31,0.107999999999947,"115, 205"
0.001,206,5,4,100110,"joint_lambda_eta0",0.005,125.814991593492,-0.493063661563872,1.6094379124341,"interior","interior",2295.74588143611,39.2233705443714,2,1,1,TRUE,0.784902382903431,0.569807978614596,TRUE,107,0.472999999999956,"201, 442"
0.001,206,5,4,100110,"oracle_lambda",0.001,34.2690389547489,-1.79363387663597,0,"interior","interior",2256.52251089173,0,1,1,0.5,FALSE,0.504077903161052,0.0088578353204416,TRUE,69,0.294000000000096,"201, 442"
0.001,206,5,5,100111,"joint_lambda_eta0",0.003,252.356877771413,0.202968098514972,1.09861228866811,"interior","interior",2439.90692841363,8.81895831972224,2,1,1,TRUE,0.515818691400744,0.200584722194125,TRUE,81,0.335000000000036,"122, 211"
0.001,206,5,5,100111,"oracle_lambda",0.001,84.4168450505083,-0.89210920119579,0,"interior","interior",2431.08797009391,0,1,1,0.5,FALSE,0.120467611614091,0.0145683395310386,TRUE,59,0.261000000000195,"122, 211"
0.001,447,5,1,100112,"joint_lambda_eta0",0.001,209.31192272791,-0.758733002006644,0,"interior","interior",2506.44178512048,0,2,1,1,TRUE,0.762457043669416,0.524914105405798,TRUE,95,0.435999999999922,"230, 363"
0.001,447,5,1,100112,"oracle_lambda",0.001,209.31192272791,-0.758733002006644,0,"interior","interior",2506.44178512048,0,2,1,1,TRUE,0.762457043669416,0.524914105405798,TRUE,95,0.435999999999922,"230, 363"
0.001,447,5,2,100113,"joint_lambda_eta0",0.003,632.403600440781,0.346969204002159,1.09861228866811,"interior","interior",2527.26903399077,2.48163077363597,2,1,1,TRUE,0.799725330033548,0.617539498853167,TRUE,42,0.143000000000029,"31, 277"
0.001,447,5,2,100113,"oracle_lambda",0.001,198.181403964469,-0.813375801718532,0,"interior","interior",2524.78740321713,0,2,1,1,TRUE,0.737103834892926,0.537927239251605,TRUE,77,0.322000000000116,"31, 277"
0.001,447,5,3,100114,"joint_lambda_eta0",0.003,280.76149359794,-0.465053062926705,1.09861228866811,"interior","interior",2448.89823978811,7.80838604071323,1,1,0.5,FALSE,0.577665203968588,0.381837684200745,TRUE,75,0.312000000000126,"325, 443"
0.001,447,5,3,100114,"oracle_lambda",0.001,110.542190560518,-1.39716133150126,0,"interior","interior",2441.08985374739,0,1,1,0.5,FALSE,0.193361215218501,0.0104357993549884,TRUE,60,0.264000000000124,"325, 443"
0.001,447,5,4,100115,"joint_lambda_eta0",0.003,313.801544501312,-0.353797832397777,1.09861228866811,"interior","interior",2443.87876264841,7.22918653339957,2,1,1,TRUE,0.628924965874421,0.269168758243803,TRUE,81,0.329999999999927,"59, 170"
0.001,447,5,4,100115,"oracle_lambda",0.001,120.336769631243,-1.31226436886421,0,"interior","interior",2436.64957611501,0,1,1,0.5,FALSE,0.4338788933281,0.0111237180185392,TRUE,56,0.245000000000118,"59, 170"
0.001,447,5,5,100116,"joint_lambda_eta0",0.001,192.34177683333,-0.843284717390566,0,"interior","interior",2519.25537094216,0,2,1,1,TRUE,0.862764210972784,0.725716194876111,TRUE,74,0.305999999999813,"127, 464"
0.001,447,5,5,100116,"oracle_lambda",0.001,192.34177683333,-0.843284717390566,0,"interior","interior",2519.25537094216,0,2,1,1,TRUE,0.862764210972784,0.725716194876111,TRUE,74,0.305999999999813,"127, 464"
0.001,972,5,1,100117,"joint_lambda_eta0",0.001,495.379831823086,-0.674030999127944,0,"interior","interior",2588.04352988251,0,2,1,1,TRUE,0.679166456084509,0.362636458623323,TRUE,45,0.208999999999833,"236, 258"
0.001,972,5,1,100117,"oracle_lambda",0.001,495.379831823086,-0.674030999127944,0,"interior","interior",2588.04352988251,0,2,1,1,TRUE,0.679166456084509,0.362636458623323,TRUE,45,0.208999999999833,"236, 258"
0.001,972,5,2,100118,"joint_lambda_eta0",0.001,445.216147007038,-0.780795916608406,0,"interior","interior",2598.2726876232,0,2,1,1,TRUE,0.719392508683247,0.440997355320979,TRUE,76,0.309999999999945,"9, 227"
0.001,972,5,2,100118,"oracle_lambda",0.001,445.216147007038,-0.780795916608406,0,"interior","interior",2598.2726876232,0,2,1,1,TRUE,0.719392508683247,0.440997355320979,TRUE,76,0.309999999999945,"9, 227"
0.001,972,5,3,100119,"joint_lambda_eta0",0.001,399.634156880337,-0.888806283660529,0,"interior","interior",2563.5727511586,0,2,1,1,TRUE,0.936633684216949,0.873391171083624,TRUE,27,0.0899999999999181,"12, 237"
