"true_lambda","true_eta0","r0_seed","replicate","seed","fit_type","selected_lambda","eta0_hat","log_eta0_error","log_lambda_error","eta0_boundary","lambda_boundary","lower_bound","elbo_gain_over_oracle","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.001,972,5,3,100119,"oracle_lambda",0.001,399.634156880337,-0.888806283660529,0,"interior","interior",2563.5727511586,0,2,1,1,TRUE,0.936633684216949,0.873391171083624,TRUE,27,0.0899999999999181,"12, 237"
0.001,972,5,4,100120,"joint_lambda_eta0",0.001,459.884604674867,-0.748380205850245,0,"interior","interior",2592.30833582217,0,2,1,1,TRUE,0.970771053268038,0.941543220552177,TRUE,69,0.288000000000011,"57, 352"
0.001,972,5,4,100120,"oracle_lambda",0.001,459.884604674867,-0.748380205850245,0,"interior","interior",2592.30833582217,0,2,1,1,TRUE,0.970771053268038,0.941543220552177,TRUE,69,0.288000000000011,"57, 352"
0.001,972,5,5,100121,"joint_lambda_eta0",0.001,558.352570876117,-0.554365194162444,0,"interior","interior",2588.69086063525,0,2,1,1,TRUE,0.807594933255045,0.635627633220725,TRUE,86,0.353000000000065,"175, 198"
0.001,972,5,5,100121,"oracle_lambda",0.001,558.352570876117,-0.554365194162444,0,"interior","interior",2588.69086063525,0,2,1,1,TRUE,0.807594933255045,0.635627633220725,TRUE,86,0.353000000000065,"175, 198"
0.001,2115,5,1,100122,"joint_lambda_eta0",0.001,2743.6987702794,0.260252113744427,0,"interior","interior",2668.43722788271,0,2,1,1,TRUE,0.684240001863523,0.37013452484391,TRUE,72,0.742999999999938,"390, 402"
0.001,2115,5,1,100122,"oracle_lambda",0.001,2743.6987702794,0.260252113744427,0,"interior","interior",2668.43722788271,0,2,1,1,TRUE,0.684240001863523,0.37013452484391,TRUE,72,0.742999999999938,"390, 402"
0.001,2115,5,2,100123,"joint_lambda_eta0",0.001,1724.74209477792,-0.203977283466362,0,"interior","interior",2658.2822855662,0,2,1,1,TRUE,0.697263762411742,0.396014776449956,TRUE,71,0.302999999999884,"203, 382"
0.001,2115,5,2,100123,"oracle_lambda",0.001,1724.74209477792,-0.203977283466362,0,"interior","interior",2658.2822855662,0,2,1,1,TRUE,0.697263762411742,0.396014776449956,TRUE,71,0.302999999999884,"203, 382"
0.001,2115,5,3,100124,"joint_lambda_eta0",0.001,2298.08507090044,0.0830213857820361,0,"interior","interior",2661.50696858064,0,2,1,1,TRUE,0.988462500558037,0.976925001116073,TRUE,75,1.09099999999989,"24, 200"
0.001,2115,5,3,100124,"oracle_lambda",0.001,2298.08507090044,0.0830213857820361,0,"interior","interior",2661.50696858064,0,2,1,1,TRUE,0.988462500558037,0.976925001116073,TRUE,75,1.09099999999989,"24, 200"
0.001,2115,5,4,100125,"joint_lambda_eta0",0.001,746.550049740506,-1.04134743088055,0,"interior","interior",2625.13718371873,0,2,1,1,TRUE,0.999873055819903,0.999746111639806,TRUE,76,0.317999999999984,"327, 344"
0.001,2115,5,4,100125,"oracle_lambda",0.001,746.550049740506,-1.04134743088055,0,"interior","interior",2625.13718371873,0,2,1,1,TRUE,0.999873055819903,0.999746111639806,TRUE,76,0.317999999999984,"327, 344"
0.001,2115,5,5,100126,"joint_lambda_eta0",0.001,731.815795124722,-1.06128125519171,0,"interior","interior",2621.48128210668,0,2,1,1,TRUE,0.611175130644331,0.227847751284822,TRUE,76,0.322000000000116,"50, 190"
0.001,2115,5,5,100126,"oracle_lambda",0.001,731.815795124722,-1.06128125519171,0,"interior","interior",2621.48128210668,0,2,1,1,TRUE,0.611175130644331,0.227847751284822,TRUE,76,0.322000000000116,"50, 190"
0.001,4599,5,1,100127,"joint_lambda_eta0",0.001,1335.72514173861,-1.23636456684069,0,"interior","interior",2644.75948690441,0,2,1,1,TRUE,0.560811243503554,0.141062587981778,TRUE,76,0.316000000000031,"330, 485"
0.001,4599,5,1,100127,"oracle_lambda",0.001,1335.72514173861,-1.23636456684069,0,"interior","interior",2644.75948690441,0,2,1,1,TRUE,0.560811243503554,0.141062587981778,TRUE,76,0.316000000000031,"330, 485"
0.001,4599,5,2,100128,"joint_lambda_eta0",0.001,3774.51992644482,-0.197565685746516,0,"interior","interior",2673.31511343109,0,1,1,0.5,FALSE,0.668816568364044,0.344649145087965,TRUE,77,0.781999999999925,"152, 402"
0.001,4599,5,2,100128,"oracle_lambda",0.001,3774.51992644482,-0.197565685746516,0,"interior","interior",2673.31511343109,0,1,1,0.5,FALSE,0.668816568364044,0.344649145087965,TRUE,77,0.781999999999925,"152, 402"
0.001,4599,5,3,100129,"joint_lambda_eta0",0.001,1205.48374627022,-1.33895795298743,0,"interior","interior",2652.42392631183,0,1,1,0.5,FALSE,0.878171793329129,0.86276137195729,TRUE,55,0.257000000000062,"278, 485"
0.001,4599,5,3,100129,"oracle_lambda",0.001,1205.48374627022,-1.33895795298743,0,"interior","interior",2652.42392631183,0,1,1,0.5,FALSE,0.878171793329129,0.86276137195729,TRUE,55,0.257000000000062,"278, 485"
0.001,4599,5,4,100130,"joint_lambda_eta0",0.001,1742.02376798279,-0.970791366143181,0,"interior","interior",2659.14388994106,0,2,1,1,TRUE,0.360161298578033,0.15990228285541,TRUE,73,0.313000000000102,"5, 482"
0.001,4599,5,4,100130,"oracle_lambda",0.001,1742.02376798279,-0.970791366143181,0,"interior","interior",2659.14388994106,0,2,1,1,TRUE,0.360161298578033,0.15990228285541,TRUE,73,0.313000000000102,"5, 482"
0.001,4599,5,5,100131,"joint_lambda_eta0",0.001,2791.53781665314,-0.499246255808679,0,"interior","interior",2666.76547542404,0,2,1,1,TRUE,0.69582099945771,0.391641998915437,TRUE,71,0.683999999999969,"83, 463"
0.001,4599,5,5,100131,"oracle_lambda",0.001,2791.53781665314,-0.499246255808679,0,"interior","interior",2666.76547542404,0,2,1,1,TRUE,0.69582099945771,0.391641998915437,TRUE,71,0.683999999999969,"83, 463"
0.001,10000,5,1,100132,"joint_lambda_eta0",0.001,20000,0.693147180559944,0,"upper","interior",2691.5763970601,0,1,1,0.5,FALSE,0.580911514581082,0.161823428258154,TRUE,74,1.654,"19, 242"
0.001,10000,5,1,100132,"oracle_lambda",0.001,20000,0.693147180559944,0,"upper","interior",2691.5763970601,0,1,1,0.5,FALSE,0.580911514581082,0.161823428258154,TRUE,74,1.654,"19, 242"
0.001,10000,5,2,100133,"joint_lambda_eta0",0.001,1188.84336584693,-2.12960422000463,0,"interior","interior",2638.6090508569,0,2,1,1,TRUE,0.804353639642519,0.608707279285037,TRUE,86,0.418999999999869,"390, 393"
0.001,10000,5,2,100133,"oracle_lambda",0.001,1188.84336584693,-2.12960422000463,0,"interior","interior",2638.6090508569,0,2,1,1,TRUE,0.804353639642519,0.608707279285037,TRUE,86,0.418999999999869,"390, 393"
0.001,10000,5,3,100134,"joint_lambda_eta0",0.001,20000,0.693147180559944,0,"upper","interior",2716.64278723264,0,2,1,1,TRUE,0.605989165737876,0.211978343081336,TRUE,66,1.49399999999991,"220, 284"
0.001,10000,5,3,100134,"oracle_lambda",0.001,20000,0.693147180559944,0,"upper","interior",2716.64278723264,0,2,1,1,TRUE,0.605989165737876,0.211978343081336,TRUE,66,1.49399999999991,"220, 284"
0.001,10000,5,4,100135,"joint_lambda_eta0",0.001,20000,0.693147180559944,0,"upper","interior",2689.53491295667,0,2,1,1,TRUE,0.92067113499949,0.841342270401517,TRUE,70,2.80299999999988,"130, 246"
0.001,10000,5,4,100135,"oracle_lambda",0.001,20000,0.693147180559944,0,"upper","interior",2689.53491295667,0,2,1,1,TRUE,0.92067113499949,0.841342270401517,TRUE,70,2.80299999999988,"130, 246"
0.001,10000,5,5,100136,"joint_lambda_eta0",0.001,3418.56978904813,-1.0733628197223,0,"interior","interior",2666.75658078085,0,2,1,1,TRUE,0.781134677959539,0.562269355919078,TRUE,75,0.835999999999785,"23, 376"
0.001,10000,5,5,100136,"oracle_lambda",0.001,3418.56978904813,-1.0733628197223,0,"interior","interior",2666.75658078085,0,2,1,1,TRUE,0.781134677959539,0.562269355919078,TRUE,75,0.835999999999785,"23, 376"
0.01,20,3,1,100002,"joint_lambda_eta0",0.025,15.9933660744957,-0.223558257637011,0.916290731874155,"interior","interior",1761.70065810219,12.1668349448737,1,1,0.5,FALSE,0.181528621374001,0.00799851122214146,TRUE,90,0.324000000000012,"222, 230"
0.01,20,3,1,100002,"oracle_lambda",0.01,2.28922843416336,-2.16751744107388,0,"interior","interior",1749.53382315732,0,0,0,0,FALSE,0.020784523157804,0.018469813819607,TRUE,115,0.426999999999992,"222, 230"
0.01,20,3,2,100003,"joint_lambda_eta0",0.015,12.2123739405535,-0.493282578403893,0.405465108108164,"interior","interior",1741.55259022446,1.51594337911979,0,0,0,FALSE,0.184841407813844,0.0621085201301708,TRUE,143,0.522000000000048,"262, 268"
0.01,20,3,2,100003,"oracle_lambda",0.01,8.81179862880274,-0.81964069680388,0,"interior","interior",1740.03664684534,0,0,0,0,FALSE,0.15744557170307,0.0785643269457631,TRUE,194,0.713999999999999,"262, 268"
0.01,20,3,3,100004,"joint_lambda_eta0",0.02,6.51465096714288,-1.12167863814325,0.693147180559945,"interior","interior",1794.26076961737,7.91707994494277,0,0,0,FALSE,0.0931131296080119,0.0724345254215573,TRUE,131,0.500999999999976,"231, 273"
0.01,20,3,3,100004,"oracle_lambda",0.01,2.1789688217636,-2.21688052620071,0,"interior","interior",1786.34368967243,0,0,0,0,FALSE,0.0206435496598862,0.0203171574943978,TRUE,119,0.45599999999996,"231, 273"
0.01,20,3,4,100005,"joint_lambda_eta0",0.025,14.2065793525154,-0.34202708156896,0.916290731874155,"interior","interior",1748.00670053227,9.26665632461777,1,1,0.5,FALSE,0.295371302333858,0.00806361662276867,TRUE,124,0.464999999999975,"238, 307"
0.01,20,3,4,100005,"oracle_lambda",0.01,2.1976900806496,-2.20832542812846,0,"interior","interior",1738.74004420766,0,0,0,0,FALSE,0.0229876774201503,0.0185804482774087,TRUE,113,0.425999999999988,"238, 307"
0.01,20,3,5,100006,"joint_lambda_eta0",0.02,26.1667416404575,0.268756927802571,0.693147180559945,"interior","interior",1849.30835021998,6.10438690951196,1,1,0.5,FALSE,0.179678550738836,0.00793927699899888,TRUE,71,0.262,"189, 233"
0.01,20,3,5,100006,"oracle_lambda",0.01,16.5401611867784,-0.189940838735168,0,"interior","interior",1843.20396331047,0,1,1,0.5,FALSE,0.161889348794599,0.00794178319082595,TRUE,102,0.372000000000014,"189, 233"
0.01,43,3,1,100007,"joint_lambda_eta0",0.01,15.9511938468774,-0.991666439929771,0,"interior","interior",1933.65220471954,0,0,0,0,FALSE,0.478790459995103,0.0427842871554214,TRUE,87,0.331000000000017,"97, 283"
0.01,43,3,1,100007,"oracle_lambda",0.01,15.9511938468774,-0.991666439929771,0,"interior","interior",1933.65220471954,0,0,0,0,FALSE,0.478790459995103,0.0427842871554214,TRUE,87,0.331000000000017,"97, 283"
0.01,43,3,2,100008,"joint_lambda_eta0",0.015,36.2001221561951,-0.172137622387002,0.405465108108164,"interior","interior",1977.26530117516,5.46159892695346,1,1,0.5,FALSE,0.281765022995707,0.00847232332777148,TRUE,48,0.173000000000002,"53, 496"
0.01,43,3,2,100008,"oracle_lambda",0.01,27.3564198714083,-0.452248884154374,0,"interior","interior",1971.80370224821,0,1,1,0.5,FALSE,0.274692124955309,0.0081564729850897,TRUE,67,0.243999999999971,"53, 496"
0.01,43,3,3,100009,"joint_lambda_eta0",0.01,32.221757204311,-0.288558201743746,0,"interior","interior",2026.8043689271,0,1,1,0.5,FALSE,0.50418474432765,0.00836949139955978,TRUE,65,0.240999999999985,"472, 498"
0.01,43,3,3,100009,"oracle_lambda",0.01,32.221757204311,-0.288558201743746,0,"interior","interior",2026.8043689271,0,1,1,0.5,FALSE,0.50418474432765,0.00836949139955978,TRUE,65,0.240999999999985,"472, 498"
0.01,43,3,4,100010,"joint_lambda_eta0",0.02,51.3048913834064,0.176585980542185,0.693147180559945,"interior","interior",2046.89420352911,4.81955672578101,1,1,0.5,FALSE,0.437503284892029,0.0145627506881956,TRUE,32,0.120999999999981,"110, 251"
0.01,43,3,4,100010,"oracle_lambda",0.01,30.4653863327357,-0.344608950874241,0,"interior","interior",2042.07464680333,0,1,1,0.5,FALSE,0.391274371469806,0.00869336680320543,TRUE,71,0.26600000000002,"110, 251"
0.01,43,3,5,100011,"joint_lambda_eta0",0.015,49.0829565980471,0.132311742718776,0.405465108108164,"interior","interior",2087.75971810718,4.18240723391546,1,1,0.5,FALSE,0.201181499805054,0.00925041517754943,TRUE,78,0.290999999999997,"252, 404"
0.01,43,3,5,100011,"oracle_lambda",0.01,36.5212580074816,-0.163305613476797,0,"interior","interior",2083.57731087326,0,1,1,0.5,FALSE,0.211006426723627,0.00859539270438425,TRUE,82,0.305999999999983,"252, 404"
0.01,95,3,1,100012,"joint_lambda_eta0",0.015,61.064497912818,-0.441946243187366,0.405465108108164,"interior","interior",2169.70266529584,0.580137612590079,1,1,0.5,FALSE,0.494605285312213,0.0669648335062836,TRUE,37,0.137999999999977,"311, 321"
0.01,95,3,1,100012,"oracle_lambda",0.01,38.0271730933848,-0.915575906018181,0,"interior","interior",2169.12252768325,0,1,1,0.5,FALSE,0.417196761776706,0.0150361129470823,TRUE,28,0.0950000000000273,"311, 321"
0.01,95,3,2,100013,"joint_lambda_eta0",0.015,103.527290753765,0.0859583651280849,0.405465108108164,"interior","interior",2125.13787025227,5.29701719490276,1,1,0.5,FALSE,0.489423479249887,0.473408001434628,TRUE,109,0.389999999999986,"215, 319"
0.01,95,3,2,100013,"oracle_lambda",0.01,55.151153152313,-0.543799236739518,0,"interior","interior",2119.84085305737,0,1,1,0.5,FALSE,0.203667204636764,0.0124379706112256,TRUE,35,0.130000000000052,"215, 319"
0.01,95,3,3,100014,"joint_lambda_eta0",0.015,70.7463137402719,-0.29477645904558,0.405465108108164,"interior","interior",2089.08034182878,2.91089240925976,1,1,0.5,FALSE,0.379532621751331,0.0246102497402356,TRUE,67,0.242999999999995,"330, 497"
0.01,95,3,3,100014,"oracle_lambda",0.01,50.0172090916565,-0.641509763556245,0,"interior","interior",2086.16944941952,0,1,1,0.5,FALSE,0.351544238638563,0.00962387257718833,TRUE,39,0.142999999999972,"330, 497"
0.01,95,3,4,100015,"joint_lambda_eta0",0.015,81.6924022591528,-0.150915889662947,0.405465108108164,"interior","interior",2086.11272738884,0.0453632896937961,1,1,0.5,FALSE,0.520112591162398,0.498987074357838,TRUE,94,0.337000000000046,"265, 292"
0.01,95,3,4,100015,"oracle_lambda",0.01,39.6333174294581,-0.874206777847232,0,"interior","interior",2086.06736409914,0,1,1,0.5,FALSE,0.257902699843812,0.0137215248127823,TRUE,36,0.136000000000024,"265, 292"
0.01,95,3,5,100016,"joint_lambda_eta0",0.015,71.7363307250152,-0.280879567653972,0.405465108108164,"interior","interior",2142.19549678287,0.687192954319471,1,1,0.5,FALSE,0.470852069081863,0.0583261064949442,TRUE,37,0.140000000000043,"71, 260"
0.01,95,3,5,100016,"oracle_lambda",0.01,47.0897811292237,-0.701820875280626,0,"interior","interior",2141.50830382855,0,1,1,0.5,FALSE,0.427284133175765,0.0178539674727521,TRUE,60,0.216999999999985,"71, 260"
0.01,206,3,1,100017,"joint_lambda_eta0",0.015,312.208069534611,0.4157936862819,0.405465108108164,"interior","interior",2274.98285793505,3.6547370920066,2,1,1,TRUE,0.830171390171976,0.660342804659725,TRUE,84,0.41900000000004,"72, 351"
0.01,206,3,1,100017,"oracle_lambda",0.01,199.201339460047,-0.033560099464669,0,"interior","interior",2271.32812084304,0,2,1,1,TRUE,0.812684415366319,0.625369300716232,TRUE,101,0.367000000000019,"72, 351"
0.01,206,3,2,100018,"joint_lambda_eta0",0.01,109.309217386852,-0.633695446084513,0,"interior","interior",2243.45369094548,0,1,1,0.5,FALSE,0.500107207314243,0.0166814320528668,TRUE,20,0.0690000000000168,"45, 145"
0.01,206,3,2,100018,"oracle_lambda",0.01,109.309217386852,-0.633695446084513,0,"interior","interior",2243.45369094548,0,1,1,0.5,FALSE,0.500107207314243,0.0166814320528668,TRUE,20,0.0690000000000168,"45, 145"
0.01,206,3,3,100019,"joint_lambda_eta0",0.01,231.108442555016,0.115010879865948,0,"interior","interior",2317.38448666573,0,1,1,0.5,FALSE,0.297558562636585,0.0114177400027859,TRUE,17,0.0559999999999832,"96, 161"
0.01,206,3,3,100019,"oracle_lambda",0.01,231.108442555016,0.115010879865948,0,"interior","interior",2317.38448666573,0,1,1,0.5,FALSE,0.297558562636585,0.0114177400027859,TRUE,17,0.0559999999999832,"96, 161"
0.01,206,3,4,100020,"joint_lambda_eta0",0.01,122.733984089212,-0.517856886479296,0,"interior","interior",2265.91072172555,0,1,1,0.5,FALSE,0.509221207608145,0.0184425526643885,TRUE,19,0.0649999999999977,"62, 367"
0.01,206,3,4,100020,"oracle_lambda",0.01,122.733984089212,-0.517856886479296,0,"interior","interior",2265.91072172555,0,1,1,0.5,FALSE,0.509221207608145,0.0184425526643885,TRUE,19,0.0649999999999977,"62, 367"
0.01,206,3,5,100021,"joint_lambda_eta0",0.015,508.394759576591,0.903382062794764,0.405465108108164,"interior","interior",2341.4251761223,2.19664050953043,2,1,1,TRUE,0.668356094507983,0.336725341541529,TRUE,10,0.0330000000000155,"111, 336"
0.01,206,3,5,100021,"oracle_lambda",0.01,259.008231820831,0.228983675496898,0,"interior","interior",2339.22853561277,0,2,1,1,TRUE,0.653453183175028,0.307011792229918,TRUE,58,0.203000000000031,"111, 336"
0.01,447,3,1,100022,"joint_lambda_eta0",0.02,20000,3.80092895792256,0.693147180559945,"upper","interior",2382.03900307516,5.97323439302681,2,1,1,TRUE,0.999905492152409,0.999887925562473,TRUE,56,0.870000000000005,"111, 195"
0.01,447,3,1,100022,"oracle_lambda",0.01,413.179722988468,-0.0786759316882124,0,"interior","interior",2376.06576868213,0,2,1,1,TRUE,0.998052633864901,0.997490720232812,TRUE,81,0.29400000000004,"111, 195"
0.01,447,3,2,100023,"joint_lambda_eta0",0.015,678.013723374647,0.416608934087536,0.405465108108164,"interior","interior",2354.11952841978,2.2522760840252,2,1,1,TRUE,0.880554546754958,0.771194070613724,TRUE,60,0.209000000000003,"93, 374"
0.01,447,3,2,100023,"oracle_lambda",0.01,295.94269422205,-0.412392759633707,0,"interior","interior",2351.86725233575,0,2,1,1,TRUE,0.818319545241074,0.676340782022113,TRUE,39,0.141999999999996,"93, 374"
0.01,447,3,3,100024,"joint_lambda_eta0",0.01,402.549231996234,-0.104741189716291,0,"interior","interior",2349.88015065685,0,2,1,1,TRUE,0.997622297420673,0.995244596122236,TRUE,92,0.330000000000041,"54, 321"
0.01,447,3,3,100024,"oracle_lambda",0.01,402.549231996234,-0.104741189716291,0,"interior","interior",2349.88015065685,0,2,1,1,TRUE,0.997622297420673,0.995244596122236,TRUE,92,0.330000000000041,"54, 321"
0.01,447,3,4,100025,"joint_lambda_eta0",0.015,835.289505821662,0.625219783704906,0.405465108108164,"interior","interior",2365.33659729606,1.13547455169282,2,1,1,TRUE,0.967133808350382,0.934267620442279,TRUE,26,0.0860000000000127,"167, 351"
0.01,447,3,4,100025,"oracle_lambda",0.01,358.165892280186,-0.221562329285621,0,"interior","interior",2364.20112274437,0,1,1,0.5,FALSE,0.906152750227084,0.812305597958466,TRUE,71,0.262,"167, 351"
0.01,447,3,5,100026,"joint_lambda_eta0",0.01,355.528500423158,-0.228953178617024,0,"interior","interior",2370.30202445056,0,2,1,1,TRUE,0.618068724465115,0.422437400283476,TRUE,82,0.299000000000035,"201, 385"
0.01,447,3,5,100026,"oracle_lambda",0.01,355.528500423158,-0.228953178617024,0,"interior","interior",2370.30202445056,0,2,1,1,TRUE,0.618068724465115,0.422437400283476,TRUE,82,0.299000000000035,"201, 385"
0.01,972,3,1,100027,"joint_lambda_eta0",0.01,860.886958672165,-0.121392599392899,0,"interior","interior",2414.16830036231,0,2,1,1,TRUE,0.622437091457121,0.244874540553469,TRUE,74,0.274999999999977,"88, 133"
0.01,972,3,1,100027,"oracle_lambda",0.01,860.886958672165,-0.121392599392899,0,"interior","interior",2414.16830036231,0,2,1,1,TRUE,0.622437091457121,0.244874540553469,TRUE,74,0.274999999999977,"88, 133"
0.01,972,3,2,100028,"joint_lambda_eta0",0.015,20000,3.02413174807569,0.405465108108164,"upper","interior",2442.32864957215,2.590792110248,1,1,0.5,FALSE,0.508969783499229,0.0179395669990424,TRUE,16,0.254999999999995,"143, 494"
0.01,972,3,2,100028,"oracle_lambda",0.01,1101.39595798117,0.124977902469408,0,"interior","interior",2439.7378574619,0,1,1,0.5,FALSE,0.506481481313521,0.0129629626330651,TRUE,31,0.128000000000043,"143, 494"
0.01,972,3,3,100029,"joint_lambda_eta0",0.01,779.499718619094,-0.220703476938819,0,"interior","interior",2414.58922304297,0,2,1,1,TRUE,0.672295178299039,0.386447875682968,TRUE,69,0.259000000000015,"67, 239"
0.01,972,3,3,100029,"oracle_lambda",0.01,779.499718619094,-0.220703476938819,0,"interior","interior",2414.58922304297,0,2,1,1,TRUE,0.672295178299039,0.386447875682968,TRUE,69,0.259000000000015,"67, 239"
0.01,972,3,4,100030,"joint_lambda_eta0",0.015,20000,3.02413174807569,0.405465108108164,"upper","interior",2437.029462633,0.34459572168771,2,1,1,TRUE,0.274850685630671,0.0730912038637448,TRUE,74,1.35300000000001,"102, 347"
0.01,972,3,4,100030,"oracle_lambda",0.01,1480.25296570416,0.42061247046517,0,"interior","interior",2436.68486691131,0,2,1,1,TRUE,0.282046086600891,0.0844829950036897,TRUE,76,0.283000000000015,"102, 347"
0.01,972,3,5,100031,"joint_lambda_eta0",0.01,989.417758526857,0.0177608429560587,0,"interior","interior",2415.66947050066,0,2,1,1,TRUE,0.778338332275356,0.556676665140597,TRUE,31,0.120999999999981,"162, 275"
0.01,972,3,5,100031,"oracle_lambda",0.01,989.417758526857,0.0177608429560587,0,"interior","interior",2415.66947050066,0,2,1,1,TRUE,0.778338332275356,0.556676665140597,TRUE,31,0.120999999999981,"162, 275"
0.01,2115,3,1,100032,"joint_lambda_eta0",0.01,1871.88005184732,-0.122111511363605,0,"interior","interior",2443.20751900373,0,2,1,1,TRUE,0.976664467476487,0.97238705689951,TRUE,73,0.278999999999996,"163, 461"
0.01,2115,3,1,100032,"oracle_lambda",0.01,1871.88005184732,-0.122111511363605,0,"interior","interior",2443.20751900373,0,2,1,1,TRUE,0.976664467476487,0.97238705689951,TRUE,73,0.278999999999996,"163, 461"
0.01,2115,3,2,100033,"joint_lambda_eta0",0.01,6478.09518424687,1.11937170160495,0,"interior","interior",2461.53514555697,0,2,1,1,TRUE,0.627391999090914,0.254793232634567,TRUE,54,0.45799999999997,"269, 446"
0.01,2115,3,2,100033,"oracle_lambda",0.01,6478.09518424687,1.11937170160495,0,"interior","interior",2461.53514555697,0,2,1,1,TRUE,0.627391999090914,0.254793232634567,TRUE,54,0.45799999999997,"269, 446"
0.01,2115,3,3,100034,"joint_lambda_eta0",0.01,764.559139289039,-1.01751071228295,0,"interior","interior",2419.34980965608,0,2,0.5,0.5,FALSE,0.515223523741196,0.0316643841421916,TRUE,67,0.285000000000025,"126, 313"
0.01,2115,3,3,100034,"oracle_lambda",0.01,764.559139289039,-1.01751071228295,0,"interior","interior",2419.34980965608,0,2,0.5,0.5,FALSE,0.515223523741196,0.0316643841421916,TRUE,67,0.285000000000025,"126, 313"
0.01,2115,3,4,100035,"joint_lambda_eta0",0.01,2209.7976559615,0.0438461404512331,0,"interior","interior",2444.97361052085,0,2,1,1,TRUE,0.865337461966655,0.773387353614614,TRUE,79,0.572000000000003,"256, 307"
0.01,2115,3,4,100035,"oracle_lambda",0.01,2209.7976559615,0.0438461404512331,0,"interior","interior",2444.97361052085,0,2,1,1,TRUE,0.865337461966655,0.773387353614614,TRUE,79,0.572000000000003,"256, 307"
0.01,2115,3,5,100036,"joint_lambda_eta0",0.01,1445.86445585813,-0.38034743045948,0,"interior","interior",2441.72174838294,0,1,1,0.5,FALSE,0.791469020177504,0.59079459924235,TRUE,83,0.343000000000018,"289, 413"
0.01,2115,3,5,100036,"oracle_lambda",0.01,1445.86445585813,-0.38034743045948,0,"interior","interior",2441.72174838294,0,1,1,0.5,FALSE,0.791469020177504,0.59079459924235,TRUE,83,0.343000000000018,"289, 413"
0.01,4599,3,1,100037,"joint_lambda_eta0",0.01,1745.33667519545,-0.968891414438606,0,"interior","interior",2448.3772586342,0,2,1,1,TRUE,0.598845377474991,0.222840920851292,TRUE,38,0.15100000000001,"76, 336"
0.01,4599,3,1,100037,"oracle_lambda",0.01,1745.33667519545,-0.968891414438606,0,"interior","interior",2448.3772586342,0,2,1,1,TRUE,0.598845377474991,0.222840920851292,TRUE,38,0.15100000000001,"76, 336"
0.01,4599,3,2,100038,"joint_lambda_eta0",0.01,1881.6833226218,-0.893672127960099,0,"interior","interior",2446.16431524525,0,2,1,1,TRUE,0.621182483382905,0.257449319194034,TRUE,44,0.168999999999983,"165, 336"
0.01,4599,3,2,100038,"oracle_lambda",0.01,1881.6833226218,-0.893672127960099,0,"interior","interior",2446.16431524525,0,2,1,1,TRUE,0.621182483382905,0.257449319194034,TRUE,44,0.168999999999983,"165, 336"
0.01,4599,3,3,100039,"joint_lambda_eta0",0.01,2783.83006493418,-0.502011187842957,0,"interior","interior",2446.81917446603,0,2,0.5,0.5,FALSE,0.364885646367184,0.00711195500281891,TRUE,48,0.338999999999999,"288, 366"
0.01,4599,3,3,100039,"oracle_lambda",0.01,2783.83006493418,-0.502011187842957,0,"interior","interior",2446.81917446603,0,2,0.5,0.5,FALSE,0.364885646367184,0.00711195500281891,TRUE,48,0.338999999999999,"288, 366"
0.01,4599,3,4,100040,"joint_lambda_eta0",0.01,20000,1.4698933849962,0,"upper","interior",2485.03622239908,0,2,1,1,TRUE,0.244884212256344,0.216597336546846,TRUE,63,1.22499999999997,"77, 379"
0.01,4599,3,4,100040,"oracle_lambda",0.01,20000,1.4698933849962,0,"upper","interior",2485.03622239908,0,2,1,1,TRUE,0.244884212256344,0.216597336546846,TRUE,63,1.22499999999997,"77, 379"
0.01,4599,3,5,100041,"joint_lambda_eta0",0.008,553.375900736985,-2.11755664877359,-0.223143551314211,"interior","interior",2425.16773936731,1.12219715382025,2,1,1,TRUE,0.507324485774947,0.442258121782257,TRUE,15,0.0489999999999782,"5, 318"
0.01,4599,3,5,100041,"oracle_lambda",0.01,946.319655843845,-1.58101375298092,0,"interior","interior",2424.04554221349,0,2,1,1,TRUE,0.52784131096082,0.437663193327047,TRUE,13,0.0429999999999495,"5, 318"
0.01,10000,3,1,100042,"joint_lambda_eta0",0.008,493.412536141375,-3.00899476053978,-0.223143551314211,"interior","interior",2422.97238475507,1.06607835526256,2,1,1,TRUE,0.967325396712033,0.966474467346713,TRUE,69,0.272999999999968,"179, 393"
0.01,10000,3,1,100042,"oracle_lambda",0.01,813.752865738812,-2.50868365681437,0,"interior","interior",2421.9063063998,0,2,1,1,TRUE,0.977450772059154,0.97628890374486,TRUE,60,0.243999999999971,"179, 393"
0.01,10000,3,2,100043,"joint_lambda_eta0",0.008,2760.06237682706,-1.28733181322071,-0.223143551314211,"interior","interior",2476.12016344128,0.18421329785815,2,1,1,TRUE,0.930301254890033,0.860602509780066,TRUE,34,0.25,"487, 494"
0.01,10000,3,2,100043,"oracle_lambda",0.01,20000,0.693147180559944,0,"upper","interior",2475.93595014343,0,2,1,1,TRUE,0.937761460405822,0.875522920811645,TRUE,25,0.408999999999992,"487, 494"
0.01,10000,3,3,100044,"joint_lambda_eta0",0.01,20000,0.693147180559944,0,"upper","interior",2466.83272340857,0,2,1,1,TRUE,0.65607605316286,0.637059042346971,TRUE,10,0.242999999999938,"346, 431"
