"true_lambda","true_eta0","fit_type","fits","median_lambda_hat","lambda_exact_frequency","median_raw_eta0_hat","raw_eta0_q10","raw_eta0_q90","median_eta0_used","eta0_used_q10","eta0_used_q90","median_raw_log_eta0_error","median_used_log_eta0_error","median_log_lambda_error","raw_eta0_underestimate_frequency","used_eta0_underestimate_frequency","eta0_boundary_frequency","lambda_boundary_frequency","mean_elbo_gain_over_matching_oracle","median_elbo_gain_over_matching_oracle","mean_selected_L","mean_raw_selected_L","fallback_frequency","mean_coverage","mean_power","all_causal_covered_frequency","mean_causal_pip","convergence_frequency","median_iterations","median_fit_seconds"
0.01,95,"joint_lambda_2x_eta0",15,0.01,0.933333333333333,55.0379075601584,38.6696308278141,94.2428960060069,110.075815120317,77.3392616556282,188.485792012014,-0.545854715410344,0.147292465149602,0,0.866666666666667,0.4,0,0.933333333333333,0.0807348988835353,0,1.2,1.2,0.8,0.933333333333333,0.566666666666667,0.2,0.466752234064167,1,43,0.253000000000156
0.01,95,"joint_lambda_profiled_eta0",15,0.01,1,55.151153152313,38.6696308278141,94.2428960060069,55.151153152313,38.6696308278141,94.2428960060069,-0.543799236739518,-0.543799236739518,0,0.866666666666667,0.866666666666667,0,1,0,0,1.13333333333333,1.13333333333333,0.866666666666667,0.933333333333333,0.533333333333333,0.133333333333333,0.435685052973122,1,40,0.227000000000317
0.01,95,"oracle_lambda_2x_eta0",15,0.01,1,55.151153152313,38.6696308278141,94.2428960060069,110.302306304626,77.3392616556282,188.485792012014,-0.543799236739518,0.149347943820428,0,0.866666666666667,0.333333333333333,0,1,0,0,1.2,1.2,0.8,0.933333333333333,0.566666666666667,0.2,0.466763770562562,1,31,0.253000000000156
0.01,95,"oracle_lambda_profiled_eta0",15,0.01,1,55.151153152313,38.6696308278141,94.2428960060069,55.151153152313,38.6696308278141,94.2428960060069,-0.543799236739518,-0.543799236739518,0,0.866666666666667,0.866666666666667,0,1,0,0,1.13333333333333,1.13333333333333,0.866666666666667,0.933333333333333,0.533333333333333,0.133333333333333,0.435685052973122,1,40,0.227000000000317
0.01,206,"joint_lambda_2x_eta0",15,0.01,0.933333333333333,143.161914347029,102.916715894663,219.675568946696,286.323828694058,205.833431789326,439.35113789339,-0.363899910900771,0.329247269659175,0,0.866666666666667,0.133333333333333,0,0.933333333333333,0.009199937211118,0,1.6,1.6,0.4,0.966666666666667,0.766666666666667,0.533333333333333,0.556878608967349,1,17,0.193000000000211
0.01,206,"joint_lambda_profiled_eta0",15,0.01,1,151.981440724051,102.916715894663,219.675568946696,151.981440724051,102.916715894663,219.675568946696,-0.304117755897843,-0.304117755897843,0,0.866666666666667,0.866666666666667,0,1,0,0,1.46666666666667,1.46666666666667,0.533333333333333,1,0.733333333333333,0.466666666666667,0.524775121846913,1,41,0.176000000000158
0.01,206,"oracle_lambda_2x_eta0",15,0.01,1,151.981440724051,102.916715894663,219.675568946696,303.962881448102,205.833431789326,439.35113789339,-0.304117755897843,0.389029424662103,0,0.866666666666667,0.133333333333333,0,1,0,0,1.6,1.6,0.4,0.966666666666667,0.766666666666667,0.533333333333333,0.558286581634615,1,17,0.206000000000131
0.01,206,"oracle_lambda_profiled_eta0",15,0.01,1,151.981440724051,102.916715894663,219.675568946696,151.981440724051,102.916715894663,219.675568946696,-0.304117755897843,-0.304117755897843,0,0.866666666666667,0.866666666666667,0,1,0,0,1.46666666666667,1.46666666666667,0.533333333333333,1,0.733333333333333,0.466666666666667,0.524775121846913,1,41,0.176000000000158
0.01,447,"joint_lambda_2x_eta0",15,0.01,1,355.528500423158,270.249801330485,467.943056678528,711.057000846316,540.499602660969,935.886113357056,-0.228953178617024,0.464194001942921,0,0.866666666666667,0,0,1,0,0,1.93333333333333,1.93333333333333,0.0666666666666667,1,0.966666666666667,0.933333333333333,0.817925421104355,1,39,0.392999999999972
0.01,447,"joint_lambda_profiled_eta0",15,0.01,0.933333333333333,355.528500423158,270.249801330485,408.927526591574,355.528500423158,270.249801330485,408.927526591574,-0.228953178617024,-0.228953178617024,0,0.933333333333333,0.933333333333333,0,0.933333333333333,0.00242882253411759,0,1.86666666666667,1.86666666666667,0.133333333333333,1,0.933333333333333,0.866666666666667,0.761444257796949,1,77,0.319999999999993
