"true_lambda","true_eta0","r0_seed","replicate","seed","fit_type","selected_lambda","raw_eta0_hat","eta0_used","eta0_multiplier","raw_log_eta0_error","used_log_eta0_error","log_lambda_error","eta0_boundary","lambda_boundary","lower_bound","elbo_gain_over_matching_oracle","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.001,43,4,5,100056,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28230.0485812395,NA,5,0.2,0.5,FALSE,0.0563035922654004,1.30135883402716e-07,TRUE,34,0.0910000000000082,"29, 79"
0.001,95,4,1,100057,"joint_lambda_calibrated_eta0",0.002,79.6270175312895,122.386725945592,1.537,-0.176523440116629,0.25330902443983,0.693147180559945,"interior","interior",2347.84704909515,5.3470888056213,2,1,1,TRUE,0.684264093921667,0.370745274458455,TRUE,32,0.47300000000007,"36, 205"
0.001,95,4,1,100057,"joint_lambda_profiled_eta0",0.002,79.6270175312895,79.6270175312895,1,-0.176523440116629,-0.176523440116629,0.693147180559945,"interior","interior",2349.6478970612,8.61268060546308,2,1,1,TRUE,0.695491151713745,0.401345875791545,TRUE,94,0.435000000000059,"36, 205"
0.001,95,4,1,100057,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28299.0983155169,NA,2,1,1,TRUE,0.781911307931519,0.563828859585887,TRUE,8,0.0240000000000009,"36, 205"
0.001,95,4,1,100057,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28295.3477519718,NA,3,0.666666666666667,1,TRUE,0.623956206854631,0.247912421039877,TRUE,67,0.197999999999979,"36, 205"
0.001,95,4,2,100058,"joint_lambda_calibrated_eta0",0.001,30.579371228568,47.000493578309,1.537,-1.13355125283593,-0.703718788279475,0,"interior","interior",2277.74936646012,0,1,1,0.5,FALSE,0.125889740176136,0.0109417731709683,TRUE,38,0.386000000000081,"60, 87"
0.001,95,4,2,100058,"joint_lambda_profiled_eta0",0.001,30.579371228568,30.579371228568,1,-1.13355125283593,-1.13355125283593,0,"interior","interior",2278.86302942922,0,1,1,0.5,FALSE,0.126387862612993,0.00869286346508902,TRUE,70,0.341999999999985,"60, 87"
0.001,95,4,2,100058,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28298.2703017942,NA,2,1,1,TRUE,0.598465945469118,0.19715535909974,TRUE,3,0.01400000000001,"60, 87"
0.001,95,4,2,100058,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28273.3331421431,NA,4,0.5,1,TRUE,0.578020957150195,0.156042001968227,TRUE,18,0.0489999999999782,"60, 87"
0.001,95,4,3,100059,"joint_lambda_calibrated_eta0",0.002,59.9712412802065,92.1757978476774,1.537,-0.460011756281713,-0.0301792917252541,0.693147180559945,"interior","interior",2335.26449092307,0.296214767529818,1,1,0.5,FALSE,0.518801665896882,0.037603333269535,TRUE,40,0.20799999999997,"171, 339"
0.001,95,4,3,100059,"joint_lambda_profiled_eta0",0.002,59.9712412802065,59.9712412802065,1,-0.460011756281713,-0.460011756281713,0.693147180559945,"interior","interior",2336.64411276208,0.330981524663002,1,1,0.5,FALSE,0.50532139976045,0.0106428484320926,TRUE,34,0.160999999999945,"171, 339"
0.001,95,4,3,100059,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28299.5126428267,NA,2,1,1,TRUE,0.600250514804403,0.200501029608806,TRUE,4,0.0169999999999391,"171, 339"
0.001,95,4,3,100059,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28290.8920268822,NA,4,0.5,1,TRUE,0.626753436983882,0.253506873967763,TRUE,11,0.0309999999999491,"171, 339"
0.001,95,4,4,100060,"joint_lambda_calibrated_eta0",0.002,54.9387710061125,84.4408910363949,1.537,-0.547657580930388,-0.11782511637393,0.693147180559945,"interior","interior",2386.98393309843,2.32909014009829,1,1,0.5,FALSE,0.426384126429319,0.0273544644500266,TRUE,29,0.197000000000003,"270, 365"
0.001,95,4,4,100060,"joint_lambda_profiled_eta0",0.002,54.9387710061125,54.9387710061125,1,-0.547657580930388,-0.547657580930388,0.693147180559945,"interior","interior",2387.98556935924,2.33384303417961,1,1,0.5,FALSE,0.379969388725202,0.011177349916685,TRUE,35,0.163000000000011,"270, 365"
0.001,95,4,4,100060,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28325.2780622935,NA,2,1,1,TRUE,0.646621855663342,0.310682679030511,TRUE,5,0.0210000000000719,"270, 365"
0.001,95,4,4,100060,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28324.3541309139,NA,1,1,0.5,FALSE,0.558289087780944,0.126792987150649,TRUE,20,0.0519999999999072,"270, 365"
0.001,95,4,5,100061,"joint_lambda_calibrated_eta0",0.002,95.5642706314393,146.882283960522,1.537,0.00592212043444018,0.435754584990899,0.693147180559945,"interior","interior",2378.34687676886,2.2925490908442,1,1,0.5,FALSE,0.319622501665911,0.0104470225808582,TRUE,60,0.412000000000035,"40, 391"
0.001,95,4,5,100061,"joint_lambda_profiled_eta0",0.002,95.5642706314393,95.5642706314393,1,0.00592212043444018,0.00592212043444018,0.693147180559945,"interior","interior",2380.26982728135,2.43110630702176,1,1,0.5,FALSE,0.304400344665592,0.00860340458808517,TRUE,73,0.343000000000075,"40, 391"
0.001,95,4,5,100061,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28279.2060084029,NA,2,1,1,TRUE,0.959485934190281,0.926950022028425,TRUE,4,0.0180000000000291,"40, 391"
0.001,95,4,5,100061,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28283.0099513448,NA,1,1,0.5,FALSE,0.719573167987253,0.606598382603176,TRUE,9,0.025000000000091,"40, 391"
0.001,206,4,1,100062,"joint_lambda_calibrated_eta0",0.001,98.1061525129209,150.789156412359,1.537,-0.741826087437467,-0.311993622881008,0,"interior","interior",2467.50288942645,0,1,1,0.5,FALSE,0.506167830791125,0.0123373096988583,TRUE,15,0.266000000000076,"251, 474"
0.001,206,4,1,100062,"joint_lambda_profiled_eta0",0.001,98.1061525129209,98.1061525129209,1,-0.741826087437467,-0.741826087437467,0,"interior","interior",2469.17598433824,0,1,1,0.5,FALSE,0.50439388116962,0.00880721840904697,TRUE,52,0.248000000000047,"251, 474"
0.001,206,4,1,100062,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28300.1724252797,NA,1,1,0.5,FALSE,0.527715611947348,0.0554312238948647,TRUE,5,0.0220000000000482,"251, 474"
0.001,206,4,1,100062,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28298.2076591083,NA,1,1,0.5,FALSE,0.512123855387025,0.0242477107873214,TRUE,13,0.0360000000000582,"251, 474"
0.001,206,4,2,100063,"joint_lambda_calibrated_eta0",0.001,87.988384202847,135.238146519776,1.537,-0.850671360718758,-0.4208388961623,0,"interior","interior",2383.5555606395,0,2,1,1,TRUE,0.61154568068286,0.223829783389585,TRUE,48,0.888000000000034,"325, 412"
0.001,206,4,2,100063,"joint_lambda_profiled_eta0",0.001,87.988384202847,87.988384202847,1,-0.850671360718758,-0.850671360718758,0,"interior","interior",2385.68823580097,0,2,1,1,TRUE,0.603035287129166,0.209510932239761,TRUE,143,0.831999999999994,"325, 412"
0.001,206,4,2,100063,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28276.5053912379,NA,2,1,1,TRUE,0.638924410873766,0.277848858742215,TRUE,5,0.0209999999999582,"325, 412"
0.001,206,4,2,100063,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28265.5976204958,NA,4,0.5,1,TRUE,0.632698222925679,0.265396446907936,TRUE,14,0.0379999999998972,"325, 412"
0.001,206,4,3,100064,"joint_lambda_calibrated_eta0",0.001,120.934337899881,185.876077352117,1.537,-0.532628432471601,-0.102795967915142,0,"interior","interior",2466.16602062903,0,1,1,0.5,FALSE,0.505034208565143,0.0100684171302896,TRUE,80,0.423999999999978,"187, 203"
0.001,206,4,3,100064,"joint_lambda_profiled_eta0",0.001,120.934337899881,120.934337899881,1,-0.532628432471601,-0.532628432471601,0,"interior","interior",2468.19475264598,0,1,1,0.5,FALSE,0.504424306532594,0.00884861306602636,TRUE,77,0.331999999999994,"187, 203"
0.001,206,4,3,100064,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28276.3726225639,NA,2,1,1,TRUE,0.547079619296303,0.0941592385926058,TRUE,5,0.0210000000000719,"187, 203"
0.001,206,4,3,100064,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28273.3916456963,NA,3,0.666666666666667,1,TRUE,0.794555469026791,0.589110938053583,TRUE,13,0.0359999999999445,"187, 203"
0.001,206,4,4,100065,"joint_lambda_calibrated_eta0",0.002,138.797957843848,213.332461205994,1.537,-0.394856833765692,0.0349756307907665,0.693147180559945,"interior","interior",2416.8976647908,2.52945883547545,2,1,1,TRUE,0.522141140890186,0.0442823148165979,TRUE,15,0.360000000000014,"38, 362"
0.001,206,4,4,100065,"joint_lambda_profiled_eta0",0.002,138.797957843848,138.797957843848,1,-0.394856833765692,-0.394856833765692,0.693147180559945,"interior","interior",2418.83229273962,4.5115641907355,2,1,1,TRUE,0.539240668835893,0.0784819476810411,TRUE,77,0.341000000000008,"38, 362"
0.001,206,4,4,100065,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28294.695636379,NA,2,0.5,0.5,FALSE,0.501449598337485,0.00289919668349747,TRUE,4,0.0180000000000291,"38, 362"
0.001,206,4,4,100065,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28283.506464212,NA,2,0.5,0.5,FALSE,0.501666649744731,0.00333329948949102,TRUE,9,0.0249999999999773,"38, 362"
0.001,206,4,5,100066,"joint_lambda_calibrated_eta0",0.001,87.513385887694,134.508074109386,1.537,-0.856084405552854,-0.426251940996396,0,"interior","interior",2456.48508425686,0,1,1,0.5,FALSE,0.168372502560277,0.0356292204072209,TRUE,25,0.121000000000095,"260, 478"
0.001,206,4,5,100066,"joint_lambda_profiled_eta0",0.001,87.513385887694,87.513385887694,1,-0.856084405552854,-0.856084405552854,0,"interior","interior",2457.90658071627,0,1,1,0.5,FALSE,0.15195301215193,0.012272741348255,TRUE,23,0.0920000000000982,"260, 478"
0.001,206,4,5,100066,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28294.0077549324,NA,2,1,1,TRUE,0.198520404443328,0.076389195338297,TRUE,4,0.0180000000000291,"260, 478"
0.001,206,4,5,100066,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28292.6082006784,NA,2,1,1,TRUE,0.22509333874959,0.0933876913857649,TRUE,7,0.0210000000000719,"260, 478"
0.001,447,4,1,100067,"joint_lambda_calibrated_eta0",0.001,242.063714577166,372.051929305105,1.537,-0.613357619733148,-0.18352515517669,0,"interior","interior",2557.71307590023,0,2,1,1,TRUE,0.611582502655306,0.223165005310613,TRUE,10,0.145999999999958,"310, 411"
0.001,447,4,1,100067,"joint_lambda_profiled_eta0",0.001,242.063714577166,242.063714577166,1,-0.613357619733148,-0.613357619733148,0,"interior","interior",2559.24869096809,0,2,1,1,TRUE,0.614526445735109,0.229052891470246,TRUE,35,0.132999999999925,"310, 411"
0.001,447,4,1,100067,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28295.9458301464,NA,2,1,1,TRUE,0.582680643537677,0.165361287075354,TRUE,8,0.0240000000000009,"310, 411"
0.001,447,4,1,100067,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28289.759622143,NA,2,1,1,TRUE,0.582336085794149,0.164672171588299,TRUE,9,0.0259999999999536,"310, 411"
0.001,447,4,2,100068,"joint_lambda_calibrated_eta0",0.001,240.35748461549,369.429453854008,1.537,-0.620431260273786,-0.190598795717327,0,"interior","interior",2563.70531322668,0,2,1,1,TRUE,0.740826760162922,0.481654254207,TRUE,46,0.437000000000012,"38, 75"
0.001,447,4,2,100068,"joint_lambda_profiled_eta0",0.001,240.35748461549,240.35748461549,1,-0.620431260273786,-0.620431260273786,0,"interior","interior",2565.19569886514,0,2,1,1,TRUE,0.732569082873255,0.465141688523981,TRUE,88,0.383000000000038,"38, 75"
0.001,447,4,2,100068,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28297.0004904277,NA,2,1,1,TRUE,0.847399578795675,0.694799207050563,TRUE,4,0.0159999999999627,"38, 75"
0.001,447,4,2,100068,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28296.4474037542,NA,2,1,1,TRUE,0.752159742265543,0.504319490521675,TRUE,8,0.0230000000000246,"38, 75"
0.001,447,4,3,100069,"joint_lambda_calibrated_eta0",0.001,214.398887157267,329.53108956072,1.537,-0.734720355928212,-0.304887891371753,0,"interior","interior",2501.91132197961,0,2,1,1,TRUE,0.733811422712267,0.468427038680204,TRUE,70,0.5,"131, 356"
0.001,447,4,3,100069,"joint_lambda_profiled_eta0",0.001,214.398887157267,214.398887157267,1,-0.734720355928212,-0.734720355928212,0,"interior","interior",2504.25567390475,0,2,1,1,TRUE,0.735660769898079,0.475215641383431,TRUE,99,0.419999999999959,"131, 356"
0.001,447,4,3,100069,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28260.8553649982,NA,2,1,1,TRUE,0.756440886803055,0.513081239019568,TRUE,4,0.0180000000000291,"131, 356"
0.001,447,4,3,100069,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28253.0766351169,NA,2,1,1,TRUE,0.717822675272509,0.435648628575398,TRUE,13,0.0359999999999445,"131, 356"
0.001,447,4,4,100070,"joint_lambda_calibrated_eta0",0.001,381.567354457538,586.469023801236,1.537,-0.158271207814438,0.271561256742021,0,"interior","interior",2595.40411656218,0,2,1,1,TRUE,0.999999999995955,0.999999999991932,TRUE,9,0.0670000000000073,"203, 416"
0.001,447,4,4,100070,"joint_lambda_profiled_eta0",0.001,381.567354457538,381.567354457538,1,-0.158271207814438,-0.158271207814438,0,"interior","interior",2596.61657447702,0,2,1,1,TRUE,0.999999999965755,0.999999999931783,TRUE,13,0.0510000000000446,"203, 416"
0.001,447,4,4,100070,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28287.0294344068,NA,2,1,1,TRUE,0.999999999999982,0.999999999999964,TRUE,8,0.0240000000000009,"203, 416"
0.001,447,4,4,100070,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28284.9737980756,NA,2,1,1,TRUE,0.999999999999996,0.999999999999992,TRUE,10,0.02800000000002,"203, 416"
0.001,447,4,5,100071,"joint_lambda_calibrated_eta0",0.002,487.052619156451,748.599875643465,1.537,0.085813570181485,0.515646034737943,0.693147180559945,"interior","interior",2557.05034725724,6.83420975531635,2,1,1,TRUE,0.656561308391625,0.651321840119659,TRUE,37,0.368999999999915,"104, 144"
0.001,447,4,5,100071,"joint_lambda_profiled_eta0",0.002,487.052619156451,487.052619156451,1,0.085813570181485,0.085813570181485,0.693147180559945,"interior","interior",2557.93908695117,6.11336093347745,2,1,1,TRUE,0.630803107109551,0.629594859165576,TRUE,72,0.324999999999932,"104, 144"
0.001,447,4,5,100071,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28291.7957460198,NA,2,1,1,TRUE,0.514842940766207,0.376887401437592,TRUE,6,0.0180000000000291,"104, 144"
0.001,447,4,5,100071,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28287.6602727274,NA,2,1,1,TRUE,0.724252574471694,0.697250121518167,TRUE,8,0.0219999999999345,"104, 144"
0.001,972,4,1,100072,"joint_lambda_calibrated_eta0",0.001,684.144435652204,1051.52999759744,1.537,-0.35118674589549,0.0786457186609679,0,"interior","interior",2656.00829639635,0,2,1,1,TRUE,0.7706192506888,0.556485203294453,TRUE,71,0.406000000000063,"103, 422"
0.001,972,4,1,100072,"joint_lambda_profiled_eta0",0.001,684.144435652204,684.144435652204,1,-0.35118674589549,-0.35118674589549,0,"interior","interior",2656.46001599147,0,2,1,1,TRUE,0.765532599654261,0.551444780514229,TRUE,72,0.325000000000045,"103, 422"
0.001,972,4,1,100072,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28308.3686847767,NA,2,1,1,TRUE,0.770498202464795,0.545162993377533,TRUE,4,0.0170000000000528,"103, 422"
0.001,972,4,1,100072,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28309.0537045135,NA,2,1,1,TRUE,0.778708553906782,0.565081414268655,TRUE,4,0.0170000000000528,"103, 422"
0.001,972,4,2,100073,"joint_lambda_calibrated_eta0",0.001,864.865473131735,1329.29823220348,1.537,-0.116781832014479,0.313050632541979,0,"interior","interior",2657.8582481379,0,2,1,1,TRUE,0.633635879343434,0.533873515237468,TRUE,71,0.375999999999976,"77, 164"
0.001,972,4,2,100073,"joint_lambda_profiled_eta0",0.001,864.865473131735,864.865473131735,1,-0.116781832014479,-0.116781832014479,0,"interior","interior",2658.32285258786,0,2,1,1,TRUE,0.621537484187117,0.531766421786629,TRUE,71,0.294999999999959,"77, 164"
0.001,972,4,2,100073,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28287.5078688001,NA,2,1,1,TRUE,0.563911296200883,0.511083365833899,TRUE,5,0.0219999999999345,"77, 164"
0.001,972,4,2,100073,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28288.3922867451,NA,2,1,1,TRUE,0.659208268610472,0.536438958411552,TRUE,5,0.0210000000000719,"77, 164"
0.001,972,4,3,100074,"joint_lambda_calibrated_eta0",0.001,761.246747592888,1170.03625105027,1.537,-0.244398257901436,0.185434206655023,0,"interior","interior",2648.76147500682,0,2,1,1,TRUE,0.496751105409806,0.188632753875052,TRUE,50,0.385000000000105,"9, 377"
0.001,972,4,3,100074,"joint_lambda_profiled_eta0",0.001,761.246747592888,761.246747592888,1,-0.244398257901436,-0.244398257901436,0,"interior","interior",2649.2686844885,0,2,1,1,TRUE,0.482748431102033,0.18917239851822,TRUE,72,0.327000000000112,"9, 377"
0.001,972,4,3,100074,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28292.0593593192,NA,2,1,1,TRUE,0.540509325520183,0.194465270316677,TRUE,5,0.0209999999999582,"9, 377"
0.001,972,4,3,100074,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28292.2002350057,NA,2,1,1,TRUE,0.52711068998438,0.186783887656043,TRUE,9,0.0240000000000009,"9, 377"
0.001,972,4,4,100075,"joint_lambda_calibrated_eta0",0.001,414.144287887721,636.539770483428,1.537,-0.853141369886698,-0.42330890533024,0,"interior","interior",2623.28929985318,0,1,1,0.5,FALSE,0.546966052534348,0.0939321057488631,TRUE,7,0.0969999999998663,"15, 263"
0.001,972,4,4,100075,"joint_lambda_profiled_eta0",0.001,414.144287887721,414.144287887721,1,-0.853141369886698,-0.853141369886698,0,"interior","interior",2624.16844816882,0,1,1,0.5,FALSE,0.528934966185044,0.0578699370839384,TRUE,23,0.0879999999999654,"15, 263"
0.001,972,4,4,100075,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28295.3847342537,NA,1,1,0.5,FALSE,0.82457315295033,0.649146305901106,TRUE,9,0.0279999999999063,"15, 263"
0.001,972,4,4,100075,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28294.9152765322,NA,1,1,0.5,FALSE,0.607708664747317,0.215417329497335,TRUE,22,0.0579999999999927,"15, 263"
0.001,972,4,5,100076,"joint_lambda_calibrated_eta0",0.002,1470.87950160774,2260.7417939711,1.537,0.414259996815439,0.844092461371897,0.693147180559945,"interior","interior",2614.27898602327,1.2458476614629,2,1,1,TRUE,0.999999980151126,0.999999960302252,TRUE,30,0.232999999999947,"118, 328"
0.001,972,4,5,100076,"joint_lambda_profiled_eta0",0.002,1470.87950160774,1470.87950160774,1,0.414259996815439,0.414259996815439,0.693147180559945,"interior","interior",2614.52121509768,0.414502059694314,2,1,1,TRUE,0.999999958469802,0.999999916939606,TRUE,41,0.184999999999945,"118, 328"
0.001,972,4,5,100076,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28286.213448144,NA,2,1,1,TRUE,0.999999956290632,0.999999912581264,TRUE,3,0.01400000000001,"118, 328"
0.001,972,4,5,100076,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28282.0211387791,NA,2,1,1,TRUE,0.999999997863934,0.999999995727869,TRUE,21,0.0589999999999691,"118, 328"
0.001,2115,4,1,100077,"joint_lambda_calibrated_eta0",0.001,3792.8480095264,5829.60739064208,1.537,0.584062378097024,1.01389484265348,0,"interior","interior",2703.55327605125,0,1,1,0.5,FALSE,0.815802739791028,0.631605479582241,TRUE,54,0.648000000000025,"15, 227"
0.001,2115,4,1,100077,"joint_lambda_profiled_eta0",0.001,3792.8480095264,3792.8480095264,1,0.584062378097024,0.584062378097024,0,"interior","interior",2703.57733545367,0,1,1,0.5,FALSE,0.807686375841825,0.615372751683893,TRUE,62,0.557000000000016,"15, 227"
0.001,2115,4,1,100077,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28312.8998253384,NA,1,1,0.5,FALSE,0.848851646304476,0.697703292608991,TRUE,4,0.0180000000000291,"15, 227"
0.001,2115,4,1,100077,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28313.6408253602,NA,1,1,0.5,FALSE,0.832443501602461,0.664887003205015,TRUE,4,0.0169999999999391,"15, 227"
0.001,2115,4,2,100078,"joint_lambda_calibrated_eta0",0.001,3213.48327830648,4939.12379875705,1.537,0.418300669740787,0.848133134297245,0,"interior","interior",2700.81044786248,0,1,1,0.5,FALSE,0.621319024451933,0.599464274491511,TRUE,60,0.721000000000004,"423, 488"
0.001,2115,4,2,100078,"joint_lambda_profiled_eta0",0.001,3213.48327830648,3213.48327830648,1,0.418300669740787,0.418300669740787,0,"interior","interior",2700.85111498778,0,1,1,0.5,FALSE,0.611685178862483,0.582438393897095,TRUE,69,0.617999999999938,"423, 488"
0.001,2115,4,2,100078,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28301.2887667993,NA,2,1,1,TRUE,0.753687408831782,0.646853615596822,TRUE,4,0.0180000000000291,"423, 488"
0.001,2115,4,2,100078,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28302.3162355224,NA,1,1,0.5,FALSE,0.642450198890406,0.63809411665038,TRUE,4,0.0169999999999391,"423, 488"
0.001,2115,4,3,100079,"joint_lambda_calibrated_eta0",0.001,3045.97323850352,4681.66086757991,1.537,0.364765656152653,0.794598120709112,0,"interior","interior",2697.04338818315,0,2,1,1,TRUE,0.767095087652345,0.534190175304689,TRUE,76,0.800000000000068,"25, 400"
0.001,2115,4,3,100079,"joint_lambda_profiled_eta0",0.001,3045.97323850352,3045.97323850352,1,0.364765656152653,0.364765656152653,0,"interior","interior",2697.09269803708,0,2,1,1,TRUE,0.766776499302272,0.533552998604543,TRUE,74,0.671000000000049,"25, 400"
0.001,2115,4,3,100079,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28296.6262886798,NA,2,1,1,TRUE,0.760487338474206,0.520974676948412,TRUE,4,0.0180000000000291,"25, 400"
0.001,2115,4,3,100079,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28300.1851435423,NA,2,1,1,TRUE,0.766693585490738,0.533387170981476,TRUE,4,0.0169999999999391,"25, 400"
0.001,2115,4,4,100080,"joint_lambda_calibrated_eta0",0.001,1963.14531256958,3017.35434541945,1.537,-0.074506874182311,0.355325590374147,0,"interior","interior",2686.33173112677,0,2,1,1,TRUE,0.999960407954057,0.999920815908116,TRUE,12,0.0510000000000446,"21, 49"
0.001,2115,4,4,100080,"joint_lambda_profiled_eta0",0.001,1963.14531256958,1963.14531256958,1,-0.074506874182311,-0.074506874182311,0,"interior","interior",2686.44485334469,0,2,1,1,TRUE,0.999938569040348,0.999877138080702,TRUE,8,0.0310000000000628,"21, 49"
0.001,2115,4,4,100080,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28299.0729440122,NA,2,1,1,TRUE,0.999937753495054,0.999875506990108,TRUE,9,0.0449999999999591,"21, 49"
0.001,2115,4,4,100080,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28297.2110070954,NA,2,1,1,TRUE,0.999985526805993,0.999971053611986,TRUE,8,0.0240000000000009,"21, 49"
0.001,2115,4,5,100081,"joint_lambda_calibrated_eta0",0.001,1210.30586263025,1860.24011086269,1.537,-0.558181705799567,-0.128349241243109,0,"interior","interior",2667.9104458865,0,2,1,1,TRUE,0.699552455851434,0.399104911736021,TRUE,60,0.334999999999923,"68, 173"
0.001,2115,4,5,100081,"joint_lambda_profiled_eta0",0.001,1210.30586263025,1210.30586263025,1,-0.558181705799567,-0.558181705799567,0,"interior","interior",2668.25835080552,0,2,1,1,TRUE,0.695438365798066,0.390876731706503,TRUE,62,0.265999999999963,"68, 173"
0.001,2115,4,5,100081,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28277.4628427373,NA,2,1,1,TRUE,0.691761060794458,0.383522121593696,TRUE,4,0.01400000000001,"68, 173"
0.001,2115,4,5,100081,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28276.233416669,NA,2,1,1,TRUE,0.709689195257632,0.419378390516963,TRUE,5,0.0169999999999391,"68, 173"
0.001,4599,4,1,100082,"joint_lambda_calibrated_eta0",0.001,1205.43078972694,1852.7471238103,1.537,-1.33900188365565,-0.909169419099189,0,"interior","interior",2678.89505677071,0,2,1,1,TRUE,0.646211290672696,0.294020960908873,TRUE,64,0.416999999999916,"4, 144"
0.001,4599,4,1,100082,"joint_lambda_profiled_eta0",0.001,1205.43078972694,1205.43078972694,1,-1.33900188365565,-1.33900188365565,0,"interior","interior",2679.10025962075,0,2,1,1,TRUE,0.646439393643222,0.295047252675132,TRUE,75,0.344999999999914,"4, 144"
0.001,4599,4,1,100082,"susie_rss_in_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28307.0502118826,NA,2,1,1,TRUE,0.64920110248484,0.298830991600542,TRUE,7,0.02800000000002,"4, 144"
0.001,4599,4,1,100082,"susie_rss_out_of_sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28307.4226120113,NA,2,1,1,TRUE,0.643428271957386,0.287664612400048,TRUE,7,0.0279999999999063,"4, 144"
0.001,4599,4,2,100083,"joint_lambda_calibrated_eta0",0.001,1911.03325964188,2937.25812006957,1.537,-0.878194819138243,-0.448362354581784,0,"interior","interior",2683.43698660634,0,2,1,1,TRUE,0.693491733167666,0.388682493782159,TRUE,70,0.447000000000003,"250, 325"
0.001,4599,4,2,100083,"joint_lambda_profiled_eta0",0.001,1911.03325964188,1911.03325964188,1,-0.878194819138243,-0.878194819138243,0,"interior","interior",2683.61083319488,0,2,1,1,TRUE,0.689433834433969,0.381249568949637,TRUE,73,0.339000000000055,"250, 325"
