"true_lambda","true_eta0","r0_seed","replicate","seed","profile_type","candidate_lambda","raw_eta0_hat","eta0_used","eta0_multiplier","raw_log_eta0_error","used_log_eta0_error","log_lambda_error","eta0_boundary","lower_bound","elbo_below_best","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.001,20,3,2,100003,"calibrated_eta0",1e-04,2,3.074,1.537,-2.30258509299405,-1.87275262843759,-2.30258509299405,"lower",1624.1817531849,-211.942579634333,0,0,0,FALSE,0.0523916051244006,0.049559114356199,TRUE,281,0.844000000000001,"262, 268"
0.001,20,3,2,100003,"calibrated_eta0",0.001,2,3.074,1.537,-2.30258509299405,-1.87275262843759,0,"lower",1804.62811736247,-31.4962154567613,0,0,0,FALSE,0.0518720167964675,0.0491190241163925,TRUE,272,0.786,"262, 268"
0.001,20,3,2,100003,"calibrated_eta0",0.002,2,3.074,1.537,-2.30258509299405,-1.87275262843759,0.693147180559945,"lower",1826.95192084497,-9.17241197425346,0,0,0,FALSE,0.0518125853312946,0.0490686107917994,TRUE,271,0.836,"262, 268"
0.001,20,3,2,100003,"calibrated_eta0",0.004,8.88173875165216,13.6512324612894,1.537,-0.811734930351046,-0.381902465794588,1.38629436111989,"interior",1836.12433281923,0,0,0,0,FALSE,0.171149181673646,0.0815928229830407,TRUE,117,0.773999999999999,"262, 268"
0.001,20,3,2,100003,"calibrated_eta0",0.006,11.1607904747403,17.1541349596759,1.537,-0.583325488039305,-0.153493023482846,1.79175946922805,"interior",1835.30792111562,-0.816411703607855,0,0,0,FALSE,0.184699087642884,0.0699644449450726,TRUE,100,0.606999999999999,"262, 268"
0.001,20,3,2,100003,"calibrated_eta0",0.008,13.0199367756316,20.0116428241457,1.537,-0.429250492727632,0.000581971828826688,2.07944154167984,"interior",1831.92353257177,-4.20080024745971,0,0,0,FALSE,0.193234759034961,0.0606648855127077,TRUE,90,0.562999999999999,"262, 268"
0.001,20,3,2,100003,"calibrated_eta0",0.01,14.6268086290804,22.4814048628965,1.537,-0.312876221136531,0.116956243419927,2.30258509299405,"interior",1827.70050191956,-8.42383089966529,0,0,0,FALSE,0.199175672310449,0.0533529475627645,TRUE,82,0.513,"262, 268"
0.001,20,3,2,100003,"profiled_eta0",1e-05,2,2,1,-2.30258509299405,-2.30258509299405,-4.60517018598809,"lower",1245.96859383,-590.523384225715,0,0,0,FALSE,0.0269602947286049,0.0267799133462654,TRUE,144,0.551,"262, 268"
0.001,20,3,2,100003,"profiled_eta0",1e-04,2,2,1,-2.30258509299405,-2.30258509299405,-2.30258509299405,"lower",1624.94924272346,-211.542735332249,0,0,0,FALSE,0.026687657474922,0.0265228185038591,TRUE,127,0.518000000000001,"262, 268"
0.001,20,3,2,100003,"profiled_eta0",0.001,2,2,1,-2.30258509299405,-2.30258509299405,0,"lower",1804.74893991919,-31.7430381365209,0,0,0,FALSE,0.0266278523829948,0.0264666591660772,TRUE,121,0.471,"262, 268"
0.001,20,3,2,100003,"profiled_eta0",0.002,2,2,1,-2.30258509299405,-2.30258509299405,0.693147180559945,"lower",1826.91474136831,-9.57723668739777,0,0,0,FALSE,0.0266963132765821,0.0265317974738528,TRUE,119,0.471,"262, 268"
0.001,20,3,2,100003,"profiled_eta0",0.004,8.88173875165216,8.88173875165216,1,-0.811734930351046,-0.811734930351046,1.38629436111989,"interior",1836.49197805571,0,0,0,0,FALSE,0.144027502993711,0.0930778935720799,TRUE,170,0.641,"262, 268"
0.001,20,3,2,100003,"profiled_eta0",0.006,11.1607904747403,11.1607904747403,1,-0.583325488039305,-0.583325488039305,1.79175946922805,"interior",1835.77965351675,-0.712324538967096,0,0,0,FALSE,0.158708941746129,0.0887674657212396,TRUE,137,0.493,"262, 268"
0.001,20,3,2,100003,"profiled_eta0",0.008,13.0199367756316,13.0199367756316,1,-0.429250492727632,-0.429250492727632,2.07944154167984,"interior",1832.47463699826,-4.01734105745049,0,0,0,FALSE,0.168362044699076,0.0834673973852759,TRUE,123,0.459999999999999,"262, 268"
0.001,20,3,2,100003,"profiled_eta0",0.01,14.6268086290804,14.6268086290804,1,-0.312876221136531,-0.312876221136531,2.30258509299405,"interior",1828.31745912404,-8.17451893166867,0,0,0,FALSE,0.17546430907182,0.078285175132529,TRUE,114,0.418999999999999,"262, 268"
0.001,20,3,3,100004,"calibrated_eta0",1e-05,2,3.074,1.537,-2.30258509299405,-1.87275262843759,-4.60517018598809,"lower",1384.15054780457,-483.88598331908,0,0,0,FALSE,0.0276366261128792,0.0266461347046804,TRUE,138,0.672999999999998,"231, 273"
0.001,20,3,3,100004,"calibrated_eta0",1e-04,2,3.074,1.537,-2.30258509299405,-1.87275262843759,-2.30258509299405,"lower",1695.10128063675,-172.935250486896,0,0,0,FALSE,0.0274244356127825,0.026458776323382,TRUE,131,0.615000000000002,"231, 273"
0.001,20,3,3,100004,"calibrated_eta0",0.001,2,3.074,1.537,-2.30258509299405,-1.87275262843759,0,"lower",1824.1722591122,-43.8642720114449,0,0,0,FALSE,0.0273583404210035,0.0264003732992988,TRUE,129,0.593999999999998,"231, 273"
