calibration_group,method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds,log_true_centered,log_hat_centered,log_J_centered,log_h2_centered,finite_for_calibration,fold
250:32,AIW-N,oracle_lambda_oracle_L,250,0.005,500,0.001,32,445.957774811226,0.001,2,TRUE,interior,1420.50083767625,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,0.515000000000001,-0.693147180559945,-0.807531006755216,-1.38629436111989,1.6094379124341,TRUE,3
250:32,AIW-N,selected_lambda_oracle_L,250,0.005,500,0.001,32,659.041544300317,0.002,2,TRUE,interior,1430.09099777744,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,0.515000000000001,-0.693147180559945,-0.416968705039772,-1.38629436111989,1.6094379124341,TRUE,3
250:32,collapsed-R,actual_selection,250,0.005,500,0.001,32,660.954388166625,0.002,2,TRUE,interior,1428.83967417135,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,1.78700000000001,-0.693147180559945,-0.414070445797854,-1.38629436111989,1.6094379124341,TRUE,3
250:32,collapsed-R,oracle_lambda,250,0.005,500,0.001,32,445.326456414474,0.001,2,TRUE,interior,1418.93342418401,TRUE,4.8121750444388e-05,0.005,29.0660109687846,12.4580036221162,1.78700000000001,-0.693147180559945,-0.808947655855955,-1.38629436111989,1.6094379124341,TRUE,3
250:32,AIW-N,actual_selection,250,2e-04,1000,0.001,32,Inf,0.002,2,FALSE,normal_limit,1574.34096109525,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.518000000000001,0,Inf,-1.38629436111989,-1.6094379124341,FALSE,3
250:32,AIW-N,oracle_lambda_oracle_L,250,2e-04,1000,0.001,32,463.676510954062,0.001,2,TRUE,interior,1572.94214368802,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.518000000000001,0,-0.768568144563124,-1.38629436111989,-1.6094379124341,TRUE,3
250:32,AIW-N,selected_lambda_oracle_L,250,2e-04,1000,0.001,32,Inf,0.002,2,FALSE,normal_limit,1574.34096109525,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.518000000000001,0,Inf,-1.38629436111989,-1.6094379124341,FALSE,3
250:32,collapsed-R,actual_selection,250,2e-04,1000,0.001,32,999999.141782928,0.002,1,TRUE,interior,1571.04251075282,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.860999999999997,0,6.9077544207647,-1.38629436111989,-1.6094379124341,TRUE,3
250:32,collapsed-R,oracle_lambda,250,2e-04,1000,0.001,32,430.064510838649,0.001,1,TRUE,interior,1569.60429264916,TRUE,-3.14175633406915e-05,2e-04,5.81319573574781,-2.49151869000305,0.860999999999997,0,-0.843820056341024,-1.38629436111989,-1.6094379124341,TRUE,3
250:32,AIW-N,actual_selection,250,0.001,1000,0.001,32,2077.28587803132,0.002,5,TRUE,interior,1541.48570212654,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,0.472999999999999,0,0.731062175302746,-1.38629436111989,0,TRUE,3
250:32,AIW-N,oracle_lambda_oracle_L,250,0.001,1000,0.001,32,489.632813079201,0.001,2,TRUE,interior,1535.89015078582,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,0.472999999999999,0,-0.714099529851666,-1.38629436111989,0,TRUE,3
250:32,AIW-N,selected_lambda_oracle_L,250,0.001,1000,0.001,32,1446.26124210369,0.002,2,TRUE,interior,1539.03972197303,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,0.472999999999999,0,0.368981772773802,-1.38629436111989,0,TRUE,3
250:32,collapsed-R,actual_selection,250,0.001,1000,0.001,32,1642.75149922784,0.002,2,TRUE,interior,1538.52093791298,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,2.325,0,0.496372579428411,-1.38629436111989,0,TRUE,3
250:32,collapsed-R,oracle_lambda,250,0.001,1000,0.001,32,504.947665510271,0.001,2,TRUE,interior,1535.05377813371,TRUE,-3.14175633406915e-05,0.001,12.998700831644,-5.57120515805804,2.325,0,-0.68330048772994,-1.38629436111989,0,TRUE,3
250:32,AIW-N,actual_selection,250,0.005,1000,0.001,32,1258.23945962219,0.004,4,TRUE,interior,1449.22370351057,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,0.663000000000004,0,0.229713489625289,-1.38629436111989,1.6094379124341,TRUE,3
250:32,AIW-N,oracle_lambda_oracle_L,250,0.005,1000,0.001,32,527.851193057559,0.001,2,TRUE,interior,1443.94246607275,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,0.663000000000004,0,-0.638940866328169,-1.38629436111989,1.6094379124341,TRUE,3
250:32,AIW-N,selected_lambda_oracle_L,250,0.005,1000,0.001,32,758.311550016923,0.002,2,TRUE,interior,1448.38255895457,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,0.663000000000004,0,-0.276660961930183,-1.38629436111989,1.6094379124341,TRUE,3
250:32,collapsed-R,actual_selection,250,0.005,1000,0.001,32,768.063445082409,0.002,2,TRUE,interior,1447.39365655517,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,1.35100000000001,0,-0.263882938462161,-1.38629436111989,1.6094379124341,TRUE,3
250:32,collapsed-R,oracle_lambda,250,0.005,1000,0.001,32,531.794874117886,0.001,2,TRUE,interior,1442.70306855974,TRUE,-3.14175633406915e-05,0.005,29.0659786787391,-12.4575934500152,1.35100000000001,0,-0.631497438960013,-1.38629436111989,1.6094379124341,TRUE,3
500:31,AIW-N,actual_selection,500,2e-04,20,0.001,31,5.5856435331375,0.002,1,TRUE,interior,2719.78691549363,TRUE,-1.32355020695245e-05,2e-04,5.81318870653036,-2.49142939670463,1.635,-3.91202300542815,-5.18755562782808,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,2e-04,20,0.001,31,6.31913020199831,0.001,2,TRUE,interior,2710.33603354498,TRUE,-1.32355020695245e-05,2e-04,5.81318870653036,-2.49142939670463,1.635,-3.91202300542815,-5.06417370656083,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,2e-04,20,0.001,31,8.55982267915541,0.002,2,TRUE,interior,2717.3547625262,TRUE,-1.32355020695245e-05,2e-04,5.81318870653036,-2.49142939670463,1.635,-3.91202300542815,-4.76067580409498,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,2e-04,20,0.001,31,2.21304830688946,0.002,0,TRUE,interior,2717.37841366813,TRUE,-1.32355020695245e-05,2e-04,5.81318870653036,-2.49142939670463,0.403,-3.91202300542815,-6.11338438946215,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,2e-04,20,0.001,31,1.47110996143775,0.001,0,TRUE,interior,2710.54492296396,TRUE,-1.32355020695245e-05,2e-04,5.81318870653036,-2.49142939670463,0.403,-3.91202300542815,-6.52173808730982,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,0.001,20,0.001,31,5.68172305253878,0.002,1,TRUE,interior,2365.5051465705,TRUE,-1.32355020695245e-05,0.001,12.998685113836,-5.57100549217283,1.333,-3.91202300542815,-5.17050073793149,-0.693147180559945,0,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.001,20,0.001,31,6.09009945480676,0.001,2,TRUE,interior,2357.00853120092,TRUE,-1.32355020695245e-05,0.001,12.998685113836,-5.57100549217283,1.333,-3.91202300542815,-5.10109086655513,-0.693147180559945,0,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.001,20,0.001,31,7.93405344560119,0.002,2,TRUE,interior,2360.88352001637,TRUE,-1.32355020695245e-05,0.001,12.998685113836,-5.57100549217283,1.333,-3.91202300542815,-4.83659122063828,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,actual_selection,500,0.001,20,0.001,31,1.39134956299769,0.002,0,TRUE,interior,2363.24854398812,TRUE,-1.32355020695245e-05,0.001,12.998685113836,-5.57100549217283,0.326000000000001,-3.91202300542815,-6.57748109423503,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.001,20,0.001,31,1.09917414059063,0.001,0,TRUE,interior,2359.60182918795,TRUE,-1.32355020695245e-05,0.001,12.998685113836,-5.57100549217283,0.326000000000001,-3.91202300542815,-6.81319616243647,-0.693147180559945,0,TRUE,1
500:31,AIW-N,actual_selection,500,0.005,20,0.001,31,5.68565864665852,0.002,1,TRUE,interior,1978.24828644742,TRUE,-1.32355020695245e-05,0.005,29.0659435326518,-12.4571469835231,1.034,-3.91202300542815,-5.16980830155852,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.005,20,0.001,31,6.06997780321168,0.001,2,TRUE,interior,1970.42820239839,TRUE,-1.32355020695245e-05,0.005,29.0659435326518,-12.4571469835231,1.034,-3.91202300542815,-5.10440033071945,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.005,20,0.001,31,7.80807909199395,0.002,2,TRUE,interior,1972.56084943713,TRUE,-1.32355020695245e-05,0.005,29.0659435326518,-12.4571469835231,1.034,-3.91202300542815,-4.85259630031277,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,0.005,20,0.001,31,1.01120112037549,0.002,0,TRUE,interior,1974.70020759749,TRUE,-1.32355020695245e-05,0.005,29.0659435326518,-12.4571469835231,0.309000000000003,-3.91202300542815,-6.89661642660603,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.005,20,0.001,31,1,0.001,0,TRUE,interior,1972.79472101131,TRUE,-1.32355020695245e-05,0.005,29.0659435326518,-12.4571469835231,0.309000000000003,-3.91202300542815,-6.90775527898214,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,2e-04,50,0.001,31,15.6818652908417,0.002,1,TRUE,interior,2966.62394464481,TRUE,-6.64002148845967e-06,2e-04,5.81318615674515,-2.49139700560193,1.125,-2.99573227355399,-4.15525031125993,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,2e-04,50,0.001,31,19.283469420544,0.001,2,TRUE,interior,2959.77311516345,TRUE,-6.64002148845967e-06,2e-04,5.81318615674515,-2.49139700560193,1.125,-2.99573227355399,-3.94850705679031,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,2e-04,50,0.001,31,28.0562549578483,0.002,2,TRUE,interior,2964.76531656763,TRUE,-6.64002148845967e-06,2e-04,5.81318615674515,-2.49139700560193,1.125,-2.99573227355399,-3.57354367872304,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,2e-04,50,0.001,31,12.6517666112555,0.002,0,TRUE,interior,2964.07521877686,TRUE,-6.64002148845967e-06,2e-04,5.81318615674515,-2.49139700560193,0.289000000000002,-2.99573227355399,-4.36995842049551,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,2e-04,50,0.001,31,5.97167030348902,0.001,0,TRUE,interior,2959.97503847916,TRUE,-6.64002148845967e-06,2e-04,5.81318615674515,-2.49139700560193,0.289000000000002,-2.99573227355399,-5.12072860788056,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,0.001,50,0.001,31,18.7696361593791,0.002,1,TRUE,interior,2671.19706323972,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,1.014,-2.99573227355399,-3.97551481272828,-0.693147180559945,0,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.001,50,0.001,31,19.6800129710438,0.001,2,TRUE,interior,2663.88640256024,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,1.014,-2.99573227355399,-3.92815172826049,-0.693147180559945,0,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.001,50,0.001,31,26.2356813908084,0.002,2,TRUE,interior,2668.65621588555,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,1.014,-2.99573227355399,-3.64063490959418,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,actual_selection,500,0.001,50,0.001,31,12.2512309254695,0.002,0,TRUE,interior,2665.77667975481,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,0.465,-2.99573227355399,-4.40212886332776,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.001,50,0.001,31,6.14710013335996,0.001,0,TRUE,interior,2662.1371655441,TRUE,-6.64002148845967e-06,0.001,12.9986794123429,-5.57093306346533,0.465,-2.99573227355399,-5.09177483139655,-0.693147180559945,0,TRUE,1
500:31,AIW-N,actual_selection,500,0.005,50,0.001,31,20.3819739520796,0.002,1,TRUE,interior,2304.47717742095,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,1.069,-2.99573227355399,-3.89310439856293,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.005,50,0.001,31,20.5131056865779,0.001,2,TRUE,interior,2297.06566169366,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,1.069,-2.99573227355399,-3.88669129531982,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.005,50,0.001,31,26.7242151302849,0.002,2,TRUE,interior,2301.31509613638,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,1.069,-2.99573227355399,-3.62218519087329,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,0.005,50,0.001,31,2.56973905630655,0.002,0,TRUE,interior,2296.25002638167,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,0.292,-2.99573227355399,-5.96395091974106,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.005,50,0.001,31,1.87317312220291,0.001,0,TRUE,interior,2294.09535268275,TRUE,-6.64002148845967e-06,0.005,29.0659307837258,-12.4569850280096,0.292,-2.99573227355399,-6.2801214293576,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,2e-04,100,0.001,31,73.7997089839207,0.001,4,TRUE,interior,3181.2712220757,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,1.227,-2.30258509299405,-2.60640049069079,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,2e-04,100,0.001,31,50.6963729304603,0.001,2,TRUE,interior,3176.7227349761,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,1.227,-2.30258509299405,-2.98190091077723,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,2e-04,100,0.001,31,50.6963729304603,0.001,2,TRUE,interior,3176.7227349761,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,1.227,-2.30258509299405,-2.98190091077723,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,2e-04,100,0.001,31,27.2314373222547,0.001,0,TRUE,interior,3171.93239404428,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,0.271999999999991,-2.30258509299405,-3.60338318917778,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,2e-04,100,0.001,31,27.2314373222547,0.001,0,TRUE,interior,3171.93239404428,TRUE,-3.82791235165918e-06,2e-04,5.8131850696019,-2.49138319499381,0.271999999999991,-2.30258509299405,-3.60338318917778,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,0.001,100,0.001,31,40.2452623061431,0.001,1,TRUE,interior,2942.40763792691,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,1.094,-2.30258509299405,-3.21276298872521,-0.693147180559945,0,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.001,100,0.001,31,58.1855645723242,0.001,2,TRUE,interior,2940.65549102608,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,1.094,-2.30258509299405,-2.84411798641299,-0.693147180559945,0,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.001,100,0.001,31,81.6913992858353,0.002,2,TRUE,interior,2941.18107539076,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,1.094,-2.30258509299405,-2.50480655455686,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,actual_selection,500,0.001,100,0.001,31,39.1537518006577,0.001,1,TRUE,interior,2939.49219436954,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,0.564999999999998,-2.30258509299405,-3.24025902970244,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.001,100,0.001,31,39.1537518006577,0.001,1,TRUE,interior,2939.49219436954,TRUE,-3.82791235165918e-06,0.001,12.9986769814167,-5.57090218200678,0.564999999999998,-2.30258509299405,-3.24025902970244,-0.693147180559945,0,TRUE,1
500:31,AIW-N,actual_selection,500,0.005,100,0.001,31,53.2706535443032,0.002,1,TRUE,interior,2559.73093610553,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.002,-2.30258509299405,-2.93236968960393,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.005,100,0.001,31,54.0901270171338,0.001,2,TRUE,interior,2553.6747787797,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.002,-2.30258509299405,-2.91710360484617,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.005,100,0.001,31,71.6589387861996,0.002,2,TRUE,interior,2559.28716793364,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.002,-2.30258509299405,-2.63583737622699,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,0.005,100,0.001,31,62.9872698896471,0.004,1,TRUE,interior,2547.1477078927,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.431,-2.30258509299405,-2.76482263825223,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.005,100,0.001,31,7.37098062514795,0.001,0,TRUE,interior,2540.82907109935,TRUE,-3.82791235165918e-06,0.005,29.0659253480095,-12.4569159749691,1.431,-2.30258509299405,-4.91020452530266,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,2e-04,200,0.001,31,257.596939627402,0.001,5,TRUE,interior,3261.41669874035,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.985999999999997,-1.6094379124341,-1.35635916515092,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,2e-04,200,0.001,31,140.73302673021,0.001,2,TRUE,interior,3260.2505731607,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.985999999999997,-1.6094379124341,-1.96089061084894,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,2e-04,200,0.001,31,140.73302673021,0.001,2,TRUE,interior,3260.2505731607,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.985999999999997,-1.6094379124341,-1.96089061084894,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,2e-04,200,0.001,31,134.261404071387,0.001,0,TRUE,interior,3256.41986268965,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.191999999999997,-1.6094379124341,-2.00796660267289,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,2e-04,200,0.001,31,134.261404071387,0.001,0,TRUE,interior,3256.41986268965,TRUE,-1.27951699464685e-05,2e-04,5.81318853629915,-2.49142723419137,0.191999999999997,-1.6094379124341,-2.00796660267289,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,0.001,200,0.001,31,81.443711183366,0.001,1,TRUE,interior,3067.46310521819,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.946999999999999,-1.6094379124341,-2.50784315767784,-0.693147180559945,0,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.001,200,0.001,31,102.142599600765,0.001,2,TRUE,interior,3066.0316688761,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.946999999999999,-1.6094379124341,-2.28138540673773,-0.693147180559945,0,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.001,200,0.001,31,102.142599600765,0.001,2,TRUE,interior,3066.0316688761,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.946999999999999,-1.6094379124341,-2.28138540673773,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,actual_selection,500,0.001,200,0.001,31,79.5199659531603,0.001,1,TRUE,interior,3065.22608217098,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.424999999999997,-1.6094379124341,-2.53174714478833,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.001,200,0.001,31,79.5199659531603,0.001,1,TRUE,interior,3065.22608217098,TRUE,-1.27951699464685e-05,0.001,12.9986847331874,-5.5710006566462,0.424999999999997,-1.6094379124341,-2.53174714478833,-0.693147180559945,0,TRUE,1
500:31,AIW-N,actual_selection,500,0.005,200,0.001,31,132.899757669368,0.002,2,TRUE,interior,2725.68735055801,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.011,-1.6094379124341,-2.01816013667041,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.005,200,0.001,31,100.048711322115,0.001,2,TRUE,interior,2723.52904902656,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.011,-1.6094379124341,-2.30209809837403,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.005,200,0.001,31,132.899757669368,0.002,2,TRUE,interior,2725.68735055801,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.011,-1.6094379124341,-2.01816013667041,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,0.005,200,0.001,31,103.180114944093,0.002,1,TRUE,interior,2721.15075074616,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.52,-1.6094379124341,-2.27127912915101,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.005,200,0.001,31,75.8909992076618,0.001,1,TRUE,interior,2719.95548138229,TRUE,-1.27951699464685e-05,0.005,29.0659426814958,-12.4571361709569,1.52,-1.6094379124341,-2.57845718912695,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,2e-04,500,0.001,31,266.043705365868,0.001,2,TRUE,interior,3276.87760200155,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.917999999999999,-0.693147180559945,-1.32409467781045,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,2e-04,500,0.001,31,266.043705365868,0.001,2,TRUE,interior,3276.87760200155,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.917999999999999,-0.693147180559945,-1.32409467781045,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,2e-04,500,0.001,31,266.043705365868,0.001,2,TRUE,interior,3276.87760200155,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.917999999999999,-0.693147180559945,-1.32409467781045,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,2e-04,500,0.001,31,555.268920007993,0.001,1,TRUE,interior,3275.60572075036,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.204999999999998,-0.693147180559945,-0.588302742032629,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,2e-04,500,0.001,31,555.268920007993,0.001,1,TRUE,interior,3275.60572075036,TRUE,1.01583139081087e-06,2e-04,5.81318398247335,2.49136938449854,0.204999999999998,-0.693147180559945,-0.588302742032629,-0.693147180559945,-1.6094379124341,TRUE,1
500:31,AIW-N,actual_selection,500,0.001,500,0.001,31,327.775635116929,0.001,3,TRUE,interior,3180.10961858252,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,0.975999999999999,-0.693147180559945,-1.11542594393726,-0.693147180559945,0,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.001,500,0.001,31,329.553017939764,0.001,2,TRUE,interior,3179.89327403099,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,0.975999999999999,-0.693147180559945,-1.11001803376547,-0.693147180559945,0,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.001,500,0.001,31,329.553017939764,0.001,2,TRUE,interior,3179.89327403099,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,0.975999999999999,-0.693147180559945,-1.11001803376547,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,actual_selection,500,0.001,500,0.001,31,326.893316292802,0.001,2,TRUE,interior,3178.35094494708,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,1.66900000000002,-0.693147180559945,-1.11812141118506,-0.693147180559945,0,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.001,500,0.001,31,326.893316292802,0.001,2,TRUE,interior,3178.35094494708,TRUE,1.01583139081087e-06,0.001,12.9986745505234,5.57087130080054,1.66900000000002,-0.693147180559945,-1.11812141118506,-0.693147180559945,0,TRUE,1
500:31,AIW-N,actual_selection,500,0.005,500,0.001,31,336.637832066985,0.001,2,TRUE,interior,2951.27109069375,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.061,-0.693147180559945,-1.08874760880867,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,oracle_lambda_oracle_L,500,0.005,500,0.001,31,336.637832066985,0.001,2,TRUE,interior,2951.27109069375,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.061,-0.693147180559945,-1.08874760880867,-0.693147180559945,1.6094379124341,TRUE,1
500:31,AIW-N,selected_lambda_oracle_L,500,0.005,500,0.001,31,336.637832066985,0.001,2,TRUE,interior,2951.27109069375,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.061,-0.693147180559945,-1.08874760880867,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,actual_selection,500,0.005,500,0.001,31,442.605320754386,0.002,2,TRUE,interior,2939.63818794654,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.508,-0.693147180559945,-0.815076829850492,-0.693147180559945,1.6094379124341,TRUE,1
500:31,collapsed-R,oracle_lambda,500,0.005,500,0.001,31,245.918208646168,0.001,1,TRUE,interior,2936.22767962369,TRUE,1.01583139081087e-06,0.005,29.0659199123667,12.4568469224927,1.508,-0.693147180559945,-1.4027562835134,-0.693147180559945,1.6094379124341,TRUE,1
