calibration_group,method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds,log_true_centered,log_hat_centered,log_J_centered,log_h2_centered,finite_for_calibration,fold
1000:31,AIW-N,actual_selection,1000,2e-04,20,0.001,31,7.91869408932213,0.004,1,TRUE,interior,5529.242766514,TRUE,-6.84577189184798e-05,2e-04,5.81321005603133,-2.49170059333966,2.431,-3.91202300542815,-4.83852897446313,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,2e-04,20,0.001,31,6.89989966670878,0.001,2,TRUE,interior,5465.77308745218,TRUE,-6.84577189184798e-05,2e-04,5.81321005603133,-2.49170059333966,2.431,-3.91202300542815,-4.97624840854134,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,2e-04,20,0.001,31,14.9194959350298,0.004,2,TRUE,interior,5524.63885886655,TRUE,-6.84577189184798e-05,2e-04,5.81321005603133,-2.49170059333966,2.431,-3.91202300542815,-4.20508646929266,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,2e-04,20,0.001,31,4.94523813336661,0.004,0,TRUE,interior,5526.80959537634,TRUE,-6.84577189184798e-05,2e-04,5.81321005603133,-2.49170059333966,0.522999999999999,-3.91202300542815,-5.30933015867329,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,2e-04,20,0.001,31,1.28510613942221,0.001,0,TRUE,interior,5469.35242466203,TRUE,-6.84577189184798e-05,2e-04,5.81321005603133,-2.49170059333966,0.522999999999999,-3.91202300542815,-6.6569139652739,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.001,20,0.001,31,14.0376763714895,0.006,1,TRUE,interior,5019.61917439392,TRUE,-6.84577189184798e-05,0.001,12.9987328527714,-5.57161190628405,2.496,-3.91202300542815,-4.26601039468737,0,0,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.001,20,0.001,31,9.14444268974152,0.001,2,TRUE,interior,4947.0953973886,TRUE,-6.84577189184798e-05,0.001,12.9987328527714,-5.57161190628405,2.496,-3.91202300542815,-4.69460894052267,0,0,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.001,20,0.001,31,23.1430268569953,0.006,2,TRUE,interior,5015.04624472426,TRUE,-6.84577189184798e-05,0.001,12.9987328527714,-5.57161190628405,2.496,-3.91202300542815,-3.766061759505,0,0,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.001,20,0.001,31,2.568849097336,0.004,0,TRUE,interior,5015.68545321978,TRUE,-6.84577189184798e-05,0.001,12.9987328527714,-5.57161190628405,0.460999999999997,-3.91202300542815,-5.9642973024255,0,0,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.001,20,0.001,31,1,0.001,0,TRUE,interior,4951.43486232958,TRUE,-6.84577189184798e-05,0.001,12.9987328527714,-5.57161190628405,0.460999999999997,-3.91202300542815,-6.90775527898214,0,0,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.005,20,0.001,31,16.939269779593,0.006,1,TRUE,interior,4343.96683438229,TRUE,-6.84577189184798e-05,0.005,29.0660502801566,-12.4585029666983,2.392,-3.91202300542815,-4.07812069696874,0,1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.005,20,0.001,31,9.91698154449374,0.001,2,TRUE,interior,4265.37330887971,TRUE,-6.84577189184798e-05,0.005,29.0660502801566,-12.4585029666983,2.392,-3.91202300542815,-4.61350668377678,0,1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.005,20,0.001,31,24.5107593493785,0.006,2,TRUE,interior,4338.99377999343,TRUE,-6.84577189184798e-05,0.005,29.0660502801566,-12.4585029666983,2.392,-3.91202300542815,-3.70864310071523,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.005,20,0.001,31,1.90506501232427,0.006,0,TRUE,interior,4337.30293658818,TRUE,-6.84577189184798e-05,0.005,29.0660502801566,-12.4585029666983,0.491,-3.91202300542815,-6.26323914378145,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.005,20,0.001,31,1,0.001,0,TRUE,interior,4268.37751598729,TRUE,-6.84577189184798e-05,0.005,29.0660502801566,-12.4585029666983,0.491,-3.91202300542815,-6.90775527898214,0,1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,2e-04,50,0.001,31,136.564690005107,0.006,4,TRUE,interior,6132.41446877246,TRUE,-1.33990499185687e-05,2e-04,5.81318876975754,-2.49143019990362,2.067,-2.99573227355399,-1.99095685717014,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,2e-04,50,0.001,31,16.2788340219322,0.001,2,TRUE,interior,6038.48669094758,TRUE,-1.33990499185687e-05,2e-04,5.81318876975754,-2.49143019990362,2.067,-2.99573227355399,-4.11788954124703,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,2e-04,50,0.001,31,96.7101664200808,0.006,2,TRUE,interior,6129.00631256894,TRUE,-1.33990499185687e-05,2e-04,5.81318876975754,-2.49143019990362,2.067,-2.99573227355399,-2.3360367484391,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,2e-04,50,0.001,31,82.327623462205,0.006,1,TRUE,interior,6124.74139712465,TRUE,-1.33990499185687e-05,2e-04,5.81318876975754,-2.49143019990362,0.338000000000001,-2.99573227355399,-2.49704858408862,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,2e-04,50,0.001,31,9.33143213980804,0.001,0,TRUE,interior,6034.90456902877,TRUE,-1.33990499185687e-05,2e-04,5.81318876975754,-2.49143019990362,0.338000000000001,-2.99573227355399,-4.67436677753085,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.001,50,0.001,31,38.5471886897298,0.006,1,TRUE,interior,5479.43046493064,TRUE,-1.33990499185687e-05,0.001,12.9986852552162,-5.57100728818039,2.32,-2.99573227355399,-3.2558721079685,0,0,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.001,50,0.001,31,16.8212927729437,0.001,2,TRUE,interior,5373.7474307614,TRUE,-1.33990499185687e-05,0.001,12.9986852552162,-5.57100728818039,2.32,-2.99573227355399,-4.08510976811953,0,0,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.001,50,0.001,31,49.8215206677612,0.006,2,TRUE,interior,5475.77596646499,TRUE,-1.33990499185687e-05,0.001,12.9986852552162,-5.57100728818039,2.32,-2.99573227355399,-2.99930824637504,0,0,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.001,50,0.001,31,31.0873248715685,0.006,1,TRUE,interior,5474.7326302042,TRUE,-1.33990499185687e-05,0.001,12.9986852552162,-5.57100728818039,0.51400000000001,-2.99573227355399,-3.47095510327199,0,0,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.001,50,0.001,31,7.64684736286603,0.001,0,TRUE,interior,5374.80253729965,TRUE,-1.33990499185687e-05,0.001,12.9986852552162,-5.57100728818039,0.51400000000001,-2.99573227355399,-4.8734618255134,0,0,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.005,50,0.001,31,35.5419896484209,0.006,1,TRUE,interior,4710.43750890627,TRUE,-1.33990499185687e-05,0.005,29.0659438487877,-12.4571509995181,2.4,-2.99573227355399,-3.33704047446809,0,1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.005,50,0.001,31,16.919817119648,0.001,2,TRUE,interior,4604.76536427319,TRUE,-1.33990499185687e-05,0.005,29.0659438487877,-12.4571509995181,2.4,-2.99573227355399,-4.07926973339391,0,1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.005,50,0.001,31,44.9304993168774,0.006,2,TRUE,interior,4706.42576063123,TRUE,-1.33990499185687e-05,0.005,29.0659438487877,-12.4571509995181,2.4,-2.99573227355399,-3.10263844274398,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.005,50,0.001,31,7.28325137414792,0.006,0,TRUE,interior,4696.21494151098,TRUE,-1.33990499185687e-05,0.005,29.0659438487877,-12.4571509995181,0.393999999999998,-2.99573227355399,-4.92217789914937,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.005,50,0.001,31,1.64650716396364,0.001,0,TRUE,interior,4604.13756735489,TRUE,-1.33990499185687e-05,0.005,29.0659438487877,-12.4571509995181,0.393999999999998,-2.99573227355399,-6.40909910513173,0,1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,2e-04,100,0.001,31,84.7519128676201,0.002,4,TRUE,interior,6396.69776747097,TRUE,-2.41801332467434e-06,2e-04,5.81318452454546,-2.49137627079954,2.372,-2.30258509299405,-2.46802696226691,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,2e-04,100,0.001,31,26.3733572124906,0.001,2,TRUE,interior,6384.41279660277,TRUE,-2.41801332467434e-06,2e-04,5.81318452454546,-2.49137627079954,2.372,-2.30258509299405,-3.63540097490809,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,2e-04,100,0.001,31,56.1245553078117,0.002,2,TRUE,interior,6394.39456464412,TRUE,-2.41801332467434e-06,2e-04,5.81318452454546,-2.49137627079954,2.372,-2.30258509299405,-2.88018185619722,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,2e-04,100,0.001,31,29.9737376521344,0.002,0,TRUE,interior,6386.39562026493,TRUE,-2.41801332467434e-06,2e-04,5.81318452454546,-2.49137627079954,0.27699999999999,-2.30258509299405,-3.507433692312,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,2e-04,100,0.001,31,8.67035167609722,0.001,0,TRUE,interior,6376.92935606688,TRUE,-2.41801332467434e-06,2e-04,5.81318452454546,-2.49137627079954,0.27699999999999,-2.30258509299405,-4.74784592660203,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.001,100,0.001,31,67.2320606311146,0.002,1,TRUE,interior,6044.41040777806,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,2.893,-2.30258509299405,-2.69960505250066,0,0,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.001,100,0.001,31,53.7854384465981,0.001,2,TRUE,interior,6037.95394110591,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,2.893,-2.30258509299405,-2.92275250929356,0,0,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.001,100,0.001,31,79.8224087792407,0.002,2,TRUE,interior,6042.7511721669,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,2.893,-2.30258509299405,-2.52795100217669,0,0,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.001,100,0.001,31,65.5316284820016,0.002,1,TRUE,interior,6041.46718174867,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,0.590999999999994,-2.30258509299405,-2.72522237530099,0,0,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.001,100,0.001,31,42.4655177122877,0.001,1,TRUE,interior,6036.76342490504,TRUE,-2.41801332467434e-06,0.001,12.9986757626334,-5.5708866990377,0.590999999999994,-2.30258509299405,-3.15906288031882,0,0,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.005,100,0.001,31,77.5739798926136,0.002,1,TRUE,interior,5384.65114707996,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,2.184,-2.30258509299405,-2.55652321868435,0,1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.005,100,0.001,31,67.714959794756,0.001,2,TRUE,interior,5376.4886285177,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,2.184,-2.30258509299405,-2.69244815161704,0,1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.005,100,0.001,31,91.0292601051244,0.002,2,TRUE,interior,5382.00637819666,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,2.184,-2.30258509299405,-2.39657428453132,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.005,100,0.001,31,64.9951428968958,0.002,1,TRUE,interior,5376.78020757563,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,1.761,-2.30258509299405,-2.73344273654167,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.005,100,0.001,31,16.0940037467574,0.001,0,TRUE,interior,5358.96896238738,TRUE,-2.41801332467434e-06,0.005,29.0659226227273,-12.4568813539977,1.761,-2.30258509299405,-4.12930851445361,0,1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,2e-04,200,0.001,31,683.400480550408,0.002,5,TRUE,interior,6498.31118684424,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,2.066,-1.6094379124341,-0.380674236125296,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,2e-04,200,0.001,31,118.05886571513,0.001,2,TRUE,interior,6492.66105900712,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,2.066,-1.6094379124341,-2.13657191691412,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,2e-04,200,0.001,31,427.76122640335,0.002,2,TRUE,interior,6494.18053664003,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,2.066,-1.6094379124341,-0.849190121309699,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,2e-04,200,0.001,31,428.989724310933,0.002,1,TRUE,interior,6490.22053456883,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,0.742000000000019,-1.6094379124341,-0.846322312996157,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,2e-04,200,0.001,31,102.035173148765,0.001,1,TRUE,interior,6488.69724525046,TRUE,-1.44275132732275e-06,2e-04,5.81318414751702,-2.4913714811595,0.742000000000019,-1.6094379124341,-2.2824376903479,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.001,200,0.001,31,288.506172047706,0.002,5,TRUE,interior,6194.19040458584,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,2.129,-1.6094379124341,-1.24303879968325,0,0,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.001,200,0.001,31,140.106648045363,0.001,2,TRUE,interior,6190.92528564074,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,2.129,-1.6094379124341,-1.96535137462107,0,0,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.001,200,0.001,31,223.858890713701,0.002,2,TRUE,interior,6193.54128286243,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,2.129,-1.6094379124341,-1.49673937780131,0,0,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.001,200,0.001,31,181.071938597174,0.002,1,TRUE,interior,6191.02314835608,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,0.73299999999999,-1.6094379124341,-1.70886087586585,0,0,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.001,200,0.001,31,112.254704561341,0.001,1,TRUE,interior,6189.80278485019,TRUE,-1.44275132732275e-06,0.001,12.9986749195722,-5.57087598907699,0.73299999999999,-1.6094379124341,-2.18698484177843,0,0,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.005,200,0.001,31,197.396459143663,0.002,2,TRUE,interior,5619.78882993708,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.295,-1.6094379124341,-1.62254108961241,0,1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.005,200,0.001,31,145.052828025025,0.001,2,TRUE,interior,5616.74534917436,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.295,-1.6094379124341,-1.93065727170699,0,1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.005,200,0.001,31,197.396459143663,0.002,2,TRUE,interior,5619.78882993708,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.295,-1.6094379124341,-1.62254108961241,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.005,200,0.001,31,153.930252917442,0.002,1,TRUE,interior,5611.10257750719,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.12,-1.6094379124341,-1.8712556822936,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.005,200,0.001,31,109.145219545886,0.001,1,TRUE,interior,5609.31828706081,TRUE,-1.44275132732275e-06,0.005,29.0659207375851,-12.4568574057975,2.12,-1.6094379124341,-2.21507599405125,0,1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,2e-04,500,0.001,31,218.028812996629,0.001,3,TRUE,interior,6573.8547010578,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,2.365,-0.693147180559945,-1.52312805521739,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,2e-04,500,0.001,31,177.687320980189,0.001,2,TRUE,interior,6571.41107548461,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,2.365,-0.693147180559945,-1.72772989706948,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,2e-04,500,0.001,31,177.687320980189,0.001,2,TRUE,interior,6571.41107548461,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,2.365,-0.693147180559945,-1.72772989706948,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,2e-04,500,0.001,31,157.106329832275,0.001,1,TRUE,interior,6566.91701315969,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,0.703000000000003,-0.693147180559945,-1.85083244279275,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,2e-04,500,0.001,31,157.106329832275,0.001,1,TRUE,interior,6566.91701315969,TRUE,2.91805842193115e-06,2e-04,5.81318471785905,2.49137872658564,0.703000000000003,-0.693147180559945,-1.85083244279275,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.001,500,0.001,31,533.288754705395,0.002,5,TRUE,interior,6362.18132646311,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,2.102,-0.693147180559945,-0.628692247843173,0,0,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.001,500,0.001,31,224.245863496574,0.001,2,TRUE,interior,6357.83329382416,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,2.102,-0.693147180559945,-1.49501222415952,0,0,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.001,500,0.001,31,224.245863496574,0.001,2,TRUE,interior,6357.83329382416,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,2.102,-0.693147180559945,-1.49501222415952,0,0,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.001,500,0.001,31,437.607041070028,0.002,2,TRUE,interior,6354.69483231003,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,1.45900000000002,-0.693147180559945,-0.826433937807221,0,0,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.001,500,0.001,31,183.530443891145,0.001,1,TRUE,interior,6353.38456903941,TRUE,2.91805842193115e-06,0.001,12.9986761948958,5.57089219034236,1.45900000000002,-0.693147180559945,-1.69537471848478,0,0,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.005,500,0.001,31,370.817370804398,0.002,2,TRUE,interior,5893.14688218913,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,2.136,-0.693147180559945,-0.992045599558163,0,1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.005,500,0.001,31,252.805299325103,0.001,2,TRUE,interior,5876.33530767396,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,2.136,-0.693147180559945,-1.37513565440896,0,1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.005,500,0.001,31,370.817370804398,0.002,2,TRUE,interior,5893.14688218913,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,2.136,-0.693147180559945,-0.992045599558163,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.005,500,0.001,31,553.922461005416,0.004,2,TRUE,interior,5881.4889894209,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,1.65900000000001,-0.693147180559945,-0.590730564114546,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.005,500,0.001,31,194.668099729988,0.001,1,TRUE,interior,5862.88466533899,TRUE,2.91805842193115e-06,0.005,29.0659235892953,12.4568936329282,1.65900000000001,-0.693147180559945,-1.63645922322247,0,1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,2e-04,1000,0.001,31,Inf,0.001,3,FALSE,normal_limit,6686.98632475893,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,2.093,0,Inf,0,-1.6094379124341,FALSE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,2e-04,1000,0.001,31,12386.390408671,0.001,2,TRUE,interior,6683.81138167292,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,2.093,0,2.51659832217664,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,2e-04,1000,0.001,31,12386.390408671,0.001,2,TRUE,interior,6683.81138167292,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,2.093,0,2.51659832217664,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,2e-04,1000,0.001,31,1e+06,0.001,1,TRUE,interior,6679.47962540008,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,0.716000000000008,0,6.90775527898214,0,-1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,2e-04,1000,0.001,31,1e+06,0.001,1,TRUE,interior,6679.47962540008,TRUE,2.13016116826666e-06,2e-04,5.81318441326409,2.49137485712003,0.716000000000008,0,6.90775527898214,0,-1.6094379124341,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.001,1000,0.001,31,16361.3796097685,0.002,5,TRUE,interior,6535.51824156731,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.01799999999999,0,2.79492365584463,0,0,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.001,1000,0.001,31,637.438411123039,0.001,2,TRUE,interior,6521.95835962122,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.01799999999999,0,-0.450297616619679,0,0,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.001,1000,0.001,31,5251.42243838222,0.002,2,TRUE,interior,6526.44959520739,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.01799999999999,0,1.65849898054998,0,0,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.001,1000,0.001,31,7350.18767448953,0.002,2,TRUE,interior,6526.45553674721,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.37400000000002,0,1.99472584684291,0,0,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.001,1000,0.001,31,530.416205139288,0.001,1,TRUE,interior,6517.50180479668,TRUE,2.13016116826666e-06,0.001,12.9986755138007,5.57088353795422,2.37400000000002,0,-0.634093287901326,0,0,TRUE,2
1000:31,AIW-N,actual_selection,1000,0.005,1000,0.001,31,853.928706917167,0.002,2,TRUE,interior,6137.72386632256,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,2.22,0,-0.157907570039961,0,1.6094379124341,TRUE,2
1000:31,AIW-N,oracle_lambda_oracle_L,1000,0.005,1000,0.001,31,526.495907151575,0.001,2,TRUE,interior,6118.423757055,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,2.22,0,-0.641511721129538,0,1.6094379124341,TRUE,2
1000:31,AIW-N,selected_lambda_oracle_L,1000,0.005,1000,0.001,31,853.928706917167,0.002,2,TRUE,interior,6137.72386632256,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,2.22,0,-0.157907570039961,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,actual_selection,1000,0.005,1000,0.001,31,853.712229223988,0.002,2,TRUE,interior,6136.31098172986,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,1.60800000000002,0,-0.158161110101876,0,1.6094379124341,TRUE,2
1000:31,collapsed-R,oracle_lambda,1000,0.005,1000,0.001,31,403.756425403898,0.001,1,TRUE,interior,6097.91603367807,TRUE,2.13016116826666e-06,0.005,29.0659220663204,12.4568742856002,1.60800000000002,0,-0.906943490258842,0,1.6094379124341,TRUE,2
1000:32,AIW-N,actual_selection,1000,2e-04,20,0.001,32,34.3087604131711,0.01,3,TRUE,interior,5685.62133486712,TRUE,-3.64203470713546e-06,2e-04,5.81318499774293,-2.49138228212532,2.368,-3.91202300542815,-3.3723545517889,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,2e-04,20,0.001,32,4.7883501248621,0.001,2,TRUE,interior,5541.23638435112,TRUE,-3.64203470713546e-06,2e-04,5.81318499774293,-2.49138228212532,2.368,-3.91202300542815,-5.34156936846661,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,2e-04,20,0.001,32,25.2063045056292,0.01,2,TRUE,interior,5684.59585970037,TRUE,-3.64203470713546e-06,2e-04,5.81318499774293,-2.49138228212532,2.368,-3.91202300542815,-3.68066113695945,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,2e-04,20,0.001,32,15.4587724531514,0.01,0,TRUE,interior,5682.167149629,TRUE,-3.64203470713546e-06,2e-04,5.81318499774293,-2.49138228212532,0.513000000000001,-3.91202300542815,-4.16957864045324,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,2e-04,20,0.001,32,1,0.001,0,TRUE,interior,5540.95606948262,TRUE,-3.64203470713546e-06,2e-04,5.81318499774293,-2.49138228212532,0.513000000000001,-3.91202300542815,-6.90775527898214,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.001,20,0.001,32,12.5410325319477,0.01,1,TRUE,interior,4894.74306952764,TRUE,-3.64203470713546e-06,0.001,12.9986768207352,-5.57090014077077,2.256,-3.91202300542815,-4.37874940809625,0,0,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.001,20,0.001,32,4.54322222690061,0.001,2,TRUE,interior,4749.19024653293,TRUE,-3.64203470713546e-06,0.001,12.9986768207352,-5.57090014077077,2.256,-3.91202300542815,-5.39411877706828,0,0,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.001,20,0.001,32,17.971880599409,0.01,2,TRUE,interior,4889.23248904063,TRUE,-3.64203470713546e-06,0.001,12.9986768207352,-5.57090014077077,2.256,-3.91202300542815,-4.01894693149711,0,0,TRUE,1
