"T_generations","N0","panel_seed","J","N","true_L","h2","method","fit_seconds","causal_1","causal_2","causal_LD","expected_z_stronger","expected_z_weaker","ld_rmse","ld_mae","ld_correlation","maximum_ld_error","selected_lambda","raw_eta0","eta0_used","selected_model_L","reported_L","true_sets","false_sets","causal_power","all_causal_covered","mean_causal_pip","fallback","converged"
5000,100,103,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.203,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.134535739095414,0.105170567815403,0.516083852171553,0.796403793002058,NA,NA,NA,5,2,2,0,1,TRUE,0.999203411930243,FALSE,TRUE
5000,100,103,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.024,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.134535739095414,0.105170567815403,0.516083852171553,0.796403793002058,NA,NA,NA,5,5,2,3,1,TRUE,1,FALSE,TRUE
5000,100,103,500,200000,2,0.001,"collapsed-R",0.576999999999999,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.134535739095414,0.105170567815403,0.516083852171553,0.796403793002058,0.01,1,1.677,5,1,1,0,0.5,FALSE,0.5,TRUE,TRUE
5000,100,103,500,200000,2,0.001,"AIW-N",1.237,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.134535739095414,0.105170567815403,0.516083852171553,0.796403793002058,0.01,1.20538706103171,1.71647117490915,1,1,1,0,0.5,FALSE,0.5,TRUE,TRUE
5000,500,103,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.203,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.10194335964078,0.0763495915423577,0.638030508013702,0.639195975202433,NA,NA,NA,5,2,2,0,1,TRUE,0.999203411930243,FALSE,TRUE
5000,500,103,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0179999999999989,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.10194335964078,0.0763495915423577,0.638030508013702,0.639195975202433,NA,NA,NA,5,4,2,2,1,TRUE,0.999999999999994,FALSE,TRUE
5000,500,103,500,200000,2,0.001,"collapsed-R",0.417999999999999,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.10194335964078,0.0763495915423577,0.638030508013702,0.639195975202433,0.01,3.66035708872107,6.13841883778523,5,1,1,0,0.5,FALSE,0.5,TRUE,TRUE
5000,500,103,500,200000,2,0.001,"AIW-N",1.114,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.10194335964078,0.0763495915423577,0.638030508013702,0.639195975202433,0.01,12.1710611465116,17.3315910726325,1,1,1,0,0.5,FALSE,0.5,TRUE,TRUE
5000,2000,103,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.203,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.0947166054233439,0.0692883808889418,0.671156864198066,0.636817735749886,NA,NA,NA,5,2,2,0,1,TRUE,0.999203411930243,FALSE,TRUE
5000,2000,103,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0280000000000005,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.0947166054233439,0.0692883808889418,0.671156864198066,0.636817735749886,NA,NA,NA,5,2,2,0,1,TRUE,0.999999999999896,FALSE,TRUE
5000,2000,103,500,200000,2,0.001,"collapsed-R",0.545,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.0947166054233439,0.0692883808889418,0.671156864198066,0.636817735749886,0.01,22.452732914882,37.6532330982571,5,1,1,0,0.5,FALSE,0.5,TRUE,TRUE
5000,2000,103,500,200000,2,0.001,"AIW-N",1.288,124,404,0.000306594628321665,11.508780525222,8.22228539934899,0.0947166054233439,0.0692883808889418,0.671156864198066,0.636817735749886,0.01,26.2354956995589,37.3593458761719,1,1,1,0,0.5,FALSE,0.5,TRUE,TRUE
