"T_generations","N0","panel_seed","J","N","true_L","h2","method","fit_seconds","causal_1","causal_2","causal_LD","expected_z_stronger","expected_z_weaker","ld_rmse","ld_mae","ld_correlation","maximum_ld_error","selected_lambda","raw_eta0","eta0_used","selected_model_L","reported_L","true_sets","false_sets","causal_power","all_causal_covered","mean_causal_pip","fallback","converged"
1000,100,104,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.202,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.118116982213102,0.0932609658508818,0.726415274071047,0.532064825990649,NA,NA,NA,5,2,2,0,1,TRUE,0.487850076992457,FALSE,TRUE
1000,100,104,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.024,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.118116982213102,0.0932609658508818,0.726415274071047,0.532064825990649,NA,NA,NA,5,5,2,3,1,TRUE,0.452379561456121,FALSE,TRUE
1000,100,104,500,200000,2,0.001,"collapsed-R",0.58,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.118116982213102,0.0932609658508818,0.726415274071047,0.532064825990649,0.01,1,1.677,5,1,1,0,0.5,FALSE,0.24999659536271,TRUE,TRUE
1000,100,104,500,200000,2,0.001,"AIW-N",1.213,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.118116982213102,0.0932609658508818,0.726415274071047,0.532064825990649,0.01,1.49196950951486,2.12456458154916,1,1,1,0,0.5,FALSE,0.24999659536271,TRUE,TRUE
1000,500,104,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.202,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.0783800852041245,0.0609699010919663,0.857977539913578,0.434997607530174,NA,NA,NA,5,2,2,0,1,TRUE,0.487850076992457,FALSE,TRUE
1000,500,104,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0169999999999995,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.0783800852041245,0.0609699010919663,0.857977539913578,0.434997607530174,NA,NA,NA,5,2,2,0,1,TRUE,0.397418980629659,FALSE,TRUE
1000,500,104,500,200000,2,0.001,"collapsed-R",0.441,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.0783800852041245,0.0609699010919663,0.857977539913578,0.434997607530174,0.008,24.6751935354589,41.3802995589646,5,1,1,0,0.5,FALSE,0.24999659536271,TRUE,TRUE
1000,500,104,500,200000,2,0.001,"AIW-N",1.201,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.0783800852041245,0.0609699010919663,0.857977539913578,0.434997607530174,0.01,63.1507699079969,89.9266963489876,2,2,2,0,1,TRUE,0.407567928666234,FALSE,TRUE
1000,2000,104,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.202,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.0712256342934409,0.0550642375957303,0.879096855798859,0.399115788565248,NA,NA,NA,5,2,2,0,1,TRUE,0.487850076992457,FALSE,TRUE
1000,2000,104,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0109999999999992,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.0712256342934409,0.0550642375957303,0.879096855798859,0.399115788565248,NA,NA,NA,5,2,2,0,1,TRUE,0.432269501698048,FALSE,TRUE
1000,2000,104,500,200000,2,0.001,"collapsed-R",0.696,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.0712256342934409,0.0550642375957303,0.879096855798859,0.399115788565248,0.002,43.9581341486832,73.7177909673418,5,2,2,0,1,TRUE,0.483492045705858,FALSE,TRUE
1000,2000,104,500,200000,2,0.001,"AIW-N",1.002,124,372,0.000205370258344912,11.5084994255094,8.22151419708217,0.0712256342934409,0.0550642375957303,0.879096855798859,0.399115788565248,0.001,72.5667306720932,103.335024477061,2,2,2,0,1,TRUE,0.433455867092776,FALSE,TRUE
