"T_generations","N0","panel_seed","J","N","true_L","h2","method","fit_seconds","causal_1","causal_2","causal_LD","expected_z_stronger","expected_z_weaker","ld_rmse","ld_mae","ld_correlation","maximum_ld_error","selected_lambda","raw_eta0","eta0_used","selected_model_L","reported_L","true_sets","false_sets","causal_power","all_causal_covered","mean_causal_pip","fallback","converged"
1000,100,106,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.217000000000001,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.120336191102086,0.0955444672819813,0.74042746860572,0.566475856031546,NA,NA,NA,5,2,2,0,1,TRUE,0.729305796687522,FALSE,TRUE
1000,100,106,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.056,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.120336191102086,0.0955444672819813,0.74042746860572,0.566475856031546,NA,NA,NA,5,5,2,3,1,TRUE,0.742423883281893,FALSE,TRUE
1000,100,106,500,200000,2,0.001,"collapsed-R",0.544,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.120336191102086,0.0955444672819813,0.74042746860572,0.566475856031546,0.01,1,1.677,5,1,1,0,0.5,FALSE,0.499995031715628,TRUE,TRUE
1000,100,106,500,200000,2,0.001,"AIW-N",1.81,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.120336191102086,0.0955444672819813,0.74042746860572,0.566475856031546,0.01,2.47548821398086,3.52509521670875,1,1,1,0,0.5,FALSE,0.499995031715628,TRUE,TRUE
1000,500,106,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.217000000000001,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.0820585891811803,0.0640528275094831,0.85097554145704,0.465841659115001,NA,NA,NA,5,2,2,0,1,TRUE,0.729305796687522,FALSE,TRUE
1000,500,106,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0309999999999988,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.0820585891811803,0.0640528275094831,0.85097554145704,0.465841659115001,NA,NA,NA,5,3,2,1,1,TRUE,0.64329392949241,FALSE,TRUE
1000,500,106,500,200000,2,0.001,"collapsed-R",0.359,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.0820585891811803,0.0640528275094831,0.85097554145704,0.465841659115001,0.01,21.6592452935063,36.32255435721,5,1,1,0,0.5,FALSE,0.499995031715628,TRUE,TRUE
1000,500,106,500,200000,2,0.001,"AIW-N",1.472,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.0820585891811803,0.0640528275094831,0.85097554145704,0.465841659115001,0.01,51.5644010374285,73.4277070772982,2,2,2,0,1,TRUE,0.714605098122353,FALSE,TRUE
1000,2000,106,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.217000000000001,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.0703886129011161,0.0543444584170985,0.884995069491859,0.39170105489977,NA,NA,NA,5,2,2,0,1,TRUE,0.729305796687522,FALSE,TRUE
1000,2000,106,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0150000000000006,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.0703886129011161,0.0543444584170985,0.884995069491859,0.39170105489977,NA,NA,NA,5,2,2,0,1,TRUE,0.682845147891496,FALSE,TRUE
1000,2000,106,500,200000,2,0.001,"collapsed-R",0.603,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.0703886129011161,0.0543444584170985,0.884995069491859,0.39170105489977,0.006,48.4612793182847,81.2695654167635,5,2,2,0,1,TRUE,0.732630864546913,FALSE,TRUE
1000,2000,106,500,200000,2,0.001,"AIW-N",1.053,124,409,0.000163665710936453,11.5083836119731,8.22119644493711,0.0703886129011161,0.0543444584170985,0.884995069491859,0.39170105489977,0.004,83.9122927213453,119.491104835196,2,2,2,0,1,TRUE,0.68985052075916,FALSE,TRUE
