"T_generations","N0","panel_seed","J","N","true_L","h2","method","fit_seconds","causal_1","causal_2","causal_LD","expected_z_stronger","expected_z_weaker","ld_rmse","ld_mae","ld_correlation","maximum_ld_error","selected_lambda","raw_eta0","eta0_used","selected_model_L","reported_L","true_sets","false_sets","causal_power","all_causal_covered","mean_causal_pip","fallback","converged"
5000,100,107,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.202,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.130737970644739,0.102587696403337,0.56894157487427,0.855808797900317,NA,NA,NA,5,2,2,0,1,TRUE,0.999999847774696,FALSE,TRUE
5000,100,107,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0520000000000005,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.130737970644739,0.102587696403337,0.56894157487427,0.855808797900317,NA,NA,NA,5,5,1,4,0.5,FALSE,0.500010490116759,FALSE,TRUE
5000,100,107,500,200000,2,0.001,"collapsed-R",0.597,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.130737970644739,0.102587696403337,0.56894157487427,0.855808797900317,0.01,1,1.677,5,1,1,0,0.5,FALSE,0.499999999575582,TRUE,TRUE
5000,100,107,500,200000,2,0.001,"AIW-N",1.703,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.130737970644739,0.102587696403337,0.56894157487427,0.855808797900317,0.01,1.32867529408428,1.89203361877602,1,1,1,0,0.5,FALSE,0.499999999575582,TRUE,TRUE
5000,500,107,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.202,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.0976440434782358,0.0744483983445556,0.686002735164165,0.691551265175638,NA,NA,NA,5,2,2,0,1,TRUE,0.999999847774696,FALSE,TRUE
5000,500,107,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0190000000000001,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.0976440434782358,0.0744483983445556,0.686002735164165,0.691551265175638,NA,NA,NA,5,5,2,3,1,TRUE,0.99999956900899,FALSE,TRUE
5000,500,107,500,200000,2,0.001,"collapsed-R",0.378,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.0976440434782358,0.0744483983445556,0.686002735164165,0.691551265175638,0.01,8.32195858073456,13.9559245398919,5,1,1,0,0.5,FALSE,0.499999999575582,TRUE,TRUE
5000,500,107,500,200000,2,0.001,"AIW-N",1.159,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.0976440434782358,0.0744483983445556,0.686002735164165,0.691551265175638,0.01,13.952238498219,19.8679876214639,1,1,1,0,0.5,FALSE,0.499999999575582,TRUE,TRUE
5000,2000,107,500,200000,2,0.001,"SuSiE-RSS: in-sample R",0.202,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.0899533460400255,0.0667513784492271,0.719814058397527,0.682239088066729,NA,NA,NA,5,2,2,0,1,TRUE,0.999999847774696,FALSE,TRUE
5000,2000,107,500,200000,2,0.001,"SuSiE-RSS: reference R0",0.0250000000000004,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.0899533460400255,0.0667513784492271,0.719814058397527,0.682239088066729,NA,NA,NA,5,5,2,3,1,TRUE,0.999999769889206,FALSE,TRUE
5000,2000,107,500,200000,2,0.001,"collapsed-R",0.470000000000001,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.0899533460400255,0.0667513784492271,0.719814058397527,0.682239088066729,0.008,22.0155396779199,36.9200600398717,5,1,1,0,0.5,FALSE,0.499999999575582,TRUE,TRUE
5000,2000,107,500,200000,2,0.001,"AIW-N",1.144,124,313,-0.000229863856980016,11.5072907757793,8.21819763431953,0.0899533460400255,0.0667513784492271,0.719814058397527,0.682239088066729,0.01,27.8089993104222,39.6000150180412,1,1,1,0,0.5,FALSE,0.499999999575582,TRUE,TRUE
