J,panel_seed,true_eta0,true_L,true_lambda,h2,N,N0,causal,maximum_abs_causal_ld,minimum_expected_abs_z,maximum_expected_abs_z,achieved_h2,method,raw_eta0,selected_lambda,selected_model_L,raw_pure_L,eta0_boundary,converged,fit_seconds
250,52,20,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,16.6003851083231,0.008,1,1,interior,TRUE,0.651
250,52,20,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,12.2633884371597,0.01,5,0,interior,TRUE,0.507
250,52,20,2,0.001,0.001,200000,2000,62;23,0.00210485147880412,8.20389824445104,11.5020838042262,0.001,AIW-N,8.17439189085529,0.006,1,1,interior,TRUE,0.585999999999999
250,52,20,2,0.001,0.001,200000,2000,62;23,0.00210485147880412,8.20389824445104,11.5020838042262,0.001,collapsed-R,3.70051412780464,0.006,5,0,interior,TRUE,0.52
250,52,20,3,0.001,0.001,200000,2000,62;23;94,0.0350017358628738,4.461644755653,10.7521949686,0.001,AIW-N,7.80038418596772,0.004,1,1,interior,TRUE,0.635
250,52,20,3,0.001,0.001,200000,2000,62;23;94,0.0350017358628738,4.461644755653,10.7521949686,0.001,collapsed-R,3.00136357310131,0.004,5,0,interior,TRUE,0.429
250,52,50,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,26.5660842077245,0.002,1,1,interior,TRUE,0.57
250,52,50,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,23.1326497985087,0.002,5,1,interior,TRUE,0.885999999999999
250,52,50,2,0.001,0.001,200000,2000,62;34,0.00215723367084923,8.23637525767168,11.5139196455719,0.001,AIW-N,21.351022245349,0.002,1,1,interior,TRUE,0.619999999999999
250,52,50,2,0.001,0.001,200000,2000,62;34,0.00215723367084923,8.23637525767168,11.5139196455719,0.001,collapsed-R,17.0413289448124,0.002,5,0,interior,TRUE,0.599
250,52,50,3,0.001,0.001,200000,2000,62;34;207,0.00535824545713129,4.67306000815406,10.89210026596,0.001,AIW-N,18.0789151842438,0.002,1,1,interior,TRUE,0.638
250,52,50,3,0.001,0.001,200000,2000,62;34;207,0.00535824545713129,4.67306000815406,10.89210026596,0.001,collapsed-R,14.5366635862868,0.002,5,0,interior,TRUE,0.548
250,52,100,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,40.7325742789092,0.002,1,1,interior,TRUE,0.593
250,52,100,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,37.9562607116044,0.002,5,1,interior,TRUE,1.069
250,52,100,2,0.001,0.001,200000,2000,62;221,0.0019688845483426,8.2049358180235,11.5024613998058,0.001,AIW-N,33.6494116119084,0.002,1,1,interior,TRUE,0.785
250,52,100,2,0.001,0.001,200000,2000,62;221,0.0019688845483426,8.2049358180235,11.5024613998058,0.001,collapsed-R,31.5409863613773,0.002,5,1,interior,TRUE,0.780999999999999
250,52,100,3,0.001,0.001,200000,2000,62;221;196,0.0171097943884984,4.82337471725594,10.8352292729344,0.001,AIW-N,36.9582725390021,0.002,1,1,interior,TRUE,0.804
250,52,100,3,0.001,0.001,200000,2000,62;221;196,0.0171097943884984,4.82337471725594,10.8352292729344,0.001,collapsed-R,35.1120789777095,0.002,5,1,interior,TRUE,0.696
250,52,200,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,122.315230556825,0.001,5,1,interior,TRUE,0.661000000000001
250,52,200,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,102.733532798697,0.001,5,1,interior,TRUE,1.301
250,52,200,2,0.001,0.001,200000,2000,62;150,0.00106772209196494,8.22808247205437,11.5108941559221,0.001,AIW-N,181.177422378698,0.002,5,2,interior,TRUE,0.536000000000001
250,52,200,2,0.001,0.001,200000,2000,62;150,0.00106772209196494,8.22808247205437,11.5108941559221,0.001,collapsed-R,156.36690244842,0.002,5,2,interior,TRUE,1.655
250,52,200,3,0.001,0.001,200000,2000,62;150;199,0.0787941224722316,3.75934670631304,10.7514382399033,0.001,AIW-N,149.218948028571,0.002,2,2,interior,TRUE,0.586000000000002
250,52,200,3,0.001,0.001,200000,2000,62;150;199,0.0787941224722316,3.75934670631304,10.7514382399033,0.001,collapsed-R,146.850452110526,0.002,5,2,interior,TRUE,1.329
250,52,500,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,1350.70282466713,0.004,3,1,interior,TRUE,0.498000000000001
250,52,500,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,1190.36070683385,0.004,5,1,interior,TRUE,1.019
