J,panel_seed,true_eta0,true_L,true_lambda,h2,N,N0,causal,maximum_abs_causal_ld,minimum_expected_abs_z,maximum_expected_abs_z,achieved_h2,method,raw_eta0,selected_lambda,selected_model_L,raw_pure_L,eta0_boundary,converged,fit_seconds
250,51,20,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,23.6060847216017,0.006,1,1,interior,TRUE,0.727
250,51,20,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,20.3617198799818,0.006,5,1,interior,TRUE,1.019
250,51,20,2,0.001,0.001,200000,2000,62;118,0.00122220226765031,8.21063202974358,11.5045350048351,0.001,AIW-N,19.2800666318855,0.01,1,1,interior,TRUE,0.598999999999999
250,51,20,2,0.001,0.001,200000,2000,62;118,0.00122220226765031,8.21063202974358,11.5045350048351,0.001,collapsed-R,11.8263205271304,0.01,5,0,interior,TRUE,0.323
250,51,20,3,0.001,0.001,200000,2000,62;118;184,0.0162380915403073,4.88236962441629,10.8743263873022,0.001,AIW-N,21.647929085581,0.01,1,1,interior,TRUE,0.563
250,51,20,3,0.001,0.001,200000,2000,62;118;184,0.0162380915403073,4.88236962441629,10.8743263873022,0.001,collapsed-R,17.259226071279,0.01,5,0,interior,TRUE,0.398000000000001
250,51,50,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,34.3122834431765,0.001,1,1,interior,TRUE,0.581999999999999
250,51,50,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,31.6180344272577,0.001,5,1,interior,TRUE,0.974
250,51,50,2,0.001,0.001,200000,2000,62;139,0.000399746845792192,8.21690281912797,11.506819006239,0.001,AIW-N,26.1940399937998,0.004,1,1,interior,TRUE,0.554
250,51,50,2,0.001,0.001,200000,2000,62;139,0.000399746845792192,8.21690281912797,11.506819006239,0.001,collapsed-R,22.2608089272428,0.004,5,1,interior,TRUE,0.693999999999999
250,51,50,3,0.001,0.001,200000,2000,62;139;209,0.0150338960532022,4.72136027796955,10.8274539306114,0.001,AIW-N,22.2771871369021,0.004,1,1,interior,TRUE,0.502999999999998
250,51,50,3,0.001,0.001,200000,2000,62;139;209,0.0150338960532022,4.72136027796955,10.8274539306114,0.001,collapsed-R,17.6707793088531,0.004,5,1,interior,TRUE,0.561
250,51,100,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,175.210028890802,0.006,5,2,interior,TRUE,0.569000000000001
250,51,100,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,94.524727554772,0.004,5,1,interior,TRUE,0.741000000000001
250,51,100,2,0.001,0.001,200000,2000,62;102,0.000803998887220095,8.22607419487976,11.510161807132,0.001,AIW-N,93.9040023812714,0.008,2,2,interior,TRUE,0.656000000000001
250,51,100,2,0.001,0.001,200000,2000,62;102,0.000803998887220095,8.22607419487976,11.510161807132,0.001,collapsed-R,92.0439830234811,0.008,5,1,interior,TRUE,0.768000000000001
250,51,100,3,0.001,0.001,200000,2000,62;102;185,0.0285342637637114,4.99197660137971,10.9052897311597,0.001,AIW-N,118.517646602199,0.008,3,3,interior,TRUE,0.516
250,51,100,3,0.001,0.001,200000,2000,62;102;185,0.0285342637637114,4.99197660137971,10.9052897311597,0.001,collapsed-R,103.015685692496,0.01,5,2,interior,TRUE,0.664999999999999
250,51,200,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,226.58812439045,0.004,5,1,interior,TRUE,0.553999999999999
250,51,200,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,159.991174467625,0.004,5,1,interior,TRUE,0.786
250,51,200,2,0.001,0.001,200000,2000,62;140,0.00283132526963927,8.24150290668917,11.5157915126907,0.001,AIW-N,163.341620162105,0.004,2,2,interior,TRUE,0.669000000000001
250,51,200,2,0.001,0.001,200000,2000,62;140,0.00283132526963927,8.24150290668917,11.5157915126907,0.001,collapsed-R,163.761868805758,0.004,5,2,interior,TRUE,1.029
250,51,200,3,0.001,0.001,200000,2000,62;140;197,0.00659001187976033,4.72493283694819,10.8848553819177,0.001,AIW-N,109.860596598069,0.002,2,2,interior,TRUE,0.661000000000001
250,51,200,3,0.001,0.001,200000,2000,62;140;197,0.00659001187976033,4.72493283694819,10.8848553819177,0.001,collapsed-R,108.73636280002,0.002,5,2,interior,TRUE,1.03
250,51,500,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,1405.14029348834,0.004,5,1,interior,TRUE,0.466000000000001
250,51,500,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,1003.20343418542,0.004,5,1,interior,TRUE,0.414000000000002
250,51,500,2,0.001,0.001,200000,2000,62;151,0.00102574172489966,8.22776281253023,11.5107775783743,0.001,AIW-N,1731.49716902823,0.004,5,2,interior,TRUE,0.461000000000002
250,51,500,2,0.001,0.001,200000,2000,62;151,0.00102574172489966,8.22776281253023,11.5107775783743,0.001,collapsed-R,905.75473248047,0.004,5,2,interior,TRUE,0.759999999999998
250,51,500,3,0.001,0.001,200000,2000,62;151;106,0.0314388598396202,4.28191780287301,10.9019466789471,0.001,AIW-N,992.539829916372,0.004,5,3,interior,TRUE,0.585000000000001
250,51,500,3,0.001,0.001,200000,2000,62;151;106,0.0314388598396202,4.28191780287301,10.9019466789471,0.001,collapsed-R,438.6326738397,0.004,5,2,interior,TRUE,0.483000000000001
250,51,1000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,1140.30196931561,0.002,3,1,interior,TRUE,0.431000000000001
250,51,1000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,939.72681305292,0.002,5,1,interior,TRUE,0.871000000000002
250,51,1000,2,0.001,0.001,200000,2000,62;110,0.00534109583678461,8.26057279997291,11.5227605948554,0.001,AIW-N,2059.36714989707,0.004,4,2,interior,TRUE,0.509
250,51,1000,2,0.001,0.001,200000,2000,62;110,0.00534109583678461,8.26057279997291,11.5227605948554,0.001,collapsed-R,2655.35254629971,0.004,5,2,interior,TRUE,0.984999999999999
250,51,1000,3,0.001,0.001,200000,2000,62;110;223,0.0209442499730921,4.31862882006392,10.8889696339244,0.001,AIW-N,511.523631407945,0.002,5,3,interior,TRUE,0.541
250,51,1000,3,0.001,0.001,200000,2000,62;110;223,0.0209442499730921,4.31862882006392,10.8889696339244,0.001,collapsed-R,520.987146875427,0.002,5,3,interior,TRUE,0.962000000000003
250,51,2000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,1377.81211438738,0.001,5,1,interior,TRUE,0.471
250,51,2000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,1541.726932606,0.001,5,1,interior,TRUE,0.702999999999999
250,51,2000,2,0.001,0.001,200000,2000,62;194,0.000651544365894871,8.21498338198111,11.5061197551348,0.001,AIW-N,2857.37130325705,0.001,5,2,interior,TRUE,0.5
250,51,2000,2,0.001,0.001,200000,2000,62;194,0.000651544365894871,8.21498338198111,11.5061197551348,0.001,collapsed-R,3502.15983285401,0.001,5,2,interior,TRUE,0.761999999999997
250,51,2000,3,0.001,0.001,200000,2000,62;194;119,0.0472545017647041,4.86615540512486,10.748755248931,0.001,AIW-N,3392.65414188523,0.001,3,3,interior,TRUE,0.470999999999997
250,51,2000,3,0.001,0.001,200000,2000,62;194;119,0.0472545017647041,4.86615540512486,10.748755248931,0.001,collapsed-R,3786.12930885094,0.001,5,3,interior,TRUE,1.111
250,51,5000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,2531.35912840979,0.001,5,1,interior,TRUE,0.478000000000002
250,51,5000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,1036.92348548245,0.001,5,1,interior,TRUE,0.692999999999998
250,51,5000,2,0.001,0.001,200000,2000,62;100,0.000183324151525151,8.21855232387332,11.5074200175064,0.001,AIW-N,1802.29134531017,0.001,5,2,interior,TRUE,0.511000000000003
250,51,5000,2,0.001,0.001,200000,2000,62;100,0.000183324151525151,8.21855232387332,11.5074200175064,0.001,collapsed-R,1153.8950106313,0.001,5,2,interior,TRUE,0.873000000000005
250,51,5000,3,0.001,0.001,200000,2000,62;100;225,0.0169941194521122,4.43705797664221,10.8486167595349,0.001,AIW-N,1304.45287849519,0.001,4,2,interior,TRUE,0.521000000000001
250,51,5000,3,0.001,0.001,200000,2000,62;100;225,0.0169941194521122,4.43705797664221,10.8486167595349,0.001,collapsed-R,946.49871859347,0.001,5,2,interior,TRUE,0.578000000000003
