J,panel_seed,true_eta0,true_L,true_lambda,h2,N,N0,causal,maximum_abs_causal_ld,minimum_expected_abs_z,maximum_expected_abs_z,achieved_h2,method,raw_eta0,selected_lambda,selected_model_L,raw_pure_L,eta0_boundary,converged,fit_seconds
100,51,20,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,AIW-N,4.38204631999998,0.002,1,1,interior,TRUE,0.374
100,51,20,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,1.32284409999955,0.002,5,0,interior,TRUE,0.972
100,51,20,2,0.001,0.001,200000,2000,25;73,0.00495541967659688,8.18212236447001,11.4941672516879,0.001,AIW-N,2.85701547946828,0.004,1,1,interior,TRUE,0.321999999999999
100,51,20,2,0.001,0.001,200000,2000,25;73,0.00495541967659688,8.18212236447001,11.4941672516879,0.001,collapsed-R,1.15754877080403,0.004,5,0,interior,TRUE,1.152
100,51,20,3,0.001,0.001,200000,2000,25;73;65,0.0235257267062288,4.3529829921615,10.8291819120211,0.001,AIW-N,2.8911896819692,0.006,1,0,interior,TRUE,0.351
100,51,20,3,0.001,0.001,200000,2000,25;73;65,0.0235257267062288,4.3529829921615,10.8291819120211,0.001,collapsed-R,1.27121004682278,0.006,5,0,interior,TRUE,1.23
100,51,50,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,AIW-N,47.3915971530852,0.002,1,1,interior,TRUE,0.251000000000001
100,51,50,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,46.1065149820403,0.002,5,1,interior,TRUE,1.208
100,51,50,2,0.001,0.001,200000,2000,25;75,0.0103745536950517,8.29871757235722,11.5367362074055,0.001,AIW-N,59.5582345351001,0.004,2,2,interior,TRUE,0.334000000000001
100,51,50,2,0.001,0.001,200000,2000,25;75,0.0103745536950517,8.29871757235722,11.5367362074055,0.001,collapsed-R,90.7009585064062,0.01,5,2,interior,TRUE,1.253
100,51,50,3,0.001,0.001,200000,2000,25;75;52,0.0507346492857165,5.45337753629748,10.8977454436289,0.001,AIW-N,44.8252923931126,0.002,2,2,interior,TRUE,0.251999999999999
100,51,50,3,0.001,0.001,200000,2000,25;75;52,0.0507346492857165,5.45337753629748,10.8977454436289,0.001,collapsed-R,20.9225534138307,0.002,5,0,interior,TRUE,1.555
100,51,100,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,AIW-N,69.4339534068889,0.001,1,1,interior,TRUE,0.244
100,51,100,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,68.8342253221271,0.001,5,1,interior,TRUE,1.001
100,51,100,2,0.001,0.001,200000,2000,25;50,0.00155214020517341,8.23177039097512,11.5122393557708,0.001,AIW-N,188.599099423046,0.008,5,2,interior,TRUE,0.236999999999998
100,51,100,2,0.001,0.001,200000,2000,25;50,0.00155214020517341,8.23177039097512,11.5122393557708,0.001,collapsed-R,171.949491530618,0.008,5,2,interior,TRUE,0.956
100,51,100,3,0.001,0.001,200000,2000,25;50;92,0.0815596321986741,5.71661351163437,10.8204344803374,0.001,AIW-N,132.427998752479,0.01,3,3,interior,TRUE,0.263999999999999
100,51,100,3,0.001,0.001,200000,2000,25;50;92,0.0815596321986741,5.71661351163437,10.8204344803374,0.001,collapsed-R,82.6931255131637,0.01,5,1,interior,TRUE,1.074
100,51,200,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,AIW-N,268.704823066119,0.004,1,1,interior,TRUE,0.206
100,51,200,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,278.034703935154,0.004,5,1,interior,TRUE,0.688000000000002
100,51,200,2,0.001,0.001,200000,2000,25;92,0.00353966324320737,8.2468884445636,11.5177584495678,0.001,AIW-N,580.818205482397,0.004,3,2,interior,TRUE,0.281000000000002
100,51,200,2,0.001,0.001,200000,2000,25;92,0.00353966324320737,8.2468884445636,11.5177584495678,0.001,collapsed-R,430.258381059544,0.004,5,2,interior,TRUE,0.825000000000003
100,51,200,3,0.001,0.001,200000,2000,25;92;68,0.0237458147220119,4.75295543345596,10.9583195540012,0.001,AIW-N,448.176323315571,0.01,5,3,interior,TRUE,0.239000000000001
100,51,200,3,0.001,0.001,200000,2000,25;92;68,0.0237458147220119,4.75295543345596,10.9583195540012,0.001,collapsed-R,475.169002186719,0.01,5,3,interior,TRUE,1.094
100,51,500,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,AIW-N,360.043050923065,0.001,5,1,interior,TRUE,0.228999999999999
100,51,500,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,1094.5195084713,0.002,5,1,interior,TRUE,0.788999999999998
100,51,500,2,0.001,0.001,200000,2000,25;90,0.00233493771702196,8.23772724438036,11.5144131097349,0.001,AIW-N,745.571382724446,0.002,5,2,interior,TRUE,0.244999999999997
100,51,500,2,0.001,0.001,200000,2000,25;90,0.00233493771702196,8.23772724438036,11.5144131097349,0.001,collapsed-R,1e+08,0.004,5,2,interior,TRUE,0.809999999999999
100,51,500,3,0.001,0.001,200000,2000,25;90;43,0.0509592562572754,4.0973095353477,10.9370780596807,0.001,AIW-N,Inf,0.004,3,2,normal_limit,TRUE,0.327000000000002
100,51,500,3,0.001,0.001,200000,2000,25;90;43,0.0509592562572754,4.0973095353477,10.9370780596807,0.001,collapsed-R,738.005985999206,0.002,5,2,interior,TRUE,0.625
