J,panel_seed,true_eta0,true_L,true_lambda,h2,N,N0,causal,maximum_abs_causal_ld,minimum_expected_abs_z,maximum_expected_abs_z,achieved_h2,method,raw_eta0,selected_lambda,selected_model_L,raw_pure_L,eta0_boundary,converged,fit_seconds
100,52,500,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,861.056997642302,0.006,5,1,interior,TRUE,1.124
100,52,500,2,0.001,0.001,200000,2000,25;57,0.00984844363929161,8.14464107315293,11.4805776140528,0.001,AIW-N,406.315793386343,0.002,5,2,interior,TRUE,0.286000000000001
100,52,500,2,0.001,0.001,200000,2000,25;57,0.00984844363929161,8.14464107315293,11.4805776140528,0.001,collapsed-R,382.498628746671,0.002,5,2,interior,TRUE,0.974
100,52,500,3,0.001,0.001,200000,2000,25;57;10,0.0603385412040658,4.98339489062554,11.0277235342038,0.001,AIW-N,404.381469063211,0.002,5,3,interior,TRUE,0.294999999999998
100,52,500,3,0.001,0.001,200000,2000,25;57;10,0.0603385412040658,4.98339489062554,11.0277235342038,0.001,collapsed-R,167.978729738872,0.001,5,2,interior,TRUE,1.213
100,52,1000,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,AIW-N,657.54228683006,0.001,5,1,interior,TRUE,0.227
100,52,1000,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,844.960179855102,0.001,5,1,interior,TRUE,1.294
100,52,1000,2,0.001,0.001,200000,2000,25;45,0.0269149595844805,8.01287587531423,11.4331727298242,0.001,AIW-N,521.502069786155,0.001,4,2,interior,TRUE,0.250999999999998
100,52,1000,2,0.001,0.001,200000,2000,25;45,0.0269149595844805,8.01287587531423,11.4331727298242,0.001,collapsed-R,602.59219860492,0.001,5,2,interior,TRUE,1.058
100,52,1000,3,0.001,0.001,200000,2000,25;45;83,0.0439728466465086,4.74362211004435,10.9345674609158,0.001,AIW-N,447.781281018719,0.001,5,2,interior,TRUE,0.233999999999995
100,52,1000,3,0.001,0.001,200000,2000,25;45;83,0.0439728466465086,4.74362211004435,10.9345674609158,0.001,collapsed-R,324.753783303529,0.001,5,2,interior,TRUE,1.167
100,52,2000,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,AIW-N,708.345658906778,0.001,1,1,interior,TRUE,0.225000000000001
100,52,2000,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,812.21250117075,0.001,5,1,interior,TRUE,0.637000000000001
100,52,2000,2,0.001,0.001,200000,2000,25;45,0.00698120000611051,8.16662039548162,11.4885410674781,0.001,AIW-N,306.13523086238,0.001,4,2,interior,TRUE,0.295000000000002
100,52,2000,2,0.001,0.001,200000,2000,25;45,0.00698120000611051,8.16662039548162,11.4885410674781,0.001,collapsed-R,3127.94951272517,0.002,5,2,interior,TRUE,2.552
100,52,2000,3,0.001,0.001,200000,2000,25;45;61,0.0709660570399556,5.51134209890412,10.9321285898907,0.001,AIW-N,895.349877525359,0.001,5,3,interior,TRUE,0.401000000000003
100,52,2000,3,0.001,0.001,200000,2000,25;45;61,0.0709660570399556,5.51134209890412,10.9321285898907,0.001,collapsed-R,98774484.0961617,0.004,5,3,interior,TRUE,3.045
100,52,5000,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,AIW-N,Inf,0.001,1,1,normal_limit,TRUE,0.229000000000006
100,52,5000,1,0.001,0.001,200000,2000,25,0,14.142135623731,14.142135623731,0.001,collapsed-R,1e+08,0.001,5,1,interior,TRUE,0.972999999999999
100,52,5000,2,0.001,0.001,200000,2000,25;45,0.00865667183709935,8.15378224140373,11.4838876665915,0.001,AIW-N,Inf,0.001,2,2,normal_limit,TRUE,0.264000000000003
100,52,5000,2,0.001,0.001,200000,2000,25;45,0.00865667183709935,8.15378224140373,11.4838876665915,0.001,collapsed-R,98197240.9998061,0.001,5,2,interior,TRUE,1.075
100,52,5000,3,0.001,0.001,200000,2000,25;45;61,0.0518844595232308,5.16068253546249,10.9405869928021,0.001,AIW-N,Inf,0.001,3,3,normal_limit,TRUE,0.290999999999997
100,52,5000,3,0.001,0.001,200000,2000,25;45;61,0.0518844595232308,5.16068253546249,10.9405869928021,0.001,collapsed-R,98153072.4436363,0.001,5,3,interior,TRUE,1.225
