J,panel_seed,true_eta0,true_L,true_lambda,h2,N,N0,causal,maximum_abs_causal_ld,minimum_expected_abs_z,maximum_expected_abs_z,achieved_h2,method,raw_eta0,selected_lambda,selected_model_L,raw_pure_L,eta0_boundary,converged,fit_seconds
500,52,20,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,AIW-N,9.63853163350722,0.006,1,1,interior,TRUE,1.181
500,52,20,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,collapsed-R,2.09145209332632,0.006,5,0,interior,TRUE,0.554
500,52,20,2,0.001,0.001,200000,2000,124;276,0.00187637712193885,8.20564169199243,11.5027183028969,0.001,AIW-N,7.04186331418216,0.004,1,1,interior,TRUE,1.071
500,52,20,2,0.001,0.001,200000,2000,124;276,0.00187637712193885,8.20564169199243,11.5027183028969,0.001,collapsed-R,2.15478382432274,0.004,5,0,interior,TRUE,0.416
500,52,20,3,0.001,0.001,200000,2000,124;276;347,0.0306339980684326,5.09227475073551,10.8449254373438,0.001,AIW-N,7.97274308984354,0.004,1,1,interior,TRUE,1.424
500,52,20,3,0.001,0.001,200000,2000,124;276;347,0.0306339980684326,5.09227475073551,10.8449254373438,0.001,collapsed-R,2.13770188737261,0.004,5,0,interior,TRUE,0.397
500,52,50,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,AIW-N,45.9318907754675,0.002,1,1,interior,TRUE,1.195
500,52,50,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,collapsed-R,42.6427652912423,0.002,5,1,interior,TRUE,0.823
500,52,50,2,0.001,0.001,200000,2000,124;399,0.00602709980834342,8.17392427523519,11.4911909041914,0.001,AIW-N,36.9218529171658,0.002,1,1,interior,TRUE,1.052
500,52,50,2,0.001,0.001,200000,2000,124;399,0.00602709980834342,8.17392427523519,11.4911909041914,0.001,collapsed-R,34.7699038611559,0.002,5,1,interior,TRUE,0.583
500,52,50,3,0.001,0.001,200000,2000,124;399;268,0.0238560082073969,4.77844736762144,10.9268760817958,0.001,AIW-N,28.7044214333504,0.002,1,1,interior,TRUE,1.178
500,52,50,3,0.001,0.001,200000,2000,124;399;268,0.0238560082073969,4.77844736762144,10.9268760817958,0.001,collapsed-R,24.8648335870349,0.002,5,1,interior,TRUE,0.513999999999999
500,52,100,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,AIW-N,63.9975609889927,0.002,1,1,interior,TRUE,1.17
500,52,100,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,collapsed-R,90.4946408993778,0.004,5,1,interior,TRUE,0.817
500,52,100,2,0.001,0.001,200000,2000,124;79,0.00224920820554828,8.23707502842532,11.5141750487395,0.001,AIW-N,123.357931278161,0.006,2,2,interior,TRUE,1.273
500,52,100,2,0.001,0.001,200000,2000,124;79,0.00224920820554828,8.23707502842532,11.5141750487395,0.001,collapsed-R,145.536893532273,0.008,5,2,interior,TRUE,0.831999999999997
500,52,100,3,0.001,0.001,200000,2000,124;79;278,0.0162456781988128,4.7662752888105,10.916396332927,0.001,AIW-N,89.0455169859795,0.004,2,2,interior,TRUE,1
500,52,100,3,0.001,0.001,200000,2000,124;79;278,0.0162456781988128,4.7662752888105,10.916396332927,0.001,collapsed-R,133.31822832032,0.008,5,2,interior,TRUE,0.82
500,52,200,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,AIW-N,341.525017365003,0.002,5,1,interior,TRUE,1.053
500,52,200,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,collapsed-R,168.637356220112,0.001,5,1,interior,TRUE,0.753
500,52,200,2,0.001,0.001,200000,2000,124;293,0.0012679986660913,8.22960734813701,11.5114503134326,0.001,AIW-N,169.182364733571,0.001,2,2,interior,TRUE,0.960000000000001
500,52,200,2,0.001,0.001,200000,2000,124;293,0.0012679986660913,8.22960734813701,11.5114503134326,0.001,collapsed-R,169.072417253628,0.001,5,2,interior,TRUE,0.839000000000002
500,52,200,3,0.001,0.001,200000,2000,124;293;168,0.0163858695168412,4.68753658297135,10.8222355421039,0.001,AIW-N,153.637030538925,0.001,3,3,interior,TRUE,0.965999999999998
500,52,200,3,0.001,0.001,200000,2000,124;293;168,0.0163858695168412,4.68753658297135,10.8222355421039,0.001,collapsed-R,127.807403124034,0.001,5,2,interior,TRUE,0.949999999999999
500,52,500,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,AIW-N,937.09837899231,0.002,5,1,interior,TRUE,1.11
500,52,500,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,collapsed-R,310.722250630562,0.001,5,1,interior,TRUE,0.783000000000001
500,52,500,2,0.001,0.001,200000,2000,124;381,0.000512202036946397,8.22385169970146,11.5093514945829,0.001,AIW-N,330.572348070366,0.001,5,2,interior,TRUE,1.12
500,52,500,2,0.001,0.001,200000,2000,124;381,0.000512202036946397,8.22385169970146,11.5093514945829,0.001,collapsed-R,263.612706235138,0.001,5,2,interior,TRUE,0.917000000000002
500,52,500,3,0.001,0.001,200000,2000,124;381;204,0.0118619322380596,4.62567945283297,10.9012679744617,0.001,AIW-N,585.362700040666,0.002,5,3,interior,TRUE,1.054
500,52,500,3,0.001,0.001,200000,2000,124;381;204,0.0118619322380596,4.62567945283297,10.9012679744617,0.001,collapsed-R,462.548266247102,0.002,5,3,interior,TRUE,1.229
500,52,1000,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,AIW-N,605.357699066466,0.001,5,1,interior,TRUE,1.133
500,52,1000,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,collapsed-R,517.014628118367,0.001,5,1,interior,TRUE,0.773000000000003
500,52,1000,2,0.001,0.001,200000,2000,124;413,0.00030278462893613,8.22225637294603,11.5087699448772,0.001,AIW-N,725.205706979885,0.001,5,2,interior,TRUE,1.019
500,52,1000,2,0.001,0.001,200000,2000,124;413,0.00030278462893613,8.22225637294603,11.5087699448772,0.001,collapsed-R,624.11329582528,0.001,5,2,interior,TRUE,0.604999999999997
500,52,1000,3,0.001,0.001,200000,2000,124;413;340,0.00465394849286318,4.67016730107651,10.8848006029085,0.001,AIW-N,671.630683582249,0.001,4,3,interior,TRUE,0.942
500,52,1000,3,0.001,0.001,200000,2000,124;413;340,0.00465394849286318,4.67016730107651,10.8848006029085,0.001,collapsed-R,464.193731984379,0.001,5,2,interior,TRUE,0.818000000000005
500,52,2000,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,AIW-N,638.001392588949,0.001,3,1,interior,TRUE,1.035
500,52,2000,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,collapsed-R,672.748901713386,0.001,5,1,interior,TRUE,0.670000000000002
500,52,2000,2,0.001,0.001,200000,2000,124;45,0.000198812114846513,8.22146423038799,11.5084812135497,0.001,AIW-N,686.101903977423,0.001,4,2,interior,TRUE,1.08900000000001
500,52,2000,2,0.001,0.001,200000,2000,124;45,0.000198812114846513,8.22146423038799,11.5084812135497,0.001,collapsed-R,722.033830803844,0.001,5,2,interior,TRUE,0.808
500,52,2000,3,0.001,0.001,200000,2000,124;45;285,0.0124638341938906,4.46315432677592,10.87045692031,0.001,AIW-N,605.067424540118,0.001,5,2,interior,TRUE,0.990000000000002
500,52,2000,3,0.001,0.001,200000,2000,124;45;285,0.0124638341938906,4.46315432677592,10.87045692031,0.001,collapsed-R,556.002263121148,0.001,5,2,interior,TRUE,0.497
500,52,5000,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,AIW-N,3270.9183571757,0.001,1,1,interior,TRUE,1.01300000000001
500,52,5000,1,0.001,0.001,200000,2000,124,0,14.142135623731,14.142135623731,0.001,collapsed-R,3874.66358391722,0.001,5,1,interior,TRUE,0.758000000000003
500,52,5000,2,0.001,0.001,200000,2000,124;62,0.000155458856103712,8.21876468598347,11.5074973999556,0.001,AIW-N,2740.67451081602,0.001,2,2,interior,TRUE,1.008
500,52,5000,2,0.001,0.001,200000,2000,124;62,0.000155458856103712,8.21876468598347,11.5074973999556,0.001,collapsed-R,3042.55388552946,0.001,5,2,interior,TRUE,1.006
500,52,5000,3,0.001,0.001,200000,2000,124;62;172,0.00471887732607626,4.67928291001035,10.8542727216446,0.001,AIW-N,3038.50748965032,0.001,3,2,interior,TRUE,1.068
500,52,5000,3,0.001,0.001,200000,2000,124;62;172,0.00471887732607626,4.67928291001035,10.8542727216446,0.001,collapsed-R,2530.14234837329,0.001,5,2,interior,TRUE,0.890000000000001
